bowler,venue,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
A Bohara,Tribhuvan University International Cricket Ground,ODI,2,66,51.0,1,43,4.64,51.0,65.15
A Bohara,Tribhuvan University International Cricket Ground,T20I,2,36,27.0,1,20,4.5,27.0,55.56
A Bohara,"Tribhuvan University International Cricket Ground, Kirtipur",T20I,18,381,529.0,23,115,8.33,23.0,30.18
A Bohara,Zhejiang University of Technology Cricket Field,T20I,2,36,55.0,2,17,9.17,27.5,47.22
A Bosch,Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,ODI,2,66,56.0,1,33,5.09,56.0,50.0
A Bosch,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,ODI,1,36,26.0,0,22,4.33,26.0,61.11
A Bosch,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,T20I,3,36,44.0,3,10,7.33,14.67,27.78
A Bosch,"County Ground, Chelmsford",T20I,1,7,13.0,1,2,11.14,13.0,28.57
A Bosch,"County Ground, New Road, Worcester",T20I,1,18,23.0,0,3,7.67,23.0,16.67
A Bosch,"Edgbaston, Birmingham",T20I,3,48,64.0,1,17,8.0,64.0,35.42
A Bosch,International Sports Stadium,ODI,1,12,13.0,0,2,6.5,13.0,16.67
A Bosch,Lalabhai Contractor Stadium,T20I,2,24,18.0,2,13,4.5,9.0,54.17
A Bosch,"M Chinnaswamy Stadium, Bengaluru",ODI,2,18,21.0,0,3,7.0,21.0,16.67
A Bosch,Manuka Oval,ODI,1,24,18.0,0,12,4.5,18.0,50.0
A Bosch,"Pembroke Cricket Club, Sandymount, Dublin",T20I,2,18,22.0,1,7,7.33,22.0,38.89
A Bosch,"The Cooper Associates County Ground, Taunton",Test,1,108,77.0,3,77,4.28,25.67,71.3
A Bosch,"Western Australia Cricket Association Ground, Perth",Test,1,25,30.0,0,16,7.2,30.0,64.0
A Brindle,Arundel Castle Cricket Club Ground,T20I,1,6,18.0,0,1,18.0,18.0,16.67
A Brindle,Bellerive Oval,ODI,1,24,29.0,0,8,7.25,29.0,33.33
A Brindle,Brabourne Stadium,ODI,5,228,176.0,9,124,4.63,19.56,54.39
A Brindle,County Ground,ODI,2,18,22.0,0,4,7.33,22.0,22.22
A Brindle,County Ground,T20I,4,78,64.0,9,37,4.92,7.11,47.44
A Brindle,Eden Park,T20I,1,18,11.0,1,10,3.67,11.0,55.56
A Brindle,Galle International Stadium,T20I,1,6,6.0,1,2,6.0,6.0,33.33
A Brindle,Haslegrave Ground,ODI,1,54,38.0,3,31,4.22,12.67,57.41
A Brindle,Haslegrave Ground,T20I,3,48,37.0,0,22,4.62,37.0,45.83
A Brindle,Lord's,ODI,1,24,30.0,0,8,7.5,30.0,33.33
A Brindle,Louth Cricket Club,ODI,1,36,13.0,1,28,2.17,13.0,77.78
A Brindle,Melbourne Cricket Ground,ODI,2,66,50.0,0,36,4.55,50.0,54.55
A Brindle,Melbourne Cricket Ground,T20I,1,12,9.0,1,4,4.5,9.0,33.33
A Brindle,Old Trafford,T20I,1,18,12.0,2,10,4.0,6.0,55.56
A Brindle,Seddon Park,T20I,1,24,25.0,0,9,6.25,25.0,37.5
A Brindle,Senwes Park,ODI,3,133,68.0,6,84,3.07,11.33,63.16
A Brindle,Senwes Park,T20I,1,24,18.0,2,12,4.5,9.0,50.0
A Brindle,Sir Paul Getty's Ground,ODI,1,18,20.0,1,10,6.67,20.0,55.56
A Brindle,Sir Paul Getty's Ground,Test,1,42,41.0,0,27,5.86,41.0,64.29
A Brindle,St Lawrence Ground,T20I,1,18,16.0,1,6,5.33,16.0,33.33
A Brindle,Stadium Australia,T20I,1,24,19.0,1,8,4.75,19.0,33.33
A Brindle,Westpac Stadium,T20I,1,24,14.0,0,12,3.5,14.0,50.0
A Brown-Carrera,"Desert Springs Cricket Ground, Almeria",T20I,2,50,29.0,5,34,3.48,5.8,68.0
A Brown-Carrera,"Marina Ground, Corfu",T20I,4,80,60.0,5,56,4.5,12.0,70.0
A Brown-Carrera,Roma Cricket Ground,T20I,1,12,16.0,1,4,8.0,16.0,33.33
A Brown-Carrera,"Simar Cricket Ground, Rome",T20I,3,48,45.0,1,26,5.62,45.0,54.17
A Bushell,"King George V Sports Ground, Castel",T20I,1,6,7.0,0,2,7.0,7.0,33.33
A Busing-Volschenk,Harare Sports Club,T20I,1,18,11.0,2,10,3.67,5.5,55.56
A Busing-Volschenk,"Queens Sports Club, Bulawayo",T20I,1,24,43.0,2,7,10.75,21.5,29.17
A Canning,"7he Sevens Stadium, Dubai",T20I,1,25,11.0,1,20,2.64,11.0,80.0
A Canning,"Boland Park, Paarl",T20I,1,18,37.0,0,5,12.33,37.0,27.78
A Canning,"Bready Cricket Club, Magheramason, Bready",T20I,3,48,52.0,1,23,6.5,52.0,47.92
A Canning,"Castle Avenue, Dublin",ODI,2,48,55.0,0,29,6.88,55.0,60.42
A Canning,"Castle Avenue, Dublin",T20I,5,115,123.0,6,53,6.42,20.5,46.09
A Canning,"Civil Service Cricket Club, Stormont, Belfast",ODI,2,66,43.0,2,50,3.91,21.5,75.76
A Canning,"Civil Service Cricket Club, Stormont, Belfast",T20I,4,79,54.0,4,52,4.1,13.5,65.82
A Canning,"Clontarf Cricket Club Ground, Dublin",T20I,3,58,52.0,2,29,5.38,26.0,50.0
A Canning,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",ODI,2,97,56.0,1,59,3.46,56.0,60.82
A Canning,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20I,3,48,44.0,0,23,5.5,44.0,47.92
A Canning,"Desert Springs Cricket Ground, Almeria",ODI,3,132,94.0,5,83,4.27,18.8,62.88
A Canning,"Desert Springs Cricket Ground, Almeria",T20I,2,36,36.0,1,16,6.0,36.0,44.44
A Canning,"Gaddafi Stadium, Lahore",ODI,3,115,100.0,4,69,5.22,25.0,60.0
A Canning,Harare Sports Club,ODI,3,120,42.0,3,95,2.1,14.0,79.17
A Canning,Harare Sports Club,T20I,3,42,54.0,1,19,7.71,54.0,45.24
A Canning,"Hazelaarweg, Rotterdam",T20I,4,78,58.0,3,48,4.46,19.33,61.54
A Canning,La Manga Club Bottom Ground,T20I,1,18,2.0,0,18,0.67,2.0,100.0
A Canning,La Manga Club Top Ground,T20I,2,48,19.0,3,39,2.38,6.33,81.25
A Canning,Lahore City Cricket Association Ground,ODI,1,25,20.0,0,15,4.8,20.0,60.0
A Canning,Mulpani Cricket Ground,T20I,1,13,11.0,2,7,5.08,5.5,53.85
A Canning,"Newlands, Cape Town",T20I,1,24,33.0,1,7,8.25,33.0,29.17
A Canning,"Old Trafford, Manchester",T20I,1,24,27.0,3,8,6.75,9.0,33.33
A Canning,"Pembroke Cricket Club, Sandymount, Dublin",T20I,3,49,49.0,4,28,6.0,12.25,57.14
A Canning,"Saurashtra Cricket Association Stadium, Rajkot",ODI,2,108,115.0,0,50,6.39,115.0,46.3
A Canning,"Shere Bangla National Stadium, Mirpur",ODI,2,102,57.0,1,69,3.35,57.0,67.65
A Canning,Sylhet Stadium,T20I,1,12,22.0,0,6,11.0,22.0,50.0
A Canning,"The Village, Malahide, Dublin",T20I,2,30,27.0,0,14,5.4,27.0,46.67
A Canning,"The Wanderers Stadium, Johannesburg",ODI,1,38,43.0,0,15,6.79,43.0,39.47
A Canning,"Tolerance Oval, Abu Dhabi",T20I,1,18,9.0,1,14,3.0,9.0,77.78
A Canning,"VRA Ground, Amstelveen",T20I,2,30,27.0,2,16,5.4,13.5,53.33
A Canning,"Zayed Cricket Stadium, Abu Dhabi",T20I,4,73,50.0,2,39,4.11,25.0,53.42
A Capsey,Adelaide Oval,T20I,1,18,25.0,1,6,8.33,25.0,33.33
A Capsey,"Barsapara Cricket Stadium, Guwahati",ODI,2,60,46.0,2,32,4.6,23.0,53.33
A Capsey,"Bellerive Oval, Hobart",ODI,1,18,18.0,0,2,6.0,18.0,11.11
A Capsey,"County Ground, Bristol",ODI,2,72,50.0,1,38,4.17,50.0,52.78
A Capsey,"County Ground, Bristol",T20I,1,6,11.0,0,1,11.0,11.0,16.67
A Capsey,"County Ground, Chelmsford",ODI,1,18,6.0,0,14,2.0,6.0,77.78
A Capsey,"County Ground, Chelmsford",T20I,1,18,14.0,1,10,4.67,14.0,55.56
A Capsey,"County Ground, Derby",ODI,1,24,27.0,1,12,6.75,27.0,50.0
A Capsey,"County Ground, Derby",T20I,3,30,38.0,1,10,7.6,38.0,33.33
A Capsey,"County Ground, New Road, Worcester",ODI,1,6,2.0,1,4,2.0,2.0,66.67
A Capsey,"County Ground, New Road, Worcester",T20I,1,6,10.0,1,1,10.0,10.0,16.67
A Capsey,"County Ground, Northampton",T20I,1,12,4.0,2,9,2.0,2.0,75.0
A Capsey,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",ODI,1,37,34.0,2,16,5.51,17.0,43.24
A Capsey,"Edgbaston, Birmingham",T20I,4,30,41.0,0,10,8.2,41.0,33.33
A Capsey,"Grace Road, Leicester",ODI,1,52,41.0,3,29,4.73,13.67,55.77
A Capsey,"Holkar Cricket Stadium, Indore",ODI,2,30,38.0,0,5,7.6,38.0,16.67
A Capsey,"Junction Oval, Melbourne",ODI,1,42,22.0,3,29,3.14,7.33,69.05
A Capsey,"Old Trafford, Manchester",T20I,1,6,10.0,0,1,10.0,10.0,16.67
A Capsey,"R Premadasa Stadium, Colombo",ODI,1,30,15.0,1,19,3.0,15.0,63.33
A Capsey,"Riverside Ground, Chester-le-Street",ODI,1,30,12.0,1,22,2.4,12.0,73.33
A Capsey,"Seddon Park, Hamilton",ODI,1,24,27.0,0,6,6.75,27.0,25.0
A Capsey,"Senwes Park, Potchefstroom",ODI,1,55,59.0,2,24,6.44,29.5,43.64
A Capsey,"The Cooper Associates County Ground, Taunton",ODI,1,6,4.0,0,2,4.0,4.0,33.33
A Capsey,"The Rose Bowl, Southampton",ODI,1,12,15.0,0,4,7.5,15.0,33.33
A Capsey,"Trent Bridge, Nottingham",T20I,1,12,21.0,0,4,10.5,21.0,33.33
A Capsey,"Wankhede Stadium, Mumbai",T20I,1,18,15.0,0,10,5.0,15.0,55.56
A Chandel,"Albert Park 1, Suva",T20I,3,54,30.0,4,41,3.33,7.5,75.93
A Chandel,"Albert Park 2, Suva",T20I,3,70,76.0,0,35,6.51,76.0,50.0
A Chandel,"Bayuemas Oval, Kuala Lumpur",T20I,2,43,31.0,0,25,4.33,31.0,58.14
A Chandel,Hong Kong Cricket Club,T20I,4,92,94.0,3,42,6.13,31.33,45.65
A Chandel,Kaizuka Cricket Ground,T20I,4,93,77.0,3,45,4.97,25.67,48.39
A Chandel,"Royal Selangor Club, Kuala Lumpur",T20I,1,17,8.0,4,12,2.82,2.0,70.59
A Chandel,Sano International Cricket Ground,T20I,8,153,87.0,14,97,3.41,6.21,63.4
A Chandel,"Selangor Turf Club, Kuala Lumpur",T20I,2,36,24.0,0,25,4.0,24.0,69.44
A Chandel,Vanuatu Cricket Ground,T20I,4,67,57.0,4,38,5.1,14.25,56.72
A Chandel,Vanuatu Cricket Ground (Oval 2),T20I,2,50,44.0,2,22,5.28,22.0,44.0
A Chandel,"YSD-UKM Cricket Oval, Bangi",T20I,2,49,52.0,2,23,6.37,26.0,46.94
A Chandel,"Yeonhui Cricket Ground, Incheon",T20I,1,18,22.0,0,10,7.33,22.0,55.56
A Chandila,M Chinnaswamy Stadium,IPL,1,24,21.0,0,10,5.25,21.0,41.67
A Chandila,"MA Chidambaram Stadium, Chepauk",IPL,1,18,16.0,1,7,5.33,16.0,38.89
A Chandila,"Punjab Cricket Association Stadium, Mohali",IPL,1,24,24.0,1,11,6.0,24.0,45.83
A Chandila,"Rajiv Gandhi International Stadium, Uppal",IPL,1,24,20.0,1,13,5.0,20.0,54.17
A Chandila,Sawai Mansingh Stadium,IPL,8,168,190.0,8,73,6.79,23.75,43.45
A Charles,"Scott Page Field, Vinor",T20I,1,8,13.0,1,3,9.75,13.0,37.5
A Chaubey,"Mladost Cricket Ground, Zagreb",T20I,4,79,126.0,3,35,9.57,42.0,44.3
A Chaudhary,"Bayuemas Oval, Kuala Lumpur",T20I,1,24,9.0,2,18,2.25,4.5,75.0
A Chaudhary,"Tribhuvan University International Cricket Ground, Kirtipur",T20I,3,31,46.0,0,10,8.9,46.0,32.26
A Chaudhary,"YSD-UKM Cricket Oval, Bangi",T20I,1,24,46.0,1,5,11.5,46.0,20.83
A Chenthamara,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,3,68,67.0,6,26,5.91,11.17,38.24
A Chenthamara,"Mission Road Ground, Mong Kok, Hong Kong",T20I,7,117,151.0,11,62,7.74,13.73,52.99
A Cheung,"Bayuemas Oval, Kuala Lumpur",T20I,2,42,53.0,1,11,7.57,53.0,26.19
A Chilia,"Ground 1, Independence Park",T20I,2,36,38.0,0,16,6.33,38.0,44.44
A Chilia,"Ground 2, Independence Park",T20I,1,24,14.0,1,15,3.5,14.0,62.5
A Choudhary,M Chinnaswamy Stadium,IPL,3,53,57.0,3,28,6.45,19.0,52.83
A Choudhary,"Rajiv Gandhi International Stadium, Uppal",IPL,1,25,55.0,1,5,13.2,55.0,20.0
A Choudhary,Wankhede Stadium,IPL,1,24,32.0,1,9,8.0,32.0,37.5
A Codrington,Jaffery Sports Club Ground,ODI,1,31,35.0,0,14,6.77,35.0,45.16
A Codrington,"Kingsmead, Durban",ODI,1,54,27.0,5,39,3.0,5.4,72.22
A Codrington,"Newlands, Cape Town",ODI,1,60,44.0,1,40,4.4,44.0,66.67
A Codrington,"SuperSport Park, Centurion",ODI,1,24,25.0,0,17,6.25,25.0,70.83
A Codrington,"Willowmoore Park, Benoni",ODI,1,12,33.0,0,2,16.5,33.0,16.67
A Conteh,Gahanga International Cricket Stadium. Rwanda,T20I,1,24,23.0,0,8,5.75,23.0,33.33
A Conteh,Integrated Polytechnic Regional Centre,T20I,4,86,91.0,8,37,6.35,11.38,43.02
A Cossa,Botswana Cricket Association Oval 1,T20I,1,25,28.0,0,12,6.72,28.0,48.0
A Cossa,"Botswana Cricket Association Oval 1, Gaborone",T20I,4,32,47.0,1,12,8.81,47.0,37.5
A Cossa,Botswana Cricket Association Oval 2,T20I,1,7,4.0,2,4,3.43,2.0,57.14
A Curavic,La Manga Club Top Ground,T20I,1,6,11.0,1,3,11.0,11.0,50.0
A Dalzell,"7he Sevens Stadium, Dubai",T20I,1,18,12.0,1,10,4.0,12.0,55.56
A Dalzell,"Boland Park, Paarl",T20I,1,13,19.0,0,7,8.77,19.0,53.85
A Dalzell,"Castle Avenue, Dublin",ODI,1,24,15.0,0,13,3.75,15.0,54.17
A Dalzell,"Castle Avenue, Dublin",T20I,3,48,81.0,2,21,10.12,40.5,43.75
A Dalzell,"Civil Service Cricket Club, Stormont, Belfast",ODI,4,169,144.0,7,107,5.11,20.57,63.31
A Dalzell,"Desert Springs Cricket Ground, Almeria",ODI,1,49,44.0,1,27,5.39,44.0,55.1
A Dalzell,"Desert Springs Cricket Ground, Almeria",T20I,2,42,27.0,3,28,3.86,9.0,66.67
A Dalzell,Harare Sports Club,T20I,4,84,76.0,2,41,5.43,38.0,48.81
A Dalzell,"Hazelaarweg, Rotterdam",T20I,3,58,53.0,4,34,5.48,13.25,58.62
A Dalzell,Mulpani Cricket Ground,T20I,3,60,73.0,2,31,7.3,36.5,51.67
A Dalzell,"Old Trafford, Manchester",T20I,1,12,18.0,0,2,9.0,18.0,16.67
A Dalzell,"Saurashtra Cricket Association Stadium, Rajkot",ODI,2,48,69.0,0,16,8.62,69.0,33.33
A Dalzell,"Shere Bangla National Stadium, Mirpur",ODI,1,30,22.0,0,21,4.4,22.0,70.0
A Dalzell,Sylhet Stadium,T20I,2,24,37.0,1,11,9.25,37.0,45.83
A Dalzell,"The Rose Bowl, Southampton",T20I,1,12,19.0,0,1,9.5,19.0,8.33
A Dalzell,"Tribhuvan University International Cricket Ground, Kirtipur",T20I,2,42,56.0,2,23,8.0,28.0,54.76
A Dalzell,"Zayed Cricket Stadium, Abu Dhabi",T20I,1,12,22.0,1,4,11.0,22.0,33.33
A Dananjaya,Barabati Stadium,T20I,1,24,30.0,0,6,7.5,30.0,25.0
A Dananjaya,"Coolidge Cricket Ground, Antigua",T20I,3,72,128.0,4,33,10.67,32.0,45.83
A Dananjaya,"Daren Sammy National Cricket Stadium, Gros Islet",Test,1,264,114.0,2,209,2.59,57.0,79.17
A Dananjaya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,ODI,1,43,53.0,1,22,7.4,53.0,51.16
A Dananjaya,Dubai International Cricket Stadium,ODI,1,48,51.0,1,23,6.38,51.0,47.92
A Dananjaya,Galle International Stadium,ODI,1,60,61.0,1,28,6.1,61.0,46.67
A Dananjaya,Galle International Stadium,Test,2,605,347.0,9,404,3.44,38.56,66.78
A Dananjaya,Himachal Pradesh Cricket Association Stadium,ODI,1,30,7.0,1,26,1.4,7.0,86.67
A Dananjaya,Holkar Cricket Stadium,T20I,1,22,49.0,0,7,13.36,49.0,31.82
A Dananjaya,Kingsmead,ODI,1,54,56.0,0,18,6.22,56.0,33.33
A Dananjaya,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",ODI,1,60,47.0,4,36,4.7,11.75,60.0
A Dananjaya,Melbourne Cricket Ground,T20I,1,6,12.0,0,2,12.0,12.0,33.33
A Dananjaya,Newlands,ODI,1,42,38.0,0,19,5.43,38.0,45.24
A Dananjaya,Newlands,T20I,1,24,28.0,1,8,7.0,28.0,33.33
A Dananjaya,Pallekele International Cricket Stadium,ODI,6,264,263.0,13,125,5.98,20.23,47.35
A Dananjaya,Pallekele International Cricket Stadium,T20I,6,126,161.0,13,46,7.67,12.38,36.51
A Dananjaya,Pallekele International Cricket Stadium,Test,1,234,195.0,8,140,5.0,24.38,59.83
A Dananjaya,"Punjab Cricket Association IS Bindra Stadium, Mohali",ODI,1,60,51.0,0,24,5.1,51.0,40.0
A Dananjaya,R Premadasa Stadium,T20I,1,18,16.0,1,8,5.33,16.0,44.44
A Dananjaya,"R Premadasa Stadium, Colombo",ODI,5,282,249.0,6,136,5.3,41.5,48.23
A Dananjaya,"R Premadasa Stadium, Colombo",T20I,4,84,108.0,2,28,7.71,54.0,33.33
A Dananjaya,"R.Premadasa Stadium, Khettarama",ODI,6,331,248.0,15,174,4.5,16.53,52.57
A Dananjaya,"R.Premadasa Stadium, Khettarama",T20I,6,138,172.0,6,49,7.48,28.67,35.51
A Dananjaya,Rangiri Dambulla International Stadium,ODI,4,210,204.0,8,110,5.83,25.5,52.38
A Dananjaya,Sharjah Cricket Stadium,ODI,1,48,29.0,1,31,3.62,29.0,64.58
A Dananjaya,Sheikh Zayed Stadium,ODI,2,114,87.0,0,54,4.58,87.0,47.37
A Dananjaya,"Shere Bangla National Stadium, Mirpur",ODI,4,234,182.0,3,127,4.67,60.67,54.27
A Dananjaya,"Shere Bangla National Stadium, Mirpur",T20I,1,24,32.0,0,6,8.0,32.0,25.0
A Dananjaya,"Shere Bangla National Stadium, Mirpur",Test,1,90,44.0,8,62,2.93,5.5,68.89
A Dananjaya,Sinhalese Sports Club Ground,Test,1,193,119.0,7,133,3.7,17.0,68.91
A Dananjaya,"Sophia Gardens, Cardiff",T20I,2,31,53.0,0,6,10.26,53.0,19.35
A Dananjaya,SuperSport Park,ODI,1,55,38.0,1,28,4.15,38.0,50.91
A Dananjaya,SuperSport Park,T20I,1,24,31.0,1,6,7.75,31.0,25.0
A Dananjaya,Sylhet International Cricket Stadium,T20I,2,36,39.0,1,14,6.5,39.0,38.89
A Dananjaya,The Wanderers Stadium,ODI,1,60,52.0,1,27,5.2,52.0,45.0
A Dananjaya,The Wanderers Stadium,T20I,1,24,42.0,0,2,10.5,42.0,8.33
A Dananjaya,Wankhede Stadium,IPL,1,24,47.0,0,6,11.75,47.0,25.0
A Dananjaya,Wankhede Stadium,T20I,1,24,27.0,1,10,6.75,27.0,41.67
A Das,County Ground,ODI,2,110,58.0,3,70,3.16,19.33,63.64
A Das,County Ground,T20I,1,19,29.0,0,4,9.16,29.0,21.05
A Das,Galle International Stadium,T20I,2,31,31.0,0,14,6.0,31.0,45.16
A Das,Guanggong International Cricket Stadium,T20I,2,48,24.0,5,30,3.0,4.8,62.5
A Das,Lord's,ODI,1,55,61.0,4,25,6.65,15.25,45.45
A Das,St Lawrence Ground,T20I,1,18,24.0,1,4,8.0,24.0,22.22
A Das,Sylhet Stadium,T20I,3,48,48.0,3,20,6.0,16.0,41.67
A Davidson-Soler,"Marina Ground, Corfu",T20I,4,73,52.0,3,47,4.27,17.33,64.38
A Davidson-Soler,Roma Cricket Ground,T20I,2,31,43.0,0,11,8.32,43.0,35.48
A Davidson-Soler,"Simar Cricket Ground, Rome",T20I,3,72,51.0,2,45,4.25,25.5,62.5
A Daxini,"National Sports Academy, Sofia",T20I,2,10,24.0,0,1,14.4,24.0,10.0
A Dcosta,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,10,211,175.0,13,116,4.98,13.46,54.98
A Dcosta,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20I,6,126,112.0,11,71,5.33,10.18,56.35
A Dcosta,"Kinrara Academy Oval, Kuala Lumpur",T20I,2,42,38.0,3,22,5.43,12.67,52.38
A Dcosta,"Royal Selangor Club, Kuala Lumpur",T20I,1,24,36.0,1,10,9.0,36.0,41.67
A Dcosta,"Selangor Turf Club, Kuala Lumpur",T20I,4,74,46.0,3,51,3.73,15.33,68.92
A Dcosta,"UKM-YSD Cricket Oval, Bangi",T20I,1,11,10.0,1,5,5.45,10.0,45.45
A Dcosta,"West End Park International Cricket Stadium, Doha",T20I,3,74,75.0,4,30,6.08,18.75,40.54
A Dcosta,"YSD-UKM Cricket Oval, Bangi",T20I,5,108,90.0,7,54,5.0,12.86,50.0
A Denuwan,"Desert Springs Cricket Ground, Almeria",T20I,3,38,50.0,1,9,7.89,50.0,23.68
A Dercksen,"Achimota Senior Secondary School A Field, Accra",T20I,1,12,8.0,2,8,4.0,4.0,66.67
A Dercksen,"Basin Reserve, Wellington",ODI,1,12,9.0,0,9,4.5,9.0,75.0
A Dercksen,"Bay Oval, Mount Maunganui",T20I,1,12,22.0,0,2,11.0,22.0,16.67
A Dercksen,"Buffalo Park, East London",T20I,1,12,21.0,0,3,10.5,21.0,25.0
A Dercksen,"Diamond Oval, Kimberley",ODI,1,30,16.0,3,21,3.2,5.33,70.0
A Dercksen,Dubai International Cricket Stadium,T20I,3,18,26.0,2,8,8.67,13.0,44.44
A Dercksen,"Eden Park, Auckland",T20I,1,12,17.0,1,5,8.5,17.0,41.67
A Dercksen,"Gaddafi Stadium, Lahore",ODI,1,30,35.0,0,13,7.0,35.0,43.33
A Dercksen,"Hagley Oval, Christchurch",ODI,1,24,16.0,0,17,4.0,16.0,70.83
A Dercksen,"Hagley Oval, Christchurch",T20I,1,6,7.0,0,3,7.0,7.0,50.0
A Dercksen,"Holkar Cricket Stadium, Indore",ODI,1,5,11.0,0,1,13.2,11.0,20.0
A Dercksen,"Kingsmead, Durban",ODI,2,60,62.0,3,31,6.2,20.67,51.67
A Dercksen,"Kingsmead, Durban",T20I,2,19,26.0,0,8,8.21,26.0,42.11
A Dercksen,"M Chinnaswamy Stadium, Bengaluru",ODI,1,61,60.0,1,28,5.9,60.0,45.9
A Dercksen,"MA Chidambaram Stadium, Chepauk, Chennai",T20I,1,6,8.0,0,3,8.0,8.0,50.0
A Dercksen,"MA Chidambaram Stadium, Chepauk, Chennai",Test,1,102,80.0,0,64,4.71,80.0,62.75
A Dercksen,"Mangaung Oval, Bloemfontein",ODI,1,18,17.0,0,8,5.67,17.0,44.44
A Dercksen,"Mangaung Oval, Bloemfontein",Test,1,78,65.0,0,57,5.0,65.0,73.08
A Dercksen,Multan Cricket Stadium,T20I,3,36,46.0,1,14,7.67,46.0,38.89
A Dercksen,"R Premadasa Stadium, Colombo",ODI,4,89,121.0,3,38,8.16,40.33,42.7
A Dercksen,"Seddon Park, Hamilton",T20I,1,7,11.0,1,3,9.43,11.0,42.86
A Dercksen,"Senwes Park, Potchefstroom",ODI,1,6,11.0,0,1,11.0,11.0,16.67
A Dercksen,"Senwes Park, Potchefstroom",T20I,2,24,40.0,0,10,10.0,40.0,41.67
A Dercksen,"Sky Stadium, Wellington",T20I,1,12,20.0,1,5,10.0,20.0,41.67
A Dercksen,"SuperSport Park, Centurion",ODI,1,54,59.0,3,28,6.56,19.67,51.85
A Dercksen,"The Wanderers Stadium, Johannesburg",T20I,2,18,23.0,0,8,7.67,23.0,44.44
A Dercksen,"Three Ws Oval, Cave Hill, Barbados",ODI,2,17,13.0,2,10,4.59,6.5,58.82
A Dercksen,"Three Ws Oval, Cave Hill, Barbados",T20I,1,6,8.0,0,4,8.0,8.0,66.67
A Dercksen,"Willowmoore Park, Benoni",T20I,5,64,73.0,2,26,6.84,36.5,40.62
A Desai,"Jimmy Powell Oval, Cayman Islands",T20I,3,57,59.0,6,21,6.21,9.83,36.84
A Desai,"Wanderers Cricket Ground, Windhoek",T20I,1,12,21.0,0,5,10.5,21.0,41.67
A Dhabe,"Botkyrka Cricket Center, Stockholm",T20I,6,138,161.0,9,66,7.0,17.89,47.83
A Dhabe,Happy Valley Ground,T20I,1,24,27.0,1,11,6.75,27.0,45.83
A Dhabe,Happy Valley Ground 2,T20I,3,72,71.0,2,31,5.92,35.5,43.06
A Dhabe,"Ishoj Cricket Club, Vejledalen",T20I,2,42,44.0,2,17,6.29,22.0,40.48
A Dhabe,Koge Cricket Club,T20I,1,24,27.0,3,11,6.75,9.0,45.83
A Dhabe,"Stubberudmyra Cricket Ground, Oslo",T20I,2,42,17.0,2,28,2.43,8.5,66.67
A Dhabe,Udayana Cricket Ground,T20I,7,162,182.0,11,74,6.74,16.55,45.68
A Dhar,"Maple Leaf North-West Ground, King City",T20I,2,18,30.0,0,7,10.0,30.0,38.89
A Dhingra,Europa Sports Complex,T20I,1,24,28.0,2,8,7.0,14.0,33.33
A Dhingra,Kerava National Cricket Ground,T20I,1,12,15.0,1,4,7.5,15.0,33.33
A Dhingra,Marsa Sports Club,T20I,6,107,156.0,5,31,8.75,31.2,28.97
A Dhingra,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,2,48,56.0,6,21,7.0,9.33,43.75
A Dhingra,"Scott Page Field, Vinor",T20I,3,40,65.0,1,14,9.75,65.0,35.0
A Dhingra,Tikkurila Cricket Ground,T20I,1,12,9.0,2,6,4.5,4.5,50.0
