striker,bowler,format,balls_faced,runs,dismissals,fours,sixes,dot_balls,strike_rate,average
RD Jacobs,JDP Oram,ODI,13,4,0,0,0,9,30.77,4.0
RD Jacobs,JH Kallis,Test,12,10,0,2,0,8,83.33,10.0
RD Jacobs,JN Gillespie,Test,11,10,0,2,0,7,90.91,10.0
RD Jacobs,L Klusener,ODI,11,4,0,0,0,7,36.36,4.0
RD Jacobs,M Muralitharan,ODI,10,1,1,0,0,9,10.0,1.0
RD Jacobs,M Ntini,ODI,10,5,0,0,0,7,50.0,5.0
RD Jacobs,M Ntini,Test,24,12,1,2,0,18,50.0,12.0
RD Jacobs,ME Trescothick,Test,33,21,0,1,1,21,63.64,21.0
RD Jacobs,MP Vaughan,Test,25,11,0,1,0,16,44.0,11.0
RD Jacobs,NJ Astle,ODI,12,8,0,1,0,7,66.67,8.0
RD Jacobs,RW Price,Test,25,6,1,0,0,21,24.0,6.0
RD Jacobs,SB Styris,ODI,18,20,1,1,1,9,111.11,20.0
RD Jacobs,SJ Harmison,Test,22,11,0,2,0,17,50.0,11.0
RD Jacobs,SM Pollock,Test,10,0,0,0,0,9,0.0,0.0
RD Jacobs,SP Jones,Test,32,18,0,2,0,20,56.25,18.0
RD McCann,PA Desai,ODI,17,1,0,0,0,16,5.88,1.0
RD McCann,Rizwan Cheema,ODI,14,5,0,0,0,10,35.71,5.0
RD Pangestuti,A Gurung,T20I,14,4,1,0,0,11,28.57,4.0
RD Pangestuti,ER Oza,T20I,11,8,0,1,0,6,72.73,8.0
RD Pangestuti,Iqra Sahar,T20I,10,4,0,1,0,9,40.0,4.0
RD Pangestuti,S Chaturongrattana,T20I,16,10,1,1,0,10,62.5,10.0
RD Pangestuti,T Putthawong,T20I,10,12,0,2,0,5,120.0,12.0
RD Rickelton,A Zampa,T20I,11,12,1,1,0,3,109.09,12.0
RD Rickelton,AJ Hosein,T20I,28,38,0,3,1,4,135.71,38.0
RD Rickelton,AM Fernando,Test,54,23,0,3,0,42,42.59,23.0
RD Rickelton,AR McBrine,ODI,21,15,1,0,0,7,71.43,15.0
RD Rickelton,AS Joseph,Test,16,7,1,1,0,13,43.75,7.0
RD Rickelton,Aamer Jamal,Test,52,52,0,6,1,25,100.0,52.0
RD Rickelton,Agha Salman,Test,105,60,1,2,2,64,57.14,60.0
RD Rickelton,Arshdeep Singh,IPL,21,24,1,4,0,11,114.29,24.0
RD Rickelton,Arshdeep Singh,T20I,25,33,2,3,2,13,132.0,16.5
RD Rickelton,Asif Afridi,Test,11,7,0,1,0,7,63.64,7.0
RD Rickelton,B Kumar,IPL,13,23,1,3,1,4,176.92,23.0
RD Rickelton,BA Carse,ODI,37,29,0,3,0,24,78.38,29.0
RD Rickelton,BJ Dwarshuis,T20I,14,15,2,2,0,7,107.14,7.5
RD Rickelton,C Campher,ODI,12,17,2,2,0,3,141.67,8.5
RD Rickelton,CA Young,ODI,20,14,0,0,1,12,70.0,14.0
RD Rickelton,CA Young,T20I,11,14,0,1,1,6,127.27,14.0
RD Rickelton,CBRLS Kumara,Test,61,36,1,7,0,48,59.02,36.0
RD Rickelton,CV Varun,IPL,18,26,0,3,1,6,144.44,26.0
RD Rickelton,DM de Silva,Test,29,13,0,0,0,18,44.83,13.0
RD Rickelton,DS Rathi,IPL,11,24,1,2,2,3,218.18,24.0
RD Rickelton,E Malinga,IPL,12,19,0,3,0,2,158.33,19.0
RD Rickelton,Ebadat Hossain,Test,44,19,2,3,0,36,43.18,9.5
RD Rickelton,F Hand,T20I,13,33,0,1,4,5,253.85,33.0
RD Rickelton,G Hoey,ODI,26,42,0,3,3,10,161.54,42.0
RD Rickelton,G Motie,T20I,19,34,1,2,3,7,178.95,34.0
RD Rickelton,G Motie,Test,17,11,0,1,0,9,64.71,11.0
RD Rickelton,GI Hume,ODI,27,16,0,1,0,18,59.26,16.0
RD Rickelton,GJ Maxwell,T20I,16,15,0,1,0,6,93.75,15.0
RD Rickelton,HH Pandya,T20I,11,9,1,1,0,6,81.82,9.0
RD Rickelton,Hasan Ali,Test,28,7,0,1,0,24,25.0,7.0
RD Rickelton,Hasan Mahmud,Test,10,9,0,2,0,7,90.0,9.0
RD Rickelton,JA Duffy,IPL,10,21,0,2,2,5,210.0,21.0
RD Rickelton,JC Archer,IPL,13,23,1,1,2,4,176.92,23.0
RD Rickelton,JC Archer,ODI,42,16,3,2,0,33,38.1,5.33
RD Rickelton,JC Archer,T20I,10,20,1,2,2,6,200.0,20.0
RD Rickelton,JJ Bumrah,Test,51,29,1,4,0,37,56.86,29.0
RD Rickelton,JM Anderson,Test,11,6,0,1,0,8,54.55,6.0
RD Rickelton,JNT Seales,T20I,10,22,0,2,1,2,220.0,22.0
RD Rickelton,JO Holder,T20I,19,22,0,2,0,5,115.79,22.0
RD Rickelton,JO Holder,Test,29,10,0,2,0,25,34.48,10.0
RD Rickelton,JR Hazlewood,ODI,21,12,0,0,0,15,57.14,12.0
RD Rickelton,JR Hazlewood,T20I,19,29,0,2,2,7,152.63,29.0
RD Rickelton,JR Hazlewood,Test,12,7,0,1,0,8,58.33,7.0
RD Rickelton,KC Brathwaite,Test,10,2,0,0,0,8,20.0,2.0
RD Rickelton,Khaled Ahmed,Test,23,19,0,1,0,12,82.61,19.0
RD Rickelton,Khurram Shahzad,Test,91,74,2,13,0,61,81.32,37.0
RD Rickelton,Kuldeep Yadav,Test,23,7,2,1,0,19,30.43,3.5
RD Rickelton,MA Starc,Test,18,14,2,3,0,13,77.78,7.0
RD Rickelton,MJ Henry,ODI,10,13,1,3,0,6,130.0,13.0
RD Rickelton,MR Adair,ODI,40,31,1,4,0,26,77.5,31.0
RD Rickelton,MR Adair,T20I,17,20,1,2,1,8,117.65,20.0
RD Rickelton,MVT Fernando,Test,63,12,0,1,0,55,19.05,12.0
RD Rickelton,MW Forde,T20I,19,30,1,2,1,7,157.89,30.0
RD Rickelton,Mehedi Hasan Miraz,Test,134,49,0,5,0,103,36.57,49.0
RD Rickelton,Mir Hamza,Test,55,47,1,7,0,33,85.45,47.0
RD Rickelton,Mohammad Abbas,Test,65,36,0,3,0,44,55.38,36.0
RD Rickelton,Mohammed Shami,IPL,13,22,0,2,1,4,169.23,22.0
RD Rickelton,Mohammed Siraj,Test,52,37,0,6,0,36,71.15,37.0
RD Rickelton,Mohsin Khan,IPL,12,31,1,3,3,5,258.33,31.0
RD Rickelton,Mukesh Choudhary,IPL,11,16,0,0,2,6,145.45,16.0
RD Rickelton,Mukesh Kumar,IPL,23,29,1,4,1,11,126.09,29.0
RD Rickelton,NGRP Jayasuriya,Test,88,41,1,3,0,59,46.59,41.0
RD Rickelton,NT Ellis,T20I,14,26,0,4,0,2,185.71,26.0
RD Rickelton,Naseem Shah,ODI,13,19,0,4,0,6,146.15,19.0
RD Rickelton,Nauman Ali,Test,161,75,0,5,2,118,46.58,75.0
RD Rickelton,Nazmul Hossain Shanto,Test,10,6,0,1,0,7,60.0,6.0
RD Rickelton,PJ Cummins,IPL,21,29,0,4,0,6,138.1,29.0
RD Rickelton,PP Hinge,IPL,10,27,0,2,2,0,270.0,27.0
RD Rickelton,Prince Yadav,IPL,10,18,0,2,1,4,180.0,18.0
RD Rickelton,R Shepherd,T20I,23,40,2,4,2,8,173.91,20.0
RD Rickelton,RA Jadeja,Test,13,2,1,0,0,10,15.38,2.0
RD Rickelton,RA Reifer,Test,16,5,1,0,0,13,31.25,5.0
RD Rickelton,RL Chase,T20I,45,57,1,2,4,15,126.67,57.0
RD Rickelton,RL Chase,Test,11,5,0,1,0,9,45.45,5.0
RD Rickelton,S Baker,ODI,10,15,0,3,0,4,150.0,15.0
RD Rickelton,S Joseph,T20I,16,22,1,3,1,8,137.5,22.0
RD Rickelton,S Mahmood,ODI,28,32,0,6,0,16,114.29,32.0
RD Rickelton,SCJ Broad,Test,16,12,2,3,0,13,75.0,6.0
RD Rickelton,SH Johnson,IPL,11,13,0,1,1,7,118.18,13.0
RD Rickelton,SP Narine,IPL,19,42,0,0,6,7,221.05,42.0
RD Rickelton,Sajid Khan,Test,81,46,1,6,1,62,56.79,46.0
RD Rickelton,Shaheen Shah Afridi,ODI,12,5,0,1,0,10,41.67,5.0
RD Rickelton,Shaheen Shah Afridi,Test,45,17,1,3,0,36,37.78,17.0
RD Rickelton,TM Head,ODI,12,6,1,0,0,7,50.0,6.0
RD Rickelton,Taijul Islam,Test,76,36,3,3,1,57,47.37,12.0
RD Rickelton,Taskin Ahmed,Test,20,14,0,2,0,13,70.0,14.0
RD Rickelton,Washington Sundar,Test,38,17,0,2,0,27,44.74,17.0
RD Rickelton,XC Bartlett,ODI,17,12,2,2,0,12,70.59,6.0
RD Shah,A Codrington,ODI,29,26,0,5,0,18,89.66,26.0
RD Shah,A Nehra,ODI,22,5,0,0,0,16,22.73,5.0
RD Shah,AB Agarkar,ODI,15,20,0,3,0,7,133.33,20.0
RD Shah,AJ Bichel,ODI,24,22,0,4,0,16,91.67,22.0
RD Shah,AM Blignaut,ODI,14,7,0,1,0,11,50.0,7.0
RD Shah,B Lee,ODI,22,10,0,2,0,17,45.45,10.0
RD Shah,CD McMillan,ODI,14,18,0,2,1,8,128.57,18.0
RD Shah,CK Langeveldt,ODI,21,13,0,2,0,14,61.9,13.0
RD Shah,D Joseph,ODI,21,15,0,2,0,14,71.43,15.0
RD Shah,DL Vettori,ODI,16,10,1,0,1,11,62.5,10.0
RD Shah,GB Hogg,ODI,13,5,1,0,0,8,38.46,5.0
RD Shah,GD McGrath,ODI,11,4,0,0,0,8,36.36,4.0
RD Shah,H Osinde,ODI,20,11,0,2,0,15,55.0,11.0
RD Shah,HH Streak,ODI,13,7,0,1,0,10,53.85,7.0
RD Shah,Harbhajan Singh,ODI,22,11,1,1,0,14,50.0,11.0
RD Shah,IJ Harvey,ODI,13,5,0,0,0,8,38.46,5.0
RD Shah,IK Pathan,ODI,19,9,1,0,0,14,47.37,9.0
RD Shah,J Srinath,ODI,28,11,0,1,0,21,39.29,11.0
RD Shah,JAR Blain,ODI,12,6,1,0,0,8,50.0,6.0
RD Shah,JDP Oram,ODI,22,20,0,3,0,11,90.91,20.0
RD Shah,JEC Franklin,ODI,16,16,0,2,0,9,100.0,16.0
RD Shah,JH Kallis,ODI,16,22,0,4,0,9,137.5,22.0
RD Shah,JM Davison,ODI,21,3,0,0,0,18,14.29,3.0
RD Shah,M Ntini,ODI,22,7,1,0,0,18,31.82,7.0
RD Shah,MJ Mason,ODI,13,6,0,1,0,9,46.15,6.0
RD Shah,Manjural Islam,ODI,11,4,0,0,0,8,36.36,4.0
RD Shah,Mohammad Rafique,ODI,17,18,1,4,0,11,105.88,18.0
RD Shah,NA de Groot,ODI,12,11,0,2,0,7,91.67,11.0
RD Shah,S Thuraisingam,ODI,25,19,1,2,0,16,76.0,19.0
RD Shah,SM Pollock,ODI,10,10,0,1,0,5,100.0,10.0
RD Shah,Tapash Baisya,ODI,17,9,0,1,0,12,52.94,9.0
RD Shah,Z Khan,ODI,16,12,1,1,0,11,75.0,12.0
RD de Sousa,A Galan,T20I,13,14,0,0,0,2,107.69,14.0
RD de Sousa,A Stocks,T20I,11,7,0,0,0,5,63.64,7.0
RD de Sousa,K Ogola,T20I,10,6,0,1,0,7,60.0,6.0
RD de Sousa,L Taylor,T20I,10,5,0,0,0,5,50.0,5.0
RD de Sousa,M Idambo,T20I,15,12,0,2,0,10,80.0,12.0
RD de Sousa,S Sadarangani,T20I,12,8,0,0,0,7,66.67,8.0
RD de Sousa,V Vithanage,T20I,11,9,0,0,0,3,81.82,9.0
RDM Leverock,Mohammad Kashif,ODI,10,4,0,0,0,7,40.0,4.0
RDM Leverock,PW Borren,ODI,15,2,0,0,0,13,13.33,2.0
RDM Leverock,Z Khan,ODI,11,0,0,0,0,11,0.0,0.0
RE Levi,BV Vitori,T20I,11,18,0,3,0,3,163.64,18.0
RE Levi,DE Bollinger,IPL,10,18,0,4,0,4,180.0,18.0
RE Levi,KD Mills,T20I,13,30,0,2,3,4,230.77,30.0
RE Levi,KM Jarvis,T20I,10,8,0,1,0,6,80.0,8.0
RE Levi,MJ McClenaghan,T20I,13,3,1,0,0,10,23.08,3.0
RE Levi,NL McCullum,T20I,10,9,0,0,1,6,90.0,9.0
RE Levi,RM Hira,T20I,23,35,1,2,3,9,152.17,35.0
RE Levi,TG Southee,T20I,14,21,1,2,1,5,150.0,21.0
RE Nyangendo,RC Belbashi,T20I,21,21,2,1,1,10,100.0,10.5
RE Nyangendo,SR Magar,T20I,10,6,0,0,0,6,60.0,6.0
RE van der Merwe,A Bohara,T20I,10,11,0,0,0,1,110.0,11.0
RE van der Merwe,A Ndlovu,ODI,13,18,0,3,0,5,138.46,18.0
RE van der Merwe,A Symonds,IPL,10,12,1,0,1,5,120.0,12.0
RE van der Merwe,Aamir Kaleem,ODI,11,2,1,0,0,9,18.18,2.0
RE van der Merwe,Akhil Kumar,ODI,10,15,1,1,1,3,150.0,15.0
RE van der Merwe,CB Mpofu,T20I,10,11,1,1,0,3,110.0,11.0
RE van der Merwe,DS Airee,T20I,12,19,1,1,1,3,158.33,19.0
RE van der Merwe,G Coetzee,ODI,10,23,0,3,1,2,230.0,23.0
RE van der Merwe,JJ Davidson,ODI,16,11,0,0,0,8,68.75,11.0
RE van der Merwe,K Bhurtel,ODI,14,11,0,0,1,8,78.57,11.0
RE van der Merwe,MRJ Watt,T20I,14,15,1,1,0,4,107.14,15.0
RE van der Merwe,PP Ojha,IPL,10,19,1,2,1,4,190.0,19.0
RE van der Merwe,RP Burl,T20I,18,33,0,4,0,4,183.33,33.0
RE van der Merwe,RP Singh,IPL,15,14,1,2,0,8,93.33,14.0
RE van der Merwe,Raag Kapur,T20I,11,9,1,1,0,6,81.82,9.0
RE van der Merwe,SF Mire,ODI,11,6,0,0,0,6,54.55,6.0
RE van der Merwe,Saad Bin Zafar,ODI,10,3,0,0,0,7,30.0,3.0
RE van der Merwe,WB Rankin,T20I,14,15,0,1,0,4,107.14,15.0
RG Aga,AR Cusack,ODI,10,5,0,1,0,8,50.0,5.0
RG Aga,Ahsan Malik,ODI,15,25,0,4,0,4,166.67,25.0
RG Aga,DT Johnston,T20I,14,13,0,1,0,4,92.86,13.0
RG Aga,GH Dockrell,T20I,10,9,1,0,0,4,90.0,9.0
RG Aga,MR Swart,ODI,12,15,0,1,0,1,125.0,15.0
RG Aga,PA van Meekeren,ODI,12,13,0,3,0,8,108.33,13.0
RG Aga,PR Stirling,ODI,15,6,0,0,0,9,40.0,6.0
RG Aga,PR Stirling,T20I,13,12,0,1,0,5,92.31,12.0
RG Aga,RML Taylor,ODI,10,9,1,1,0,5,90.0,9.0
RG Hart,A Kumble,Test,24,6,1,1,0,21,25.0,6.0
RG Mukasa,AA Hussein,T20I,11,18,0,4,0,5,163.64,18.0
RG Mukasa,AM Kimote,T20I,28,40,0,4,2,13,142.86,40.0
RG Mukasa,Akhil Anil,T20I,19,27,1,3,1,8,142.11,27.0
RG Mukasa,B Kgosiemang,T20I,16,25,0,3,1,7,156.25,25.0
RG Mukasa,B Shikongo,T20I,18,12,1,1,0,10,66.67,12.0
RG Mukasa,C Rububagumya,T20I,18,21,2,3,0,8,116.67,10.5
RG Mukasa,E Kubwimana,T20I,11,15,1,3,0,5,136.36,15.0
RG Mukasa,E Rukiriza,T20I,15,25,0,4,0,4,166.67,25.0
RG Mukasa,E Sebareme,T20I,26,48,1,8,2,12,184.62,48.0
RG Mukasa,EB Ringera,T20I,18,28,0,3,1,5,155.56,28.0
RG Mukasa,G Bakiweyem,T20I,16,11,0,1,0,8,68.75,11.0
RG Mukasa,GM Muthui,T20I,12,16,1,2,0,4,133.33,16.0
RG Mukasa,I Mugisha,T20I,22,45,1,5,3,8,204.55,45.0
RG Mukasa,JM Iradukunda,T20I,13,17,0,3,0,6,130.77,17.0
RG Mukasa,JN Frylinck,T20I,18,19,1,1,1,10,105.56,19.0
RG Mukasa,JT Brassell,T20I,12,13,0,1,0,5,108.33,13.0
RG Mukasa,K Irakoze,T20I,14,42,0,5,3,3,300.0,42.0
RG Mukasa,KS Bagabena,T20I,12,20,0,4,0,5,166.67,20.0
RG Mukasa,LN Oluoch,T20I,20,23,1,3,0,8,115.0,23.0
RG Mukasa,M Akayezu,T20I,22,22,0,1,0,8,100.0,22.0
RG Mukasa,M Yunusu Issa,T20I,25,27,4,6,0,16,108.0,6.75
RG Mukasa,P Koech,T20I,12,14,0,1,0,2,116.67,14.0
RG Mukasa,PD Blignaut,T20I,10,12,1,0,1,3,120.0,12.0
RG Mukasa,R Baaleri,T20I,12,28,0,0,3,1,233.33,28.0
RG Mukasa,S Thakor,T20I,20,25,2,2,1,8,125.0,12.5
RG Mukasa,SA Jumbe,T20I,49,72,3,9,3,22,146.94,24.0
RG Mukasa,SA Okpe,T20I,10,6,0,1,0,7,60.0,6.0
RG Mukasa,SO Ngoche,T20I,31,39,0,2,2,9,125.81,39.0
RG Mukasa,Vraj Patel,T20I,16,30,1,5,1,6,187.5,30.0
RG Mukasa,YM Nkanya,T20I,13,16,1,1,1,5,123.08,16.0
RG Mukasa,Z Bimenyimana,T20I,47,43,3,7,0,29,91.49,14.33
RG Sharma,A Athanaze,Test,17,10,1,1,0,10,58.82,10.0
RG Sharma,A Dananjaya,ODI,126,122,2,9,5,64,96.83,61.0
RG Sharma,A Dananjaya,T20I,25,35,1,4,2,12,140.0,35.0
RG Sharma,A Dutt,ODI,16,23,0,5,0,9,143.75,23.0
RG Sharma,A Flintoff,ODI,10,8,0,1,0,5,80.0,8.0
RG Sharma,A Kumble,IPL,40,57,2,2,4,12,142.5,28.5
RG Sharma,A Martin,ODI,84,65,3,2,1,37,77.38,21.67
RG Sharma,A Mishra,IPL,91,87,7,2,3,31,95.6,12.43
RG Sharma,A Nehra,IPL,37,62,2,4,3,9,167.57,31.0
RG Sharma,A Nortje,IPL,24,37,2,3,3,13,154.17,18.5
RG Sharma,A Nortje,T20I,10,23,0,2,2,3,230.0,23.0
RG Sharma,A Nortje,Test,40,40,0,6,1,25,100.0,40.0
RG Sharma,A Singh,IPL,17,29,0,2,2,6,170.59,29.0
RG Sharma,A Symonds,ODI,13,17,0,2,0,7,130.77,17.0
RG Sharma,A Zampa,ODI,174,176,4,10,7,69,101.15,44.0
RG Sharma,A Zampa,T20I,19,24,1,1,2,8,126.32,24.0
RG Sharma,AA Chavan,IPL,10,8,0,1,0,6,80.0,8.0
RG Sharma,AA Noffke,ODI,15,10,0,2,0,11,66.67,10.0
RG Sharma,AAP Atkinson,ODI,15,30,0,3,2,4,200.0,30.0
RG Sharma,AB Agarkar,IPL,29,52,1,4,3,9,179.31,52.0
RG Sharma,AB Dinda,IPL,32,58,2,3,5,11,181.25,29.0
RG Sharma,AC Agar,ODI,41,31,0,2,1,24,75.61,31.0
RG Sharma,AD Mathews,IPL,15,21,1,2,1,5,140.0,21.0
RG Sharma,AD Mathews,ODI,175,103,7,10,3,122,58.86,14.71
RG Sharma,AD Mathews,T20I,33,44,2,7,0,11,133.33,22.0
RG Sharma,AD Mathews,Test,53,14,2,2,0,47,26.42,7.0
RG Sharma,AD Russell,IPL,61,97,1,11,4,19,159.02,97.0
RG Sharma,AD Russell,ODI,71,59,0,5,0,31,83.1,59.0
RG Sharma,AD Russell,T20I,24,42,0,3,3,8,175.0,42.0
RG Sharma,AF Milne,ODI,28,26,0,2,1,15,92.86,26.0
RG Sharma,AF Milne,T20I,14,31,0,2,3,4,221.43,31.0
RG Sharma,AG Cremer,ODI,31,23,0,1,0,12,74.19,23.0
RG Sharma,AJ Finch,ODI,39,41,1,2,2,17,105.13,41.0
RG Sharma,AJ Hosein,T20I,30,31,1,3,1,14,103.33,31.0
RG Sharma,AJ McKay,ODI,10,15,0,3,0,4,150.0,15.0
RG Sharma,AJ Tye,IPL,16,24,0,3,0,1,150.0,24.0
RG Sharma,AL Menaria,IPL,10,10,0,1,0,3,100.0,10.0
RG Sharma,AL Phehlukwayo,ODI,43,28,0,3,0,26,65.12,28.0
RG Sharma,AM Fernando,ODI,24,39,0,4,2,8,162.5,39.0
RG Sharma,AM Guruge,ODI,11,7,0,0,1,9,63.64,7.0
RG Sharma,AP Dole,IPL,11,16,0,1,0,3,145.45,16.0
RG Sharma,AR Cusack,ODI,16,10,0,1,0,10,62.5,10.0
RG Sharma,AR Nurse,ODI,51,63,1,5,3,20,123.53,63.0
RG Sharma,AR Patel,IPL,77,67,4,5,1,32,87.01,16.75
RG Sharma,AS Joseph,IPL,10,23,0,4,1,4,230.0,23.0
RG Sharma,AS Joseph,ODI,61,51,3,7,1,37,83.61,17.0
RG Sharma,AS Joseph,T20I,14,33,1,3,2,2,235.71,33.0
RG Sharma,AS Joseph,Test,91,71,1,5,4,57,78.02,71.0
RG Sharma,AS Rajpoot,IPL,18,22,2,3,1,10,122.22,11.0
RG Sharma,AU Rashid,ODI,99,116,2,17,2,46,117.17,58.0
RG Sharma,AU Rashid,T20I,60,73,2,6,3,24,121.67,36.5
RG Sharma,AY Patel,Test,33,20,1,2,0,22,60.61,20.0
RG Sharma,Abdur Razzak,ODI,18,8,1,0,0,10,44.44,8.0
RG Sharma,Abu Hider,T20I,15,27,0,2,2,4,180.0,27.0
RG Sharma,Abu Jayed,Test,34,10,1,1,0,30,29.41,10.0
RG Sharma,Aizaz Cheema,ODI,12,15,0,0,1,5,125.0,15.0
RG Sharma,Akash Deep,IPL,10,14,1,1,1,5,140.0,14.0
RG Sharma,Al-Amin Hossain,T20I,32,45,2,5,1,8,140.62,22.5
RG Sharma,Al-Amin Hossain,Test,10,9,0,0,1,6,90.0,9.0
RG Sharma,Amjad Javed,T20I,11,17,0,2,1,6,154.55,17.0
RG Sharma,Ankit Sharma,IPL,16,10,0,0,0,7,62.5,10.0
RG Sharma,Arshad Khan,IPL,13,9,1,1,0,8,69.23,9.0
RG Sharma,Arshdeep Singh,IPL,35,32,1,2,2,20,91.43,32.0
RG Sharma,Avesh Khan,IPL,26,46,2,4,4,12,176.92,23.0
RG Sharma,Azhar Mahmood,IPL,13,23,0,2,1,2,176.92,23.0
RG Sharma,B Kumar,IPL,76,102,2,10,5,31,134.21,51.0
RG Sharma,B Laughlin,IPL,10,19,0,1,1,1,190.0,19.0
RG Sharma,B Lee,IPL,21,39,1,3,3,7,185.71,39.0
RG Sharma,B Lee,ODI,28,7,2,0,0,21,25.0,3.5
RG Sharma,BA Bhatt,IPL,11,11,0,1,0,3,100.0,11.0
RG Sharma,BA Carse,ODI,16,32,0,2,3,7,200.0,32.0
RG Sharma,BA Stokes,ODI,55,59,1,7,1,24,107.27,59.0
RG Sharma,BA Stokes,T20I,12,19,1,2,1,4,158.33,19.0
RG Sharma,BA Stokes,Test,55,36,2,5,1,40,65.45,18.0
RG Sharma,BAW Mendis,IPL,11,10,0,1,0,4,90.91,10.0
RG Sharma,BAW Mendis,ODI,82,99,2,13,0,26,120.73,49.5
RG Sharma,BFW de Leede,T20I,10,16,0,2,1,5,160.0,16.0
RG Sharma,BJ Dwarshuis,ODI,12,14,0,2,0,6,116.67,14.0
RG Sharma,BM Tickner,ODI,35,37,1,4,1,16,105.71,37.0
RG Sharma,BMAJ Mendis,ODI,16,10,0,0,0,6,62.5,10.0
RG Sharma,BV Vitori,ODI,41,27,1,3,1,30,65.85,27.0
RG Sharma,BW Hilfenhaus,IPL,14,26,1,2,2,5,185.71,26.0
RG Sharma,C Bosch,ODI,19,28,0,2,2,7,147.37,28.0
RG Sharma,C Connolly,ODI,23,22,1,3,0,10,95.65,22.0
RG Sharma,C Green,ODI,17,16,0,2,0,8,94.12,16.0
RG Sharma,C Green,Test,30,24,0,3,1,21,80.0,24.0
RG Sharma,C Karunaratne,ODI,23,17,2,1,0,13,73.91,8.5
RG Sharma,C Karunaratne,T20I,13,19,1,2,0,2,146.15,19.0
RG Sharma,C Munro,ODI,12,15,0,1,0,2,125.0,15.0
RG Sharma,C Overton,ODI,16,23,0,3,1,8,143.75,23.0
RG Sharma,C Overton,Test,91,20,1,1,0,78,21.98,20.0
RG Sharma,C de Grandhomme,IPL,11,15,0,2,0,3,136.36,15.0
RG Sharma,C de Grandhomme,ODI,36,36,0,5,0,15,100.0,36.0
RG Sharma,C de Grandhomme,T20I,13,16,0,2,0,3,123.08,16.0
RG Sharma,C de Grandhomme,Test,23,13,0,3,0,19,56.52,13.0
RG Sharma,CAK Rajitha,ODI,86,96,1,13,5,56,111.63,96.0
RG Sharma,CAK Rajitha,T20I,11,16,1,2,0,3,145.45,16.0
RG Sharma,CB Mpofu,ODI,13,27,1,2,2,3,207.69,27.0
RG Sharma,CBRLS Kumara,ODI,11,14,0,0,2,7,127.27,14.0
RG Sharma,CBRLS Kumara,Test,10,17,1,4,0,5,170.0,17.0
RG Sharma,CH Morris,IPL,31,36,3,2,2,13,116.13,12.0
RG Sharma,CH Morris,ODI,27,15,1,2,0,19,55.56,15.0
RG Sharma,CH Morris,T20I,23,42,0,6,1,6,182.61,42.0
RG Sharma,CJ Anderson,IPL,21,44,2,8,1,7,209.52,22.0
RG Sharma,CJ Anderson,ODI,12,8,1,0,0,6,66.67,8.0
RG Sharma,CJ Anderson,Test,20,4,0,1,0,19,20.0,4.0
RG Sharma,CJ Jordan,IPL,10,16,0,3,0,4,160.0,16.0
RG Sharma,CJ Jordan,ODI,13,4,0,0,0,9,30.77,4.0
RG Sharma,CJ Jordan,T20I,36,56,1,5,4,16,155.56,56.0
RG Sharma,CJ Jordan,Test,17,3,0,0,0,16,17.65,3.0
RG Sharma,CJ McKay,ODI,100,124,2,12,7,52,124.0,62.0
RG Sharma,CR Brathwaite,T20I,28,58,0,5,4,5,207.14,58.0
RG Sharma,CR Woakes,ODI,38,14,1,2,0,31,36.84,14.0
RG Sharma,CR Woakes,Test,70,23,1,3,0,57,32.86,23.0
RG Sharma,CRD Fernando,ODI,21,25,0,1,1,7,119.05,25.0
RG Sharma,CV Varun,IPL,60,71,1,8,2,26,118.33,71.0
RG Sharma,D Bishoo,ODI,88,84,0,4,4,40,95.45,84.0
RG Sharma,D Madushanka,ODI,13,12,2,2,0,9,92.31,6.0
RG Sharma,D Wiese,IPL,11,17,1,2,1,5,154.55,17.0
RG Sharma,DAJ Bracewell,ODI,48,34,2,6,0,33,70.83,17.0
RG Sharma,DE Bollinger,IPL,10,15,2,2,1,6,150.0,7.5
RG Sharma,DJ Bravo,IPL,72,82,5,10,1,28,113.89,16.4
RG Sharma,DJ Bravo,ODI,29,30,1,3,0,11,103.45,30.0
RG Sharma,DJ Hooda,IPL,10,12,0,0,1,4,120.0,12.0
RG Sharma,DJ Hussey,ODI,11,6,0,0,0,5,54.55,6.0
RG Sharma,DJ Mitchell,ODI,16,30,0,5,1,6,187.5,30.0
RG Sharma,DJ Willey,ODI,61,52,1,4,3,36,85.25,52.0
RG Sharma,DJ Willey,T20I,25,30,0,1,3,13,120.0,30.0
RG Sharma,DJG Sammy,ODI,140,136,2,12,3,62,97.14,68.0
RG Sharma,DJG Sammy,Test,34,31,0,5,0,20,91.18,31.0
RG Sharma,DL Chahar,IPL,49,60,3,9,0,20,122.45,20.0
RG Sharma,DL Piedt,Test,107,133,1,9,11,60,124.3,133.0
RG Sharma,DL Vettori,IPL,10,7,1,0,0,3,70.0,7.0
RG Sharma,DL Vettori,ODI,31,25,0,0,1,14,80.65,25.0
RG Sharma,DM Bess,Test,29,18,0,3,0,20,62.07,18.0
RG Sharma,DM de Silva,ODI,14,21,0,1,2,6,150.0,21.0
RG Sharma,DM de Silva,Test,28,11,1,1,0,21,39.29,11.0
RG Sharma,DN Wellalage,ODI,48,52,3,7,2,27,108.33,17.33
RG Sharma,DP Nannes,IPL,18,17,1,2,0,8,94.44,17.0
RG Sharma,DP Nannes,T20I,10,20,0,2,1,3,200.0,20.0
