striker,matches,runs,balls_faced,dismissals,dot_balls,fours,sixes,average,strike_rate,dot_pct,boundary_pct
D Hazell,25.0,210.0,314.0,19.0,178.0,13.0,3.0,11.05,66.88,56.69,5.1
C Uwamahoro,18.0,210.0,251.0,15.0,139.0,22.0,0.0,14.0,83.67,55.38,8.76
BJ Rohrer,9.0,209.0,155.0,8.0,56.0,21.0,6.0,26.12,134.84,36.13,17.42
CN Kakuru,24.0,209.0,208.0,17.0,96.0,19.0,2.0,12.29,100.48,46.15,10.1
Amir Butt,8.0,208.0,159.0,8.0,69.0,9.0,14.0,26.0,130.82,43.4,14.47
SL Quintyne,20.0,208.0,305.0,15.0,185.0,21.0,1.0,13.87,68.2,60.66,7.21
O Kamchomphu,58.0,208.0,292.0,42.0,162.0,11.0,4.0,4.95,71.23,55.48,5.14
R Slater,28.0,207.0,241.0,19.0,110.0,18.0,0.0,10.89,85.89,45.64,7.47
KJ Abbott,32.0,207.0,492.0,25.0,375.0,18.0,2.0,8.28,42.07,76.22,4.07
E Rukiriza,42.0,207.0,268.0,32.0,152.0,11.0,6.0,6.47,77.24,56.72,6.34
C Nunes,10.0,207.0,137.0,7.0,46.0,17.0,10.0,29.57,151.09,33.58,19.71
Kamran Khan,13.0,206.0,142.0,13.0,74.0,25.0,10.0,15.85,145.07,52.11,24.65
SL Verma,5.0,206.0,134.0,4.0,50.0,7.0,16.0,51.5,153.73,37.31,17.16
TN de Grooth,17.0,206.0,277.0,13.0,158.0,19.0,1.0,15.85,74.37,57.04,7.22
WS Jayantha,9.0,206.0,313.0,9.0,201.0,24.0,1.0,22.89,65.81,64.22,7.99
Ali Nawaz,16.0,206.0,179.0,13.0,75.0,12.0,8.0,15.85,115.08,41.9,11.17
A Mithun,13.0,205.0,330.0,13.0,231.0,22.0,5.0,15.77,62.12,70.0,8.18
SN Netravalkar,44.0,205.0,324.0,23.0,203.0,17.0,3.0,8.91,63.27,62.65,6.17
A Reddy,30.0,205.0,240.0,24.0,108.0,17.0,1.0,8.54,85.42,45.0,7.5
HS Modi,13.0,205.0,448.0,10.0,300.0,15.0,0.0,20.5,45.76,66.96,3.35
Mariamma Hyder,36.0,205.0,353.0,25.0,233.0,20.0,1.0,8.2,58.07,66.01,5.95
SV Shetty,15.0,205.0,234.0,13.0,123.0,19.0,3.0,15.77,87.61,52.56,9.4
M van Jaarsveld,7.0,204.0,389.0,9.0,289.0,29.0,0.0,22.67,52.44,74.29,7.46
L Little,30.0,204.0,203.0,20.0,95.0,21.0,3.0,10.2,100.49,46.8,11.82
LJ Poulton,10.0,204.0,293.0,10.0,175.0,24.0,0.0,20.4,69.62,59.73,8.19
PADLR Sandakan,36.0,204.0,452.0,26.0,339.0,25.0,0.0,7.85,45.13,75.0,5.53
J Jemison,24.0,204.0,264.0,19.0,135.0,15.0,2.0,10.74,77.27,51.14,6.44
J Little,37.0,204.0,228.0,18.0,122.0,21.0,5.0,11.33,89.47,53.51,11.4
CZ Harris,18.0,203.0,388.0,14.0,254.0,15.0,0.0,14.5,52.32,65.46,3.87
KSA McKenzie,6.0,203.0,347.0,12.0,274.0,30.0,2.0,16.92,58.5,78.96,9.22
M Yunusu Issa,26.0,203.0,169.0,17.0,72.0,14.0,9.0,11.94,120.12,42.6,13.61
EN Gay,6.0,203.0,289.0,10.0,207.0,31.0,2.0,20.3,70.24,71.63,11.42
GR Russ,19.0,203.0,239.0,11.0,116.0,18.0,2.0,18.45,84.94,48.54,8.37
Rubya Haider,13.0,202.0,328.0,12.0,218.0,27.0,0.0,16.83,61.59,66.46,8.23
A Khaka,66.0,202.0,403.0,31.0,271.0,18.0,0.0,6.52,50.12,67.25,4.47
S Glenn,26.0,202.0,195.0,9.0,79.0,20.0,0.0,22.44,103.59,40.51,10.26
PE Kulume,29.0,202.0,257.0,20.0,142.0,24.0,0.0,10.1,78.6,55.25,9.34
Saghar Manzoor,17.0,202.0,203.0,15.0,113.0,20.0,9.0,13.47,99.51,55.67,14.29
Nur Dania Syuhada,35.0,201.0,347.0,27.0,200.0,12.0,0.0,7.44,57.93,57.64,3.46
Zada Sher,11.0,201.0,144.0,11.0,53.0,12.0,12.0,18.27,139.58,36.81,16.67
D Panda,12.0,201.0,171.0,9.0,58.0,12.0,5.0,22.33,117.54,33.92,9.94
M Klaas,52.0,201.0,457.0,35.0,320.0,18.0,0.0,5.74,43.98,70.02,3.94
EF Beard,14.0,201.0,174.0,11.0,80.0,20.0,5.0,18.27,115.52,45.98,14.37
Bilawal Bhatti,16.0,200.0,259.0,12.0,168.0,22.0,5.0,16.67,77.22,64.86,10.42
C Esterhuizen,5.0,200.0,137.0,4.0,58.0,16.0,13.0,50.0,145.99,42.34,21.17
BDH Stevens,13.0,200.0,207.0,12.0,97.0,19.0,3.0,16.67,96.62,46.86,10.63
Wahidullah Sahak,14.0,200.0,177.0,12.0,81.0,18.0,7.0,16.67,112.99,45.76,14.12
S Georgota,25.0,200.0,345.0,20.0,198.0,10.0,0.0,10.0,57.97,57.39,2.9
SJ Coyte,18.0,200.0,284.0,11.0,162.0,19.0,1.0,18.18,70.42,57.04,7.04
MR Machado,18.0,199.0,216.0,13.0,101.0,16.0,2.0,15.31,92.13,46.76,8.33
Sachin Mandy,18.0,199.0,185.0,16.0,94.0,14.0,11.0,12.44,107.57,50.81,13.51
RWT Key,10.0,199.0,515.0,13.0,396.0,21.0,0.0,15.31,38.64,76.89,4.08
Raza-ur-Rehman,8.0,199.0,239.0,6.0,136.0,27.0,0.0,33.17,83.26,56.9,11.3
AJ Burger,6.0,199.0,198.0,6.0,107.0,25.0,3.0,33.17,100.51,54.04,14.14
C Bah,24.0,199.0,191.0,20.0,86.0,12.0,8.0,9.95,104.19,45.03,10.47
Vinay Ravi,26.0,199.0,196.0,19.0,93.0,14.0,6.0,10.47,101.53,47.45,10.2
Luis Hermida,14.0,199.0,270.0,9.0,128.0,11.0,0.0,22.11,73.7,47.41,4.07
RP Yadav,33.0,198.0,218.0,23.0,84.0,15.0,1.0,8.61,90.83,38.53,7.34
DC Stovell,15.0,198.0,192.0,10.0,78.0,13.0,3.0,19.8,103.12,40.62,8.33
Yasser Nazir,13.0,198.0,174.0,11.0,83.0,21.0,8.0,18.0,113.79,47.7,16.67
S Mathur,16.0,198.0,224.0,12.0,94.0,11.0,4.0,16.5,88.39,41.96,6.7
A Mesarovic,7.0,197.0,169.0,4.0,70.0,28.0,1.0,49.25,116.57,41.42,17.16
AN Toube,21.0,197.0,206.0,21.0,116.0,13.0,10.0,9.38,95.63,56.31,11.17
NW Bracken,39.0,197.0,306.0,20.0,189.0,12.0,3.0,9.85,64.38,61.76,4.9
Waheed Ahmed,18.0,197.0,235.0,13.0,139.0,14.0,11.0,15.15,83.83,59.15,10.64
S Ramakrishnan,7.0,197.0,156.0,7.0,52.0,22.0,4.0,28.14,126.28,33.33,16.67
A Hartley,14.0,197.0,226.0,6.0,103.0,17.0,0.0,32.83,87.17,45.58,7.52
TW Hartley,6.0,197.0,293.0,10.0,206.0,24.0,6.0,19.7,67.24,70.31,10.24
Urvil Patel,10.0,197.0,96.0,10.0,38.0,11.0,20.0,19.7,205.21,39.58,32.29
GD McGrath,34.0,196.0,424.0,20.0,314.0,15.0,1.0,9.8,46.23,74.06,3.77
Jitin Singh,15.0,196.0,180.0,16.0,81.0,26.0,1.0,12.25,108.89,45.0,15.0
Paing Danu,17.0,196.0,228.0,16.0,131.0,15.0,9.0,12.25,85.96,57.46,10.53
LJ Leokaoke,8.0,196.0,167.0,6.0,87.0,28.0,4.0,32.67,117.37,52.1,19.16
JK Kamande,24.0,195.0,397.0,23.0,271.0,15.0,1.0,8.48,49.12,68.26,4.03
R Immadi,21.0,195.0,256.0,12.0,117.0,11.0,0.0,16.25,76.17,45.7,4.3
Zain Ahmad,16.0,194.0,180.0,16.0,87.0,24.0,3.0,12.12,107.78,48.33,15.0
Kazim Somani,16.0,194.0,233.0,8.0,108.0,15.0,2.0,24.25,83.26,46.35,7.3
C Miles,11.0,194.0,188.0,11.0,80.0,22.0,0.0,17.64,103.19,42.55,11.7
TJ Murtagh,26.0,194.0,230.0,14.0,122.0,20.0,2.0,13.86,84.35,53.04,9.57
AS Raut,16.0,194.0,167.0,11.0,62.0,13.0,7.0,17.64,116.17,37.13,11.98
DA Mehta,13.0,194.0,194.0,12.0,100.0,26.0,2.0,16.17,100.0,51.55,14.43
Usman Najeeb,20.0,194.0,147.0,14.0,62.0,9.0,13.0,13.86,131.97,42.18,14.97
ZGF Foulkes,23.0,194.0,262.0,12.0,170.0,18.0,5.0,16.17,74.05,64.89,8.78
N Knights,13.0,193.0,139.0,12.0,69.0,16.0,13.0,16.08,138.85,49.64,20.86
T Westley,5.0,193.0,453.0,8.0,377.0,33.0,0.0,24.12,42.6,83.22,7.28
MVT Fernando,31.0,193.0,679.0,24.0,582.0,19.0,1.0,8.04,28.42,85.71,2.95
Mukhtar Ahmed,7.0,193.0,137.0,7.0,52.0,23.0,5.0,27.57,140.88,37.96,20.44
ME Bessala,23.0,193.0,267.0,19.0,167.0,25.0,1.0,10.16,72.28,62.55,9.74
AD Dore,13.0,193.0,180.0,11.0,89.0,20.0,4.0,17.55,107.22,49.44,13.33
T Smith,17.0,192.0,229.0,17.0,108.0,16.0,0.0,11.29,83.84,47.16,6.99
K Klein,24.0,192.0,268.0,17.0,140.0,11.0,2.0,11.29,71.64,52.24,4.85
S Dhadwal,22.0,192.0,360.0,22.0,226.0,12.0,1.0,8.73,53.33,62.78,3.61
YV Takawale,10.0,192.0,178.0,8.0,95.0,26.0,3.0,24.0,107.87,53.37,16.29
Abdul Shakoor,14.0,192.0,245.0,12.0,117.0,14.0,2.0,16.0,78.37,47.76,6.53
GB Brent,18.0,192.0,298.0,11.0,174.0,13.0,3.0,17.45,64.43,58.39,5.37
I Pandey,7.0,192.0,224.0,6.0,116.0,19.0,3.0,32.0,85.71,51.79,9.82
GM Hamilton,14.0,192.0,317.0,14.0,193.0,15.0,1.0,13.71,60.57,60.88,5.05
Mohammad Aadil Alam,15.0,192.0,171.0,13.0,82.0,14.0,10.0,14.77,112.28,47.95,14.04
A Mare,23.0,192.0,277.0,15.0,143.0,14.0,1.0,12.8,69.31,51.62,5.42
U Aryaman Sunil,21.0,191.0,152.0,16.0,65.0,11.0,12.0,11.94,125.66,42.76,15.13
L Embuldeniya,16.0,191.0,583.0,25.0,493.0,17.0,6.0,7.64,32.76,84.56,3.95
Zeerak Chughtai,16.0,191.0,204.0,12.0,94.0,14.0,5.0,15.92,93.63,46.08,9.31
Praveen Santhanakrishnan,16.0,191.0,209.0,15.0,114.0,22.0,4.0,12.73,91.39,54.55,12.44
J Martins,10.0,191.0,160.0,10.0,68.0,15.0,8.0,19.1,119.38,42.5,14.37
Ziaur Rahman,20.0,191.0,203.0,18.0,116.0,13.0,11.0,10.61,94.09,57.14,11.82
HMHE Parsons,14.0,191.0,167.0,12.0,80.0,16.0,9.0,15.92,114.37,47.9,14.97
E Vukusic,4.0,191.0,158.0,3.0,43.0,20.0,0.0,63.67,120.89,27.22,12.66
AJ Doolan,4.0,191.0,455.0,8.0,361.0,26.0,1.0,23.88,41.98,79.34,5.93
S Burdekin,14.0,191.0,180.0,13.0,95.0,16.0,8.0,14.69,106.11,52.78,13.33
S Stephen,18.0,191.0,208.0,14.0,105.0,23.0,1.0,13.64,91.83,50.48,11.54
TE Tsiga,9.0,190.0,518.0,15.0,419.0,24.0,0.0,12.67,36.68,80.89,4.63
XSD Smith,14.0,190.0,178.0,10.0,66.0,7.0,8.0,19.0,106.74,37.08,8.43
Shafiq Sharif,12.0,190.0,157.0,11.0,70.0,24.0,4.0,17.27,121.02,44.59,17.83
NK Tiwari,13.0,190.0,214.0,12.0,113.0,15.0,5.0,15.83,88.79,52.8,9.35
C Zhuwao,12.0,190.0,172.0,12.0,103.0,23.0,10.0,15.83,110.47,59.88,19.19
PSR Gurusinghe,31.0,190.0,375.0,31.0,238.0,9.0,0.0,6.13,50.67,63.47,2.4
Rameen Shamim,20.0,189.0,263.0,13.0,142.0,16.0,1.0,14.54,71.86,53.99,6.46
A Halbhavi,16.0,189.0,179.0,16.0,91.0,25.0,3.0,11.81,105.59,50.84,15.64
D Devnarain,17.0,189.0,345.0,14.0,235.0,21.0,0.0,13.5,54.78,68.12,6.09
J Jarvis,22.0,189.0,219.0,17.0,113.0,11.0,6.0,11.12,86.3,51.6,7.76
BMA Mbida,22.0,189.0,263.0,24.0,164.0,22.0,1.0,7.88,71.86,62.36,8.75
A McGrath,12.0,189.0,405.0,10.0,282.0,15.0,0.0,18.9,46.67,69.63,3.7
Umar Nawaz,9.0,189.0,188.0,9.0,104.0,16.0,9.0,21.0,100.53,55.32,13.3
Ismail Ali,15.0,189.0,169.0,13.0,79.0,10.0,11.0,14.54,111.83,46.75,12.43
M Khojbariya,19.0,189.0,184.0,16.0,84.0,21.0,2.0,11.81,102.72,45.65,12.5
Tanvir Ahmed (1),6.0,188.0,283.0,7.0,197.0,27.0,2.0,26.86,66.43,69.61,10.25
BC Fortuin,25.0,188.0,205.0,18.0,94.0,17.0,3.0,10.44,91.71,45.85,9.76
JA Clarkson,14.0,188.0,169.0,12.0,76.0,13.0,7.0,15.67,111.24,44.97,11.83
Akash Deep,15.0,188.0,317.0,16.0,244.0,22.0,8.0,11.75,59.31,76.97,9.46
NT Ellis,33.0,188.0,246.0,21.0,143.0,10.0,8.0,8.95,76.42,58.13,7.32
OJR Groves,6.0,188.0,158.0,7.0,59.0,13.0,8.0,26.86,118.99,37.34,13.29
Bipul Sharma,17.0,187.0,123.0,6.0,33.0,11.0,9.0,31.17,152.03,26.83,16.26
SC Selman,39.0,187.0,384.0,21.0,238.0,8.0,0.0,8.9,48.7,61.98,2.08
Ibrahim Hassan,28.0,187.0,244.0,20.0,120.0,9.0,5.0,9.35,76.64,49.18,5.74
ML Castillo,14.0,187.0,200.0,12.0,110.0,12.0,9.0,15.58,93.5,55.0,10.5
Irfan Ringku,8.0,187.0,127.0,8.0,47.0,17.0,9.0,23.38,147.24,37.01,20.47
H Lin Aung,28.0,187.0,301.0,29.0,197.0,9.0,10.0,6.45,62.13,65.45,6.31
Gurpratap Singh,10.0,187.0,133.0,10.0,63.0,10.0,15.0,18.7,140.6,47.37,18.8
Wang Huiying,21.0,187.0,214.0,14.0,104.0,22.0,0.0,13.36,87.38,48.6,10.28
N Nuntarach,29.0,187.0,300.0,26.0,164.0,10.0,1.0,7.19,62.33,54.67,3.67
R Clarke,11.0,187.0,423.0,12.0,308.0,14.0,1.0,15.58,44.21,72.81,3.55
F Kuenburg,6.0,187.0,159.0,3.0,60.0,24.0,0.0,62.33,117.61,37.74,15.09
S Sadarangani,22.0,186.0,274.0,12.0,144.0,13.0,0.0,15.5,67.88,52.55,4.74
K Winda Prastini,10.0,186.0,268.0,9.0,147.0,14.0,0.0,20.67,69.4,54.85,5.22
Vaishnave Mahesh,39.0,186.0,307.0,29.0,186.0,12.0,0.0,6.41,60.59,60.59,3.91
A Canning,35.0,186.0,277.0,30.0,159.0,14.0,2.0,6.2,67.15,57.4,5.78
Kaleem Sana,29.0,185.0,203.0,12.0,115.0,9.0,12.0,15.42,91.13,56.65,10.34
AA Jasani,6.0,185.0,152.0,5.0,63.0,15.0,6.0,37.0,121.71,41.45,13.82
A Manepalli,10.0,185.0,171.0,9.0,71.0,18.0,3.0,20.56,108.19,41.52,12.28
Y Choden,24.0,185.0,321.0,21.0,208.0,16.0,0.0,8.81,57.63,64.8,4.98
Jahanara Alam,50.0,185.0,369.0,34.0,246.0,12.0,1.0,5.44,50.14,66.67,3.52
TSS Mackintosh,10.0,185.0,215.0,8.0,102.0,18.0,1.0,23.12,86.05,47.44,8.84
A Zimunu,19.0,185.0,250.0,15.0,134.0,17.0,0.0,12.33,74.0,53.6,6.8
A Reyes,18.0,185.0,210.0,14.0,101.0,17.0,2.0,13.21,88.1,48.1,9.05
S Etim,26.0,185.0,261.0,20.0,149.0,15.0,0.0,9.25,70.88,57.09,5.75
R Rodrigo,19.0,184.0,254.0,19.0,139.0,19.0,0.0,9.68,72.44,54.72,7.48
TB Pawde,14.0,184.0,203.0,10.0,105.0,24.0,0.0,18.4,90.64,51.72,11.82
Ainool Hafizs,29.0,184.0,192.0,25.0,81.0,12.0,4.0,7.36,95.83,42.19,8.33
KL Rolton,8.0,184.0,388.0,11.0,289.0,21.0,1.0,16.73,47.42,74.48,5.67
H Lin Oo,23.0,184.0,223.0,15.0,116.0,18.0,1.0,12.27,82.51,52.02,8.52
Haseeb Ghafoor,9.0,184.0,170.0,5.0,75.0,10.0,10.0,36.8,108.24,44.12,11.76
RML Taylor,14.0,184.0,178.0,10.0,77.0,14.0,5.0,18.4,103.37,43.26,10.67
D Unhale,8.0,183.0,264.0,8.0,163.0,19.0,0.0,22.88,69.32,61.74,7.2
SM Dhanusri,20.0,183.0,254.0,12.0,136.0,16.0,0.0,15.25,72.05,53.54,6.3
IH Romaine,13.0,183.0,361.0,11.0,255.0,20.0,1.0,16.64,50.69,70.64,5.82
A Vaidya,12.0,183.0,204.0,11.0,107.0,21.0,0.0,16.64,89.71,52.45,10.29
Bijeyata Kumari,18.0,183.0,339.0,16.0,195.0,9.0,0.0,11.44,53.98,57.52,2.65
K Ramharack,46.0,183.0,419.0,24.0,301.0,13.0,0.0,7.62,43.68,71.84,3.1
Adeeb Usmani,6.0,183.0,206.0,6.0,106.0,12.0,8.0,30.5,88.83,51.46,9.71
L Ostergaard,17.0,183.0,302.0,16.0,163.0,9.0,0.0,11.44,60.6,53.97,2.98
ZT Kyaw,22.0,183.0,244.0,16.0,136.0,16.0,0.0,11.44,75.0,55.74,6.56
Rameesha Shahid,15.0,182.0,197.0,9.0,91.0,17.0,0.0,20.22,92.39,46.19,8.63
Eman Asim,9.0,182.0,225.0,8.0,123.0,17.0,1.0,22.75,80.89,54.67,8.0
KP Meiyappan,24.0,182.0,356.0,19.0,236.0,13.0,0.0,9.58,51.12,66.29,3.65
Nashra Sandhu,73.0,182.0,515.0,37.0,375.0,9.0,1.0,4.92,35.34,72.82,1.94
V Vasquez,9.0,182.0,193.0,8.0,93.0,18.0,0.0,22.75,94.3,48.19,9.33
MC Sorensen,15.0,182.0,210.0,10.0,105.0,12.0,5.0,18.2,86.67,50.0,8.1
SZ Vayani,25.0,182.0,195.0,16.0,98.0,15.0,4.0,11.38,93.33,50.26,9.74
SC Kuggeleijn,11.0,182.0,165.0,10.0,92.0,17.0,10.0,18.2,110.3,55.76,16.36
Nur Arianna Natsya,42.0,181.0,321.0,31.0,184.0,6.0,0.0,5.84,56.39,57.32,1.87
TD Astle,10.0,181.0,344.0,10.0,243.0,18.0,2.0,18.1,52.62,70.64,5.81
A Yon,12.0,181.0,159.0,11.0,72.0,16.0,7.0,16.45,113.84,45.28,14.47
Arshdeep Singh,51.0,181.0,192.0,26.0,108.0,17.0,6.0,6.96,94.27,56.25,11.98
LM Gabriel,17.0,181.0,210.0,17.0,123.0,22.0,2.0,10.65,86.19,58.57,11.43
F Conteh,20.0,181.0,338.0,18.0,214.0,12.0,0.0,10.06,53.55,63.31,3.55
XC Bartlett,21.0,181.0,169.0,12.0,83.0,15.0,8.0,15.08,107.1,49.11,13.61
J Vijay,8.0,180.0,133.0,8.0,61.0,26.0,4.0,22.5,135.34,45.86,22.56
M Dlamini,20.0,180.0,341.0,21.0,245.0,22.0,0.0,8.57,52.79,71.85,6.45
Anwar Arudin,19.0,180.0,177.0,18.0,92.0,21.0,5.0,10.0,101.69,51.98,14.69
JA Richardson,22.0,180.0,209.0,15.0,103.0,14.0,3.0,12.0,86.12,49.28,8.13
AC Sabino,20.0,180.0,219.0,15.0,127.0,16.0,4.0,12.0,82.19,57.99,9.13
C Tlali,21.0,180.0,234.0,20.0,145.0,19.0,3.0,9.0,76.92,61.97,9.4
S Gopal,22.0,180.0,169.0,13.0,67.0,19.0,2.0,13.85,106.51,39.64,12.43
I van Zyl,33.0,180.0,326.0,21.0,185.0,5.0,0.0,8.57,55.21,56.75,1.53
H Jangariya,8.0,180.0,142.0,7.0,64.0,20.0,8.0,25.71,126.76,45.07,19.72
Yasar Haroon,18.0,180.0,251.0,16.0,147.0,18.0,2.0,11.25,71.71,58.57,7.97
B Fitchet,14.0,179.0,176.0,14.0,99.0,21.0,5.0,12.79,101.7,56.25,14.77
AM Ellis,17.0,179.0,205.0,13.0,87.0,11.0,3.0,13.77,87.32,42.44,6.83
P Sarraf,24.0,179.0,234.0,21.0,152.0,20.0,6.0,8.52,76.5,64.96,11.11
Jakir Patel,10.0,179.0,158.0,9.0,64.0,14.0,8.0,19.89,113.29,40.51,13.92
N Chejay,15.0,179.0,234.0,12.0,120.0,14.0,2.0,14.92,76.5,51.28,6.84
H Rathod,12.0,178.0,147.0,6.0,58.0,15.0,5.0,29.67,121.09,39.46,13.61
AR Adams,14.0,178.0,163.0,11.0,82.0,12.0,10.0,16.18,109.2,50.31,13.5
D Tucker,18.0,178.0,347.0,12.0,233.0,17.0,0.0,14.83,51.3,67.15,4.9
Virk Ali,10.0,178.0,191.0,10.0,93.0,14.0,4.0,17.8,93.19,48.69,9.42
Sidhant Singh,9.0,178.0,135.0,7.0,44.0,15.0,6.0,25.43,131.85,32.59,15.56
Sameera Khan,24.0,178.0,219.0,12.0,112.0,13.0,0.0,14.83,81.28,51.14,5.94
N Pradeep,51.0,177.0,455.0,40.0,375.0,23.0,1.0,4.42,38.9,82.42,5.27
Azmatullah Omarzai,14.0,177.0,115.0,12.0,42.0,14.0,11.0,14.75,153.91,36.52,21.74
Abul Hasan,6.0,176.0,294.0,5.0,206.0,18.0,5.0,35.2,59.86,70.07,7.82
S Juma,15.0,176.0,176.0,10.0,84.0,23.0,0.0,17.6,100.0,47.73,13.07
RS Kaluwitharana,8.0,176.0,236.0,5.0,145.0,22.0,1.0,35.2,74.58,61.44,9.75
Choudry Share Ali,6.0,176.0,100.0,5.0,33.0,15.0,11.0,35.2,176.0,33.0,26.0
Lucky Ali,16.0,176.0,207.0,11.0,99.0,14.0,0.0,16.0,85.02,47.83,6.76
Usman Limbada,7.0,176.0,229.0,6.0,126.0,18.0,1.0,29.33,76.86,55.02,8.3
AL Mundundo,24.0,176.0,381.0,21.0,250.0,10.0,0.0,8.38,46.19,65.62,2.62
AAP Rivero,19.0,176.0,195.0,14.0,91.0,8.0,4.0,12.57,90.26,46.67,6.15
NB Mahwire,13.0,176.0,421.0,13.0,334.0,22.0,2.0,13.54,41.81,79.33,5.7
DP Hyatt,14.0,176.0,242.0,12.0,161.0,12.0,10.0,14.67,72.73,66.53,9.09
Faheem Nellancheri,14.0,176.0,132.0,12.0,59.0,14.0,10.0,14.67,133.33,44.7,18.18
Tuba Hassan,24.0,176.0,190.0,13.0,90.0,17.0,1.0,13.54,92.63,47.37,9.47
KS Lokuarachchi,14.0,175.0,228.0,12.0,112.0,8.0,3.0,14.58,76.75,49.12,4.82
BKB Corbin,14.0,175.0,144.0,12.0,85.0,18.0,11.0,14.58,121.53,59.03,20.14
S Vashisht,21.0,175.0,182.0,15.0,81.0,13.0,5.0,11.67,96.15,44.51,9.89
AS Wikman,9.0,175.0,142.0,7.0,52.0,22.0,0.0,25.0,123.24,36.62,15.49
Muhammad Kashif,9.0,175.0,145.0,8.0,61.0,9.0,12.0,21.88,120.69,42.07,14.48
JR Barry,12.0,175.0,255.0,7.0,137.0,14.0,0.0,25.0,68.63,53.73,5.49
A Sokovagone,6.0,174.0,129.0,7.0,53.0,10.0,12.0,24.86,134.88,41.09,17.05
CB Mpofu,53.0,174.0,443.0,32.0,349.0,9.0,6.0,5.44,39.28,78.78,3.39
WB Rankin,35.0,174.0,341.0,14.0,236.0,12.0,3.0,12.43,51.03,69.21,4.4
CAJ Meschede,4.0,174.0,113.0,4.0,40.0,9.0,13.0,43.5,153.98,35.4,19.47
Rahat Ali,32.0,174.0,446.0,23.0,364.0,22.0,3.0,7.57,39.01,81.61,5.61
BF Calitz,11.0,174.0,123.0,9.0,38.0,10.0,10.0,19.33,141.46,30.89,16.26
F Malefula,14.0,173.0,187.0,12.0,91.0,14.0,1.0,14.42,92.51,48.66,8.02
S Krisheta,13.0,173.0,212.0,15.0,99.0,10.0,0.0,11.53,81.6,46.7,4.72
G Kodali,28.0,173.0,242.0,22.0,118.0,11.0,0.0,7.86,71.49,48.76,4.55
Hassan Rasheed,15.0,173.0,201.0,16.0,94.0,9.0,6.0,10.81,86.07,46.77,7.46
MK Thakur,15.0,173.0,144.0,12.0,57.0,10.0,9.0,14.42,120.14,39.58,13.19
STRA de Silva,12.0,173.0,202.0,9.0,101.0,13.0,1.0,19.22,85.64,50.0,6.93
F Sisifo,16.0,172.0,289.0,13.0,183.0,14.0,1.0,13.23,59.52,63.32,5.19
M Mwangi,18.0,172.0,248.0,13.0,146.0,14.0,1.0,13.23,69.35,58.87,6.05
W Wotu,20.0,172.0,174.0,15.0,89.0,5.0,12.0,11.47,98.85,51.15,9.77
J Fernando,9.0,172.0,115.0,8.0,34.0,12.0,9.0,21.5,149.57,29.57,18.26
BA Parchment,9.0,172.0,364.0,11.0,282.0,19.0,2.0,15.64,47.25,77.47,5.77
Basir Ahamad,9.0,172.0,184.0,8.0,87.0,15.0,4.0,21.5,93.48,47.28,10.33
D Jansen,8.0,171.0,159.0,8.0,65.0,12.0,5.0,21.38,107.55,40.88,10.69
Najibullah Zadran,7.0,171.0,126.0,6.0,46.0,11.0,9.0,28.5,135.71,36.51,15.87
Muhammad Yasin,11.0,171.0,153.0,11.0,69.0,16.0,6.0,15.55,111.76,45.1,14.38
C Muthoni,16.0,171.0,244.0,17.0,151.0,20.0,0.0,10.06,70.08,61.89,8.2
Mohammed Al Balushi,5.0,171.0,142.0,5.0,78.0,19.0,10.0,34.2,120.42,54.93,20.42
W Moutswi,21.0,171.0,252.0,15.0,139.0,7.0,0.0,11.4,67.86,55.16,2.78
Aslam Mohammad,9.0,171.0,142.0,10.0,73.0,11.0,12.0,17.1,120.42,51.41,16.2
DH Yagnik,17.0,170.0,137.0,9.0,55.0,23.0,2.0,18.89,124.09,40.15,18.25
Abrar Ahmed,35.0,170.0,225.0,21.0,156.0,23.0,5.0,8.1,75.56,69.33,12.44
C Carmichael,5.0,170.0,316.0,8.0,219.0,18.0,1.0,21.25,53.8,69.3,6.01
Ada Bhasin,26.0,170.0,297.0,22.0,192.0,12.0,2.0,7.73,57.24,64.65,4.71
F Nsubuga,21.0,170.0,158.0,12.0,76.0,9.0,10.0,14.17,107.59,48.1,12.03
K Klesse,6.0,170.0,157.0,7.0,62.0,11.0,6.0,24.29,108.28,39.49,10.83
Abdul Wahid,10.0,170.0,131.0,6.0,44.0,13.0,8.0,28.33,129.77,33.59,16.03
KB Patil,15.0,170.0,195.0,14.0,104.0,11.0,4.0,12.14,87.18,53.33,7.69
XJ Doherty,30.0,170.0,360.0,10.0,260.0,14.0,1.0,17.0,47.22,72.22,4.17
MD Choudhary,10.0,170.0,120.0,6.0,48.0,11.0,12.0,28.33,141.67,40.0,19.17
H Davids,11.0,169.0,158.0,11.0,74.0,18.0,4.0,15.36,106.96,46.84,13.92
RA Young,5.0,169.0,419.0,7.0,330.0,19.0,1.0,24.14,40.33,78.76,4.77
D Ruynekova,16.0,169.0,260.0,14.0,147.0,13.0,0.0,12.07,65.0,56.54,5.0
TA Imlach,6.0,169.0,476.0,11.0,380.0,15.0,2.0,15.36,35.5,79.83,3.57
Yves Cyusa,18.0,169.0,208.0,13.0,117.0,15.0,4.0,13.0,81.25,56.25,9.13
Umar Siddiq,7.0,169.0,150.0,6.0,69.0,13.0,8.0,28.17,112.67,46.0,14.0
I Toua,28.0,169.0,242.0,23.0,139.0,17.0,0.0,7.35,69.83,57.44,7.02
