striker,year,format,runs,balls_faced,dismissals,matches,fours,sixes,average,strike_rate,lag1_runs,lag1_avg,lag1_sr,lag1_matches,career_runs_to_date,predicted_runs,shap_lag1_runs,shap_lag1_avg,shap_lag1_sr,shap_lag1_matches,shap_career_runs_to_date,shap_base_value
Sharmin Sultana,2026,ODI,42,71,3,3,6,0,14.0,59.15,15.0,3.75,26.32,4.0,67,43.0,-141.27602913829836,0.3365908561913217,13.895618955399344,9.054026057974594,-10.122157947843627,170.64744859122928
Shashank Singh,2026,IPL,264,140,12,9,22,16,22.0,188.57,592.0,45.54,152.58,14.0,1015,312.0,170.90318743659063,-0.883414057123988,-14.89985756668483,-1.8229900709550424,-12.072179262258983,170.64744859122928
Shayan Jahangir,2026,ODI,74,90,4,4,7,4,18.5,82.22,194.0,27.71,103.74,7.0,691,224.0,28.877255307676418,0.3086962624667925,0.11241389517856579,1.1622811252788825,22.75487660150355,170.64744859122928
Shayan Jahangir,2026,T20I,91,66,3,3,8,5,30.33,137.88,118.0,39.33,122.92,5.0,372,135.0,-20.935556775458288,1.4067073530939138,-6.775039545835459,4.248023737773947,-13.319137670840785,170.64744859122928
Shenjian Zheng,2026,T20I,33,20,1,2,1,4,33.0,165.0,51.0,12.75,127.5,4.0,51,76.0,-86.73836156710273,-2.36693787986647,-7.335383238319196,11.10500595151496,-9.586536011171477,170.64744859122928
Sher Sahak,2026,T20I,87,77,5,6,6,3,17.4,112.99,147.0,16.33,141.35,8.0,396,129.0,-7.795456309602628,-7.910352657901908,-3.7387464610257313,-8.4659192439201,-13.461310892157195,170.64744859122928
Sheraz Sheikh,2026,T20I,184,124,7,7,18,11,26.29,148.39,56.0,11.2,114.29,7.0,257,86.0,-72.09948862303152,-4.200481354469498,-5.769104818391599,-9.482189642030592,6.968933234907652,170.64744859122928
Sheraz Sirwari,2026,T20I,10,14,2,4,0,1,5.0,71.43,32.0,10.67,188.24,3.0,32,66.0,-123.91934150539082,3.829841969964268,0.7566824909296017,18.42483765030716,-4.236061372023928,170.64744859122928
Shoaib Bashir,2026,Test,14,35,1,2,1,0,14.0,40.0,16.0,8.0,43.24,3.0,92,44.0,-143.74177271163913,-0.49956344737356917,5.973406368156618,18.299810857150216,-6.823575972168549,170.64744859122928
Shoaib Rafiq,2026,T20I,1,9,3,4,0,0,0.33,11.11,69.0,8.62,107.81,9.0,75,57.0,-82.87751850213512,-3.907792113160301,-2.496669677385183,-14.48374782938098,-9.581656527534784,170.64744859122928
Shoriful Islam,2026,T20I,16,24,3,3,0,1,5.33,66.67,41.0,10.25,128.12,6.0,70,56.0,-95.64475301176171,-1.3265873792430958,-5.8248497747597225,-3.7873420247314122,-8.519543209343025,170.64744859122928
Shoriful Islam,2026,Test,24,45,1,1,4,0,24.0,53.33,55.0,18.33,61.8,3.0,138,93.0,-86.44796805705494,-4.315718343560131,3.289907976212484,18.097286533888646,-8.327605103762213,170.64744859122928
Shorna Akter,2026,ODI,54,73,3,3,5,1,18.0,73.97,148.0,13.45,74.0,11.0,245,118.0,-15.601587942437945,-9.65067713543606,2.2797876138294737,-13.142860796649254,-16.493248905697953,170.64744859122928
Shorna Akter,2026,T20I,291,223,14,18,22,7,20.79,130.49,26.0,26.0,104.0,3.0,310,80.0,-108.79723303679144,-3.778658871950477,-5.4125609005665085,15.509461284493472,12.253844101774167,170.64744859122928
Shubham Ranjane,2026,ODI,106,121,4,6,9,3,26.5,87.6,84.0,42.0,72.41,3.0,84,98.0,-80.54663205889003,2.148024664658153,-0.31993666157954453,15.248371969706277,-9.077139239661156,170.64744859122928
Shubman Gill,2026,IPL,1464,898,32,16,148,66,45.75,163.03,1092.0,57.47,157.12,15.0,4789,563.0,350.5554391486208,8.737309591899335,-53.47572512065232,-2.447995187602714,88.64314773397629,170.64744859122928
Shubman Gill,2026,ODI,135,142,3,3,16,3,45.0,95.07,490.0,49.0,88.77,11.0,2818,448.0,184.59290527730172,13.54763174511803,3.832000255555648,-5.6505496763445,80.61607103951998,170.64744859122928
Sidra Ameen,2026,ODI,244,267,4,5,29,0,61.0,91.39,656.0,50.46,70.61,13.0,2251,523.0,270.7659951004784,11.739436986031004,14.863661317776213,0.0782072724774555,54.64687598903317,170.64744859122928
Sikandar Raza,2026,ODI,45,90,3,3,4,1,15.0,50.0,217.0,72.33,96.44,4.0,3662,293.0,11.237292933274311,14.037674874095092,-9.41018951039286,12.306388453149262,94.53111591126081,170.64744859122928
Sikandar Raza,2026,PSL,324,234,18,10,28,14,18.0,138.46,508.0,36.29,169.33,10.0,845,310.0,164.3869715462402,-2.1465069672741084,-6.8233683241603895,-7.765946213825714,-8.247917249892392,170.64744859122928
Sikandar Raza,2026,T20I,206,125,4,6,17,13,51.5,164.8,447.0,23.53,125.92,22.0,2424,281.0,116.16326232960421,-39.40110238232123,-13.394972189351632,-4.91667601711032,52.199185087535284,170.64744859122928
Simran Shaikh,2026,WPL,32,25,2,2,4,0,16.0,128.0,54.0,9.0,122.73,5.0,83,65.0,-94.46136955491073,-0.12056025174311366,-6.316364763958155,3.3173891146689996,-7.967573483626616,170.64744859122928
Siow Tzin Yee,2026,T20I,90,69,7,6,17,1,12.86,130.43,56.0,14.0,84.85,5.0,647,152.0,-63.72551214112487,1.2931167074555874,1.7658311047220543,0.06694169108018395,41.580324530050646,170.64744859122928
Sohail Ahmed,2026,T20I,283,250,11,11,17,12,25.73,113.2,755.0,53.93,124.38,28.0,1596,455.0,261.2302513278095,20.064184938973995,-37.89405851941861,-1.2369601340557435,41.71071209042527,170.64744859122928
Sojib Miah,2026,T20I,15,10,1,1,2,0,15.0,150.0,48.0,16.0,177.78,3.0,48,71.0,-104.2452324573334,-3.494279176596875,-2.1597288596843476,17.93296298533957,-8.012768120040873,170.64744859122928
Sompal Kami,2026,ODI,22,37,3,4,2,0,7.33,59.46,85.0,21.25,116.44,4.0,706,160.0,-48.331375156119755,-0.4199297448396309,-7.857553608827335,9.883852594326294,36.536178077180196,170.64744859122928
Sompal Kami,2026,T20I,27,16,0,2,4,0,27.0,168.75,36.0,12.0,109.09,7.0,354,76.0,-87.76740944879005,-2.6639786685194293,-5.045168594208643,-5.426783961811821,6.73342144259033,170.64744859122928
Soumya Sarkar,2026,ODI,150,190,7,7,14,5,21.43,78.95,143.0,28.6,75.66,4.0,2187,295.0,1.4538131915896524,7.417713561619055,9.504982267609583,15.392396242605079,90.41312698670656,170.64744859122928
Soumya Sarkar,2026,T20I,32,27,2,2,4,0,16.0,118.52,214.0,23.78,120.22,11.0,1434,213.0,19.858328158204497,-4.544689887854314,-10.569350929491105,-6.612283190103693,44.7156055341223,170.64744859122928
Sufiyan Muqeem,2026,PSL,2,4,0,1,0,0,2.0,50.0,12.0,2.0,50.0,3.0,22,35.0,-147.93365391041533,2.6573605188503313,2.905037838926049,17.694968165245594,-11.070046842587876,170.64744859122928
Sufyan Mehmood,2026,T20I,130,142,5,8,11,2,26.0,91.55,20.0,10.0,58.82,4.0,115,48.0,-127.49362252371532,-0.48462793492661566,1.9086208171804298,7.987283711382633,-4.105828954626245,170.64744859122928
Sulaimon Runsewe,2026,T20I,25,37,3,3,0,0,8.33,67.57,336.0,17.68,98.25,21.0,1382,281.0,98.67921084624324,-6.619110722515538,-4.5630231426159185,-3.974373081578618,26.428405347727974,170.64744859122928
Suryansh Shedge,2026,IPL,316,180,8,7,18,24,39.5,175.56,12.0,2.4,66.67,3.0,12,38.0,-143.30196766152127,2.394900979572104,-0.5540458149903984,16.416934048013687,-7.808424521544316,170.64744859122928
Sweeta Corda,2026,T20I,60,92,5,6,3,1,12.0,65.22,74.0,14.8,72.55,7.0,74,73.0,-74.57552355714611,-4.381983484286679,0.24928778324800613,-8.105985305101061,-11.047228106505713,170.64744859122928
Syed Aziz,2026,T20I,245,192,7,8,18,14,35.0,127.6,446.0,23.47,127.07,22.0,2345,282.0,116.36800249770982,-38.65858067206301,-13.884039953821402,-4.658236287849102,52.09214868117388,170.64744859122928
Syed Naqvi,2026,T20I,6,10,1,1,0,0,6.0,60.0,6.0,3.0,42.86,3.0,7,22.0,-159.05502054379238,0.42658124401466535,4.603714465088359,17.329457922628592,-12.138551121017716,170.64744859122928
T Banton,2026,T20I,284,201,11,13,25,12,25.82,141.29,124.0,31.0,167.57,7.0,451,131.0,-22.3558990467886,1.6343481931080364,-3.153294434007811,-6.422509204732139,-9.219639791275437,170.64744859122928
T Bharaj,2026,T20I,64,66,3,5,4,1,21.33,96.97,94.0,47.0,149.21,3.0,681,192.0,-24.856195712058618,2.8265359713089553,-7.50254201480233,23.928046380135445,26.5772650572197,170.64744859122928
T Brits,2026,ODI,125,147,6,6,17,2,20.83,85.03,937.0,46.85,92.41,21.0,1723,514.0,308.3829872061578,-3.124946717734239,3.021286636455356,-11.968110760349097,46.950461985496844,170.64744859122928
T Brits,2026,T20I,424,376,14,16,46,8,30.29,112.77,132.0,44.0,122.22,3.0,1709,232.0,-12.6229689768042,6.731865947466496,-16.287293042524396,25.28607329207283,58.60935200488852,170.64744859122928
T Brown,2026,T20I,43,50,2,3,2,1,21.5,86.0,18.0,4.5,31.58,4.0,18,38.0,-137.3987495497324,0.8049116047762858,7.343904813789019,8.060463828317578,-11.190649193714734,170.64744859122928
T Gedarage,2026,T20I,4,11,2,2,0,0,2.0,36.36,51.0,10.2,42.15,5.0,51,67.0,-98.3301029495818,-2.0900272499155883,4.644019679455112,2.805241495600807,-10.77508559237514,170.64744859122928
T Jamtsho,2026,T20I,25,27,4,4,2,1,6.25,92.59,80.0,11.43,129.03,9.0,499,104.0,-55.8200593801872,-1.1754357308542904,-6.441656381136992,-14.515947065938583,11.657956570636548,170.64744859122928
T Khabo,2026,T20I,31,43,3,3,1,0,10.33,72.09,9.0,2.25,27.27,5.0,54,34.0,-142.78440604974296,1.5991891946512649,10.065600509652578,3.2508495457481805,-8.854665603253192,170.64744859122928
T Makusha,2026,ODI,20,34,3,3,2,0,6.67,58.82,2.0,1.0,33.33,3.0,2,19.0,-162.00671486888416,2.671442997236765,6.752961870346134,17.63759827644721,-17.09191984592598,170.64744859122928
T Marumani,2026,T20I,131,93,6,6,20,4,21.83,140.86,432.0,25.41,126.32,18.0,1229,279.0,130.37623522910621,-4.202633300173787,-15.436114553935093,-6.662470889017857,4.401779592828075,170.64744859122928
T Munyonga,2026,T20I,35,30,3,4,2,2,11.67,116.67,181.0,15.08,115.29,17.0,347,132.0,6.7220248317386915,-11.986525472104237,-5.965782041179584,-10.040958203116215,-17.751481429164258,170.64744859122928
T Musekiwa,2026,T20I,8,7,3,3,0,1,2.67,114.29,200.0,18.18,135.14,20.0,295,141.0,14.486362709094845,-11.581979085525811,-3.740083185172693,-8.746939901807272,-19.597225273492626,170.64744859122928
T Nightingale,2026,T20I,131,92,6,7,13,7,21.83,142.39,152.0,19.0,132.17,8.0,523,173.0,9.571090268386627,-7.862957779806973,-5.470712407315662,-7.929740865181544,13.842375101906542,170.64744859122928
T Parima,2026,T20I,95,93,4,6,8,5,23.75,102.15,90.0,18.0,109.76,5.0,350,122.0,-50.04900126023949,-2.041272800205387,-3.2402295113794004,2.347067160798637,4.700675784102626,170.64744859122928
T Parisi-mesimeri,2026,T20I,22,54,4,7,1,0,5.5,40.74,18.0,6.0,78.26,3.0,23,44.0,-140.15865399153225,2.3190647606154733,1.057912092358864,18.011910375740204,-7.509848517735115,170.64744859122928
T Putthawong,2026,T20I,6,11,2,3,0,0,3.0,54.55,38.0,19.0,80.85,4.0,177,82.0,-98.06695308553041,-7.516199726037204,3.679620597029266,7.777303567454742,5.625714698082087,170.64744859122928
T Sandaruwan,2026,T20I,68,57,6,7,6,2,11.33,119.3,14.0,4.67,100.0,4.0,14,33.0,-137.43089821725604,1.976077736523318,-1.2296777406231587,8.170982307951158,-8.93820660089607,170.64744859122928
T Sandeep,2026,T20I,143,101,5,5,19,3,28.6,141.58,37.0,12.33,75.51,5.0,174,79.0,-95.52750864708418,-5.390764981437899,2.691149168161178,2.191448912722622,4.716529765538756,170.64744859122928
T Shadrack,2026,T20I,101,117,7,8,4,0,14.43,86.32,76.0,12.67,60.32,9.0,318,104.0,-56.61614804754778,-2.716650115557795,3.808751730317196,-16.721939142349036,5.706491417639475,170.64744859122928
T Smith,2026,T20I,15,11,1,2,3,0,15.0,136.36,56.0,14.0,96.55,4.0,177,101.0,-77.38357993186486,-3.809624721798374,-0.21442717046973694,11.497287194040782,0.6072817055277552,170.64744859122928
T Stubbs,2026,IPL,550,432,12,13,36,18,45.83,127.31,495.0,33.0,150.46,13.0,900,316.0,165.79217214786058,-0.3739559409486255,-12.24036292318288,-2.900013343301166,-4.840229018977791,170.64744859122928
T Stubbs,2026,T20I,144,103,1,6,5,7,144.0,139.81,152.0,21.71,121.6,7.0,822,188.0,4.684874380101378,-7.363703060027802,-6.7742539873312735,0.3723436305445183,26.11554493764057,170.64744859122928
T Tshose,2026,T20I,108,84,7,8,3,7,15.43,128.57,26.0,5.2,54.17,5.0,309,83.0,-105.16681477785461,1.0793310923896935,4.521847756975415,1.0407978973860414,10.719770652193693,170.64744859122928
T Zangmo,2026,T20I,88,125,7,8,8,2,12.57,70.4,18.0,6.0,58.06,3.0,307,96.0,-113.83213808768748,-1.506060686213256,6.040606159723189,19.846523740010458,14.865636352867682,170.64744859122928
TA Blundell,2026,Test,309,540,7,4,36,3,44.14,57.22,35.0,11.67,59.32,3.0,2173,232.0,-89.05154700893756,6.731595777167819,12.34157279326025,15.85016024393699,115.84829718425547,170.64744859122928
TAW Patterson,2026,T20I,12,21,2,2,0,0,6.0,57.14,23.0,7.67,48.94,3.0,23,50.0,-136.6666596973455,1.5076267814976654,3.627846556188123,19.682655412854807,-8.813110484938907,170.64744859122928
TB Pawde,2026,T20I,70,81,5,7,7,0,14.0,86.42,105.0,26.25,107.14,5.0,114,121.0,-29.83932226993581,-3.5663017128092918,-2.1309723152575106,4.684165813447846,-18.98542359537755,170.64744859122928
TB Robinson,2026,T20I,125,97,7,8,12,3,17.86,128.87,402.0,40.2,144.6,12.0,540,276.0,129.8886335879605,1.412369314477466,-6.140965603001317,-3.9535159199905734,-16.221066032432184,170.64744859122928
TC Barker,2026,T20I,50,33,4,4,8,1,12.5,151.52,57.0,14.25,129.55,4.0,743,163.0,-57.08014924098427,2.1151719716054616,-7.354518405001602,11.395343488922101,43.462665009458696,170.64744859122928
TD Chaoana,2026,T20I,24,35,4,6,1,1,6.0,68.57,18.0,9.0,81.82,4.0,26,34.0,-136.7350396783383,-0.1980278023952039,0.9532937969747433,8.00789791525586,-8.63900067428038,170.64744859122928
TE Tsiga,2026,Test,1,2,1,1,0,0,1.0,50.0,161.0,14.64,39.66,6.0,189,132.0,-8.09186371978863,-14.220794877871588,3.443030576251715,-1.8443869451330572,-18.428252461025437,170.64744859122928
TF Rogers,2026,BBL,148,122,6,7,13,5,24.67,121.31,47.0,7.83,104.44,6.0,619,120.0,-77.76441191335464,-5.3661244443914144,-2.432962672305728,-2.7413161622369153,37.72602839737613,170.64744859122928
TG Norris,2026,T20I,56,46,4,5,6,1,14.0,121.74,17.0,8.5,68.0,3.0,17,37.0,-142.03458603403206,0.2093432526103854,0.31221970050124737,16.58026306245028,-9.070575243947196,170.64744859122928
TH David,2026,IPL,610,324,18,15,44,46,33.89,188.27,282.0,56.4,181.94,9.0,941,252.0,75.49974692905072,0.3222221436155411,11.672287442153157,-7.449120874872688,0.9093107495609538,170.64744859122928
TH David,2026,T20I,83,52,4,5,3,8,20.75,159.62,395.0,49.38,197.5,10.0,1594,320.0,125.92782383509874,2.790147737946421,-12.432091527248145,-8.39180367629748,41.80322213512026,170.64744859122928
TH Tector,2026,T20I,27,22,3,3,4,1,9.0,122.73,94.0,23.5,149.21,4.0,94,143.0,-31.54188118512121,-3.883907586786373,-3.7686006003441874,18.50744448320824,-6.706066382394939,170.64744859122928
TI Gajanayake,2026,T20I,31,79,6,6,3,0,5.17,39.24,129.0,16.12,65.82,11.0,471,129.0,-23.17794722681237,-5.87451348543378,3.8765958907838924,-17.888559907317035,1.472804196166362,170.64744859122928
TJ Mahe,2026,T20I,0,13,3,3,0,0,0.0,0.0,5.0,1.67,33.33,3.0,31,20.0,-162.02665089478174,0.7592322326047317,6.954664082495828,17.142695993050243,-13.17015977825678,170.64744859122928
TK Curran,2026,BBL,58,29,2,4,7,3,29.0,200.0,4.0,4.0,57.14,3.0,443,107.0,-117.57228355109042,0.1572931552589325,5.137687335648199,20.816447479261036,27.890236051938604,170.64744859122928
TK Curran,2026,PSL,152,108,10,5,10,8,15.2,140.74,21.0,10.5,190.91,3.0,21,43.0,-141.2048067092017,0.8567239992982092,1.3337457822093877,17.56200129645721,-5.74873199461808,170.64744859122928
TKP Rajapaksha,2026,T20I,62,82,4,4,7,1,15.5,75.61,21.0,5.25,52.5,5.0,88,44.0,-124.71949315866321,1.2164085731746987,1.6462521187898917,2.439297016670391,-7.164008608316492,170.64744859122928
TL Cutler,2026,T20I,1,11,2,2,0,0,0.5,9.09,68.0,22.67,125.93,6.0,68,69.0,-79.07043389503524,-4.471953917330997,-6.369676350352942,-3.65128053622305,-8.525754429670942,170.64744859122928
TL Seifert,2026,BBL,123,101,6,7,9,6,20.5,121.78,233.0,25.89,138.69,9.0,362,188.0,38.680058648631906,-0.2994491813423528,-1.4450252864344948,-7.590783737498653,-12.106465827705597,170.64744859122928
TL Seifert,2026,T20I,364,217,10,11,41,16,36.4,167.74,559.0,50.82,164.41,14.0,1864,446.0,214.93023066795976,6.9409928472240985,-12.918862339172895,-3.401778266191094,69.75587101451721,170.64744859122928
TM Head,2026,IPL,820,482,30,15,92,46,27.33,170.12,534.0,28.11,154.78,12.0,1306,332.0,174.57900455172737,-9.66653256098845,-11.532809208847913,-1.8961870620647827,9.781114934587613,170.64744859122928
TM Head,2026,T20I,138,88,6,6,20,5,23.0,156.82,104.0,13.0,125.3,8.0,1197,173.0,-18.570953404723312,-6.957320074330476,-7.482435430076727,-6.42694102849922,41.359183820137844,170.64744859122928
TM Head,2026,Test,192,201,2,1,28,1,96.0,95.52,817.0,40.85,79.4,11.0,4400,565.0,285.2357522446002,-0.5513097084430651,10.15284499854281,0.6939218540112935,98.85436488692429,170.64744859122928
TM Macalou,2026,T20I,39,76,5,6,2,0,7.8,51.32,27.0,5.4,33.33,5.0,53,46.0,-125.04678559873412,1.1102426642382128,6.15519543404629,2.3851098736626133,-9.694639505865121,170.64744859122928
TM McGrath,2026,ODI,26,44,2,3,1,0,13.0,59.09,143.0,17.88,85.12,9.0,835,168.0,-12.111776707331101,-10.56258535754797,3.1784326038985995,-10.339178270091379,27.397163455183502,170.64744859122928
TM McGrath,2026,T20I,16,18,1,3,1,0,16.0,88.89,89.0,89.0,174.51,4.0,1139,149.0,-68.23854764837087,7.463092509159595,-7.085081346439667,8.745776493624463,37.62845606337998,170.64744859122928
TP Kanwar,2026,WPL,54,36,2,4,7,2,27.0,150.0,55.0,18.33,101.85,4.0,114,83.0,-82.80402362150794,-4.512729771939579,-1.798977618377308,11.51034205975178,-9.68917042203156,170.64744859122928
TP Ura,2026,T20I,266,143,4,6,16,17,66.5,186.01,175.0,19.44,134.62,10.0,1445,204.0,6.8230460255268595,-7.457418088468741,-7.310751912801145,-6.784362531332425,48.32131985795644,170.64744859122928
TP Ward,2026,BBL,158,104,6,6,18,6,26.33,151.92,42.0,14.0,97.67,3.0,42,73.0,-100.9137034459301,-4.49626862197506,-1.9351192783133866,18.89915411093457,-9.499997889216589,170.64744859122928
TS Erichsen,2026,T20I,11,23,3,3,1,0,3.67,47.83,38.0,19.0,66.67,3.0,125,62.0,-109.78307590493937,-7.9963635634259616,0.7810980658608625,15.260199222962415,-6.619064636224602,170.64744859122928
TT Aung,2026,T20I,41,104,3,5,1,0,13.67,39.42,36.0,7.2,61.02,5.0,254,89.0,-95.02374162245921,0.2616594990859944,3.451792136012331,2.5854876465987573,6.7193122352142,170.64744859122928
TT Soe,2026,T20I,92,91,4,5,8,0,23.0,101.1,68.0,11.33,81.93,7.0,281,97.0,-66.39788067299513,-4.568985767266655,1.518423809129655,-9.926761714686974,5.987508767631842,170.64744859122928
TU Deshpande,2026,IPL,52,28,4,2,0,6,13.0,185.71,8.0,8.0,80.0,4.0,29,20.0,-148.29994401284048,-0.5638506484988586,1.5001390233685559,8.797540517921327,-11.642408148184282,170.64744859122928
TWM Latham,2026,ODI,58,93,4,4,4,0,14.5,62.37,365.0,28.08,82.02,16.0,4383,434.0,143.3622429897475,-8.332587269004472,-4.033223066807861,-5.8723287213859745,138.2467246145054,170.64744859122928
TWM Latham,2026,T20I,81,71,2,3,9,3,40.5,114.08,194.0,27.71,113.45,8.0,516,188.0,24.82539295637768,-1.5091467824721743,-6.083712417992262,-6.321960750874895,6.385984385689225,170.64744859122928
TWM Latham,2026,Test,189,326,7,4,17,0,27.0,57.98,427.0,71.17,54.67,3.0,6261,621.0,187.75790345253833,41.6709713676549,38.4564831522394,52.20910907263658,130.4515900876898,170.64744859122928
Taful Elkhair,2026,T20I,23,38,2,3,0,0,11.5,60.53,6.0,1.5,35.29,3.0,7,25.0,-158.01376447641036,2.8127864000875684,6.224955754890598,17.30655766457403,-13.731271175880465,170.64744859122928
Taher Muhammad,2026,T20I,62,84,4,4,2,2,15.5,73.81,57.0,14.25,90.48,5.0,88,72.0,-86.29552197335924,-4.61043692708129,0.8421080204243258,1.5914744360674178,-9.813983229672296,170.64744859122928
Taijul Islam,2026,Test,75,157,6,3,9,0,12.5,47.77,73.0,10.43,45.91,5.0,831,120.0,-75.76835283501623,-10.987137665676011,7.478774858945197,-0.46661370915302164,29.321664998958784,170.64744859122928
Tanvir Islam,2026,ODI,5,10,2,2,1,0,2.5,50.0,26.0,6.5,68.42,4.0,26,44.0,-128.20268950271213,2.268706342856818,0.8011953319729379,7.415179106692648,-9.136238372747979,170.64744859122928
Tanzid Hasan,2026,ODI,486,468,11,12,46,22,44.18,103.85,135.0,27.0,100.75,5.0,499,172.0,-6.880534374309417,-1.352609110842864,-2.4330575312896423,5.734916931483837,6.365828577395876,170.64744859122928
Tanzid Hasan,2026,T20I,71,61,4,5,7,1,17.75,116.39,637.0,31.85,136.99,23.0,982,330.0,208.3639676192767,-15.20956097569835,-28.698188446707746,-10.007410539669184,4.4762703494797025,170.64744859122928
Taranjeet Singh,2026,T20I,45,35,5,5,8,1,9.0,128.57,248.0,35.43,131.22,9.0,1296,225.0,46.536729713799716,2.8935917138403395,-11.763858074335216,-7.784354044688472,24.906666854005127,170.64744859122928
Taranjit Singh,2026,T20I,78,66,8,10,6,4,9.75,118.18,76.0,38.0,262.07,4.0,223,123.0,-76.54365719163853,-0.1346902827152175,1.7431098868828947,17.11924406357576,10.651870978781224,170.64744859122928
Tarun Sharma,2026,T20I,28,34,4,4,3,0,7.0,82.35,101.0,14.43,108.6,7.0,133,113.0,-30.08720979784957,-5.896529090877593,-1.5268719019098553,-5.787029850350577,-13.926431542730553,170.64744859122928
Tashi Dorji,2026,T20I,29,34,2,4,1,2,14.5,85.29,63.0,12.6,210.0,6.0,65,71.0,-86.22446734337314,-2.3654332899746207,1.291279030181747,-4.30540625379853,-8.53221565546879,170.64744859122928
Tashi Phuntsho,2026,T20I,10,40,3,3,0,0,3.33,25.0,39.0,39.0,79.59,5.0,119,58.0,-107.98039692190109,-2.4900895012888484,1.7212152042302895,1.1594364757183258,-4.870624121870195,170.64744859122928
Taskin Ahmed,2026,ODI,32,47,5,5,3,1,6.4,68.09,14.0,2.33,42.42,5.0,221,62.0,-121.10605097528398,0.32671743748986126,4.840826512830389,1.1466995312745205,6.3698404720967945,170.64744859122928
Taskin Ahmed,2026,T20I,2,3,0,1,0,0,2.0,66.67,30.0,7.5,150.0,4.0,221,61.0,-117.70916733455645,1.9964446260361028,-7.426015262699993,8.548835601519125,4.483423871207898,170.64744859122928
Taskin Ahmed,2026,Test,52,50,4,2,6,2,13.0,104.0,40.0,6.67,47.62,4.0,259,99.0,-94.46847739982715,-2.9613308404239036,8.270761885978098,11.842973965014206,6.1010625401385,170.64744859122928
Tenjin Rabgey,2026,T20I,11,21,4,4,1,0,2.75,52.38,154.0,25.67,130.51,5.0,515,205.0,20.848110145479957,-0.01922998915142746,-7.092966305701935,8.762859848453639,12.164807588198666,170.64744859122928
Theertha Satish,2026,T20I,161,122,4,7,20,2,40.25,131.97,560.0,40.0,112.22,21.0,2142,463.0,215.42876382075943,8.273447174187302,-16.252393826647097,-0.9697277408600561,85.48738117520091,170.64744859122928
Tian Sen Qun,2026,T20I,0,1,1,1,0,0,0.0,0.0,24.0,4.8,40.0,5.0,26,41.0,-127.49602462348085,1.2142559067528336,4.593631333559468,2.4736100412472517,-10.031215644453408,170.64744859122928
Tilak Varma,2026,IPL,718,492,24,14,60,34,29.92,145.93,535.0,31.47,139.69,13.0,1691,388.0,193.24424397115536,-7.869127422084849,-12.744906917136793,-3.7372210606219824,48.751174492360036,170.64744859122928
Tilak Varma,2026,T20I,385,269,14,16,29,19,27.5,143.12,567.0,51.55,129.16,18.0,1157,299.0,163.769875633591,3.868700364322671,-20.2325008783303,-7.336094863815704,-11.781046325023196,170.64744859122928
Towhid Hridoy,2026,ODI,433,547,7,11,32,4,61.86,79.16,301.0,37.62,67.49,8.0,1060,240.0,69.38213427177838,-0.5565888760217282,0.8704257368373491,-3.0718214682104,2.8335948162233207,170.64744859122928
Towhid Hridoy,2026,T20I,188,129,3,5,11,11,62.67,145.74,467.0,27.47,115.88,21.0,1071,305.0,163.74049268023984,-5.851319409740722,-15.153305065309917,-4.89160983457741,-3.6198885180651805,170.64744859122928
Tshering Tashi,2026,T20I,7,18,2,2,0,0,3.5,38.89,88.0,17.6,87.13,6.0,95,86.0,-70.16371622841709,-4.541654534675761,0.7065599821228443,-1.5779967221759457,-9.103275164918172,170.64744859122928
U Peace,2026,T20I,2,10,1,2,0,0,2.0,20.0,21.0,4.2,70.0,8.0,31,36.0,-117.02415274229134,-0.5924550839209657,1.1363401559495179,-8.37245227140901,-9.45544880758661,170.64744859122928
U Shantu,2026,T20I,5,7,1,3,0,0,5.0,71.43,21.0,10.5,116.67,3.0,21,44.0,-133.08306312216482,0.541989641362302,-5.557505968914032,17.91633401606636,-6.773640475295929,170.64744859122928
UT Khawaja,2026,PSL,150,106,4,3,18,2,37.5,141.51,492.0,61.5,152.8,7.0,492,288.0,166.7853808046522,12.519259641931113,-17.16249243844726,-3.3349867615692905,-41.85561757705066,170.64744859122928
UT Khawaja,2026,Test,23,56,2,1,3,0,11.5,41.07,614.0,36.12,56.28,10.0,6206,462.0,163.8270392314185,-14.198527676278221,25.926475313526453,-12.252221779343081,127.68428080001397,170.64744859122928
Ubaid Shah,2026,PSL,10,24,4,3,2,0,2.5,41.67,42.0,7.0,61.76,5.0,42,66.0,-100.6368306136515,2.035524214167347,1.1398835138727086,2.4972466596361174,-9.84694476500273,170.64744859122928
Umair Qasim,2026,T20I,134,125,4,7,15,4,33.5,107.2,38.0,19.0,140.74,3.0,98,55.0,-112.01044068576904,-8.188142744852055,-5.099806824401905,15.310848901856254,-5.212271029190579,170.64744859122928
Umair Tariq,2026,T20I,23,17,3,5,2,1,7.67,135.29,62.0,15.5,110.71,6.0,99,70.0,-79.43485374993848,-3.857923010375983,-3.41280528227367,-4.892142620660099,-9.122611510890035,170.64744859122928
Umm-e-Hani,2026,ODI,4,20,1,1,0,0,4.0,20.0,14.0,3.5,33.33,4.0,40,35.0,-139.703249032567,0.5261553174842273,6.7066273260138205,8.391559656919046,-11.401645752220233,170.64744859122928
Umm-e-Hani,2026,T20I,13,20,1,1,0,0,13.0,65.0,26.0,8.67,70.27,4.0,26,42.0,-128.9510901323407,1.307629461332861,0.7128965175386364,7.415546649735225,-9.475638622090626,170.64744859122928
