striker,year,format,runs,balls_faced,dismissals,matches,fours,sixes,average,strike_rate,lag1_runs,lag1_avg,lag1_sr,lag1_matches,career_runs_to_date,predicted_runs,shap_lag1_runs,shap_lag1_avg,shap_lag1_sr,shap_lag1_matches,shap_career_runs_to_date,shap_base_value
B Kumar,2026,IPL,68,52,0,4,6,2,68.0,130.77,26.0,4.33,61.9,6.0,396,80.0,-97.45149872136108,-1.9739662865494387,3.173739498374296,-5.116527034070169,10.246440150845224,170.64744859122928
B Murekatete,2026,T20I,37,49,5,10,4,0,7.4,75.51,29.0,4.14,54.72,9.0,124,58.0,-102.71955358832668,0.28775816813009897,1.4119248747678013,-8.494464504625112,-2.957305645397341,170.64744859122928
B Muzarabani,2026,Test,0,3,1,1,0,0,0.0,0.0,154.0,12.83,56.0,8.0,231,118.0,-13.433058997792857,-10.552282899033758,-0.9323114730853955,-11.066367057910202,-16.900560914177923,170.64744859122928
B Niaz,2026,T20I,135,94,5,7,13,5,27.0,143.62,224.0,20.36,122.4,12.0,490,167.0,25.424971960742067,-12.02038672221033,-6.89614084083547,-9.741411388375067,-0.6096768080144868,170.64744859122928
B Phelenyane,2026,T20I,28,67,5,6,2,0,5.6,41.79,34.0,11.33,57.63,5.0,41,61.0,-107.88977033877117,0.7725739595460861,2.2285237614294493,3.246674363802227,-7.982143821762716,170.64744859122928
B Rawal,2026,T20I,189,279,13,15,22,0,14.54,67.74,55.0,9.17,69.62,8.0,274,94.0,-71.69669029986383,-3.941053994818551,2.9341214239836537,-12.590842268543359,8.378956532430893,170.64744859122928
B Sai Sudharsan,2026,IPL,1444,914,32,17,150,60,45.12,157.99,1189.0,54.05,157.48,15.0,2223,588.0,387.4832211955568,6.120095713413748,-29.916585111987374,-4.243887992739669,57.670639235951825,170.64744859122928
B Shanti,2026,T20I,29,53,4,4,3,0,7.25,54.72,129.0,16.12,84.31,10.0,337,118.0,-26.56075628414424,-5.311708020512913,3.1825545459732028,-14.114886091932489,-9.42145009301884,170.64744859122928
B Sharki,2026,ODI,38,74,3,3,5,0,12.67,51.35,282.0,31.33,73.06,8.0,985,238.0,64.57656198615226,1.7532915624885757,2.132972974188571,-2.498164730506133,1.3540069755550872,170.64744859122928
B Shotorova,2026,T20I,31,58,3,4,3,0,10.33,53.45,19.0,3.17,38.0,6.0,31,39.0,-120.89293548691522,-0.9873487520273008,4.5961997016074605,-3.743204682801065,-10.624713895176322,170.64744859122928
B Tau,2026,T20I,56,73,4,4,7,0,14.0,76.71,380.0,29.23,92.23,19.0,869,300.0,126.9117432050563,-3.4212258674624647,10.844143402085194,-8.90460445268212,4.205483219857359,170.64744859122928
B Tlali,2026,T20I,27,58,5,6,1,0,5.4,46.55,29.0,5.8,43.28,5.0,29,47.0,-121.35621507048157,1.4492783817429509,3.837302108744779,2.840641731610064,-9.940019513013919,170.64744859122928
B de Leede,2026,T20I,380,367,17,16,44,2,22.35,103.54,493.0,21.43,112.56,22.0,1368,297.0,147.84072860965688,-25.01842338275068,-14.510204074042955,-4.434593578427813,22.40562755202386,170.64744859122928
BA Carse,2026,Test,17,26,2,1,3,0,8.5,65.38,246.0,18.92,71.1,8.0,340,156.0,23.488086411101417,-12.3333473295416,0.4774133907864776,-5.391177033327764,-20.674904781697066,170.64744859122928
BA King,2026,T20I,223,170,11,11,25,10,20.27,131.18,205.0,20.5,130.57,10.0,1680,204.0,10.089553578374481,-10.85118193299757,-9.284906077567225,-6.248971067473193,49.94231727613177,170.64744859122928
BA King,2026,Test,99,207,2,2,12,1,49.5,47.83,332.0,27.67,60.36,6.0,332,239.0,106.01174601316951,-6.214826717751093,-2.0338429963509905,3.680129966716896,-32.66600659253127,170.64744859122928
BA Pai,2026,T20I,30,37,5,6,3,0,6.0,81.08,114.0,22.8,99.13,5.0,911,185.0,-13.850966761812298,-7.382034915126218,-2.1203856129823806,6.387884600122684,30.912170458208823,170.64744859122928
BA Stokes,2026,Test,58,95,6,3,5,2,9.67,61.05,496.0,31.0,45.88,9.0,7215,404.0,130.28160757675545,-10.562697128572735,16.34079193695581,-10.31238370074658,107.7898868435216,170.64744859122928
BAD Manenti,2026,T20I,138,77,3,3,11,8,46.0,179.22,41.0,20.5,102.5,3.0,93,74.0,-97.66321217068807,-6.965170143755112,-1.9671270400587983,16.983007094553805,-7.219786763082828,170.64744859122928
BF Mailata,2026,T20I,89,87,3,6,5,5,29.67,102.3,145.0,16.11,94.77,9.0,145,166.0,2.498711418918419,-2.1487576486196613,-3.7879332366108547,-6.337690570296189,5.528691821265084,170.64744859122928
BFW de Leede,2026,ODI,43,42,2,2,3,2,21.5,102.38,128.0,42.67,103.23,5.0,1155,215.0,-6.222028551654629,6.9518434484617515,-0.8890955366334873,4.593223616164125,39.487298643699475,170.64744859122928
BG Lister,2026,ODI,2,7,0,1,0,0,2.0,28.57,10.0,10.0,71.43,3.0,10,24.0,-150.53907727013933,-1.2235540678305437,0.0010645091756154466,15.525041010945639,-9.915215218084839,170.64744859122928
BI Dilruksha,2026,T20I,127,120,5,6,15,4,25.4,105.83,202.0,25.25,130.32,8.0,265,156.0,18.1549762246848,-3.0177592297635742,-5.941600217983408,-6.812173297234788,-16.54374533316341,170.64744859122928
BJ Bennett,2026,ODI,23,48,3,3,4,0,7.67,47.92,268.0,53.6,97.45,5.0,339,198.0,45.96195334252432,8.595128115842636,-4.379240935139244,6.0033858129419855,-29.29501893473596,170.64744859122928
BJ Bennett,2026,T20I,292,217,3,6,32,7,97.33,134.56,849.0,38.59,148.43,22.0,1494,435.0,269.4604178995345,17.131743858264176,-40.56234676382839,-10.47407033081146,29.205176002902334,170.64744859122928
BJ Bennett,2026,Test,59,67,1,1,9,0,59.0,88.06,373.0,31.08,73.28,7.0,391,290.0,144.6941878663406,0.11624930395635402,4.727641898831417,-1.3421539948925307,-29.183610976343953,170.64744859122928
BJ Curran,2026,ODI,131,167,2,3,11,0,65.5,78.44,313.0,78.25,79.24,5.0,313,245.0,85.6305643880016,19.67197916139858,1.9104886080855712,7.984981739120665,-40.62527758155728,170.64744859122928
BJ Curran,2026,Test,42,51,1,1,5,0,42.0,82.35,212.0,21.2,44.44,5.0,212,185.0,25.591743954799192,-18.628779293547368,7.059685136005614,14.045217240338408,-13.509508843826552,170.64744859122928
BJ Currie,2026,T20I,4,8,0,2,0,0,4.0,50.0,15.0,15.0,62.5,4.0,15,28.0,-133.32207602025426,-6.232473054795627,1.4223046089609086,6.984480561287327,-11.63680736124498,170.64744859122928
BJ Dwarshuis,2026,BBL,14,17,3,4,1,0,4.67,82.35,138.0,19.71,150.0,10.0,628,153.0,-17.978820557870026,-7.7153074895997715,-3.742884029430725,-11.672173790725203,23.09004491999464,170.64744859122928
BJ Dwarshuis,2026,ODI,4,12,1,1,0,0,4.0,33.33,61.0,20.33,66.3,3.0,61,98.0,-81.4173768410752,-5.363312336060406,2.608445143011919,20.708766971277065,-8.910175804228631,170.64744859122928
BJ Dwarshuis,2026,T20I,13,15,1,2,0,0,13.0,86.67,49.0,9.8,83.05,6.0,50,58.0,-95.75143281792309,-2.2624462276092188,1.6680612190171016,-4.94945389872686,-11.415026880191338,170.64744859122928
BJ Jacobs,2026,T20I,119,75,5,6,8,7,23.8,158.67,64.0,64.0,120.75,3.0,64,86.0,-91.02249255193357,4.281025676128533,-8.88443215701393,17.088911925527576,-6.57318892029493,170.64744859122928
BJ McMullen,2026,ODI,289,231,6,6,26,16,48.17,125.11,314.0,31.4,95.15,11.0,1202,257.0,81.76224945063797,-0.12832321787486253,-1.9049617728080221,-5.973130921116308,12.819928961844791,170.64744859122928
BJ McMullen,2026,T20I,158,116,5,7,7,9,31.6,136.21,132.0,18.86,136.08,7.0,629,169.0,-14.142191720923885,-7.430299645598803,-4.631878440985245,-0.5172455225415156,25.52672783235284,170.64744859122928
BJ Webster,2026,BBL,122,96,3,3,8,5,40.67,127.08,141.0,35.25,128.18,4.0,1604,216.0,-10.784010103988726,2.256634298137536,-13.949069017468785,16.160856640885452,51.76052704348562,170.64744859122928
BJ Webster,2026,Test,71,87,0,1,7,0,71.0,81.61,381.0,34.64,58.98,7.0,381,274.0,138.65669398974785,-0.9114325220839867,6.997777293476413,-2.531198997022285,-38.500847628909376,170.64744859122928
BKG Mendis,2026,ODI,211,233,3,4,20,5,70.33,90.56,500.0,38.46,93.28,13.0,4280,521.0,196.70269782465311,26.249912053385763,-1.1514498206246142,-2.934908686983059,131.60135668895472,170.64744859122928
BKG Mendis,2026,PSL,1100,654,20,11,104,46,55.0,168.2,286.0,35.75,168.24,5.0,286,232.0,85.76506334658549,-4.222540770688511,10.426827676727536,4.318945943904723,-34.62737023552933,170.64744859122928
BKG Mendis,2026,T20I,408,313,12,14,41,11,34.0,130.35,314.0,20.93,119.85,17.0,2102,264.0,79.43933640847885,-16.70983484766229,-13.84743728138825,-6.839407604239389,51.486053736423045,170.64744859122928
BKG Mendis,2026,Test,79,142,4,2,9,3,19.75,55.63,279.0,55.8,72.66,4.0,4747,421.0,96.34853412238012,6.826551289144792,-4.7791589722895,6.192022906264957,145.7154641674869,170.64744859122928
BL Mooney,2026,ODI,278,301,3,4,22,3,92.67,92.36,534.0,53.4,101.14,12.0,2877,463.0,200.92654191493125,14.682092240723103,-2.8669411463431222,-5.285044429232133,84.77957531872926,170.64744859122928
BL Mooney,2026,T20I,402,302,12,13,48,3,33.5,133.11,379.0,75.8,155.33,6.0,3337,398.0,137.1056507694116,18.459554855605788,-34.29154917054835,16.09274204168299,89.88292829392736,170.64744859122928
BL Mooney,2026,WPL,258,211,9,9,28,2,28.67,122.27,237.0,29.62,128.11,9.0,522,199.0,39.80438956677118,0.2525260966341082,-8.088455333719414,-9.509987046493519,6.197519105671296,170.64744859122928
BM Duckett,2026,ODI,108,145,3,3,7,2,36.0,74.48,499.0,35.64,107.78,14.0,1199,311.0,162.7336300371986,-4.088640385551459,-13.903272375662523,-1.7964364297451825,-3.0778219311003614,170.64744859122928
BM Duckett,2026,T20I,0,1,1,1,0,0,0.0,0.0,212.0,26.5,168.25,8.0,527,203.0,31.63933155271208,-0.6726253550091228,0.24779888704462225,-7.005681575000989,8.356996497666536,170.64744859122928
BM Duckett,2026,Test,315,356,7,4,50,0,45.0,88.48,735.0,40.83,88.24,10.0,3005,587.0,299.9992616915138,4.17357929554033,29.47369042451946,4.322244280458185,77.9087966353819,170.64744859122928
BM Halliday,2026,ODI,365,374,5,8,47,2,73.0,97.59,269.0,38.43,80.3,7.0,1097,278.0,65.14536853946065,5.772266484654977,9.107561634884771,2.1042879680871365,25.14871609162172,170.64744859122928
BM Halliday,2026,T20I,234,231,11,13,19,0,21.27,101.3,51.0,17.0,98.08,4.0,442,137.0,-65.43084893004722,-0.02461031887978611,0.04054648654034321,14.060027313386854,17.666368910633402,170.64744859122928
BM Pecic,2026,T20I,87,89,5,5,8,1,17.4,97.75,180.0,30.0,131.39,6.0,231,177.0,18.28885320477427,-0.84091721777532,-3.968936482293591,4.266347035643152,-11.164044600705061,170.64744859122928
BM Scholtz,2026,ODI,9,13,1,3,0,0,9.0,69.23,50.0,8.33,55.56,10.0,301,93.0,-71.86511382862398,-3.2981677812349592,3.652747200451208,-15.229223591742125,9.281589635837308,170.64744859122928
BM Scholtz,2026,T20I,10,11,2,3,1,0,5.0,90.91,39.0,9.75,102.63,9.0,67,49.0,-100.05861664930524,-1.648075914031734,-1.0669523984818288,-10.908403541502958,-7.540049662713024,170.64744859122928
BMSM Kumari,2026,ODI,19,28,1,2,2,0,19.0,67.86,74.0,10.57,62.18,8.0,173,84.0,-71.76498044920646,-3.6585217680302815,2.005465036394899,-13.399161742699382,-0.26706509814254964,170.64744859122928
BN Toube,2026,T20I,53,61,4,4,3,2,13.25,86.89,76.0,19.0,107.04,5.0,244,112.0,-59.37870459272046,-2.9169062659933713,-3.13161360507712,0.3327553216796643,6.243523428794451,170.64744859122928
BR McDermott,2026,BBL,157,111,6,6,12,6,26.17,141.44,278.0,34.75,131.13,10.0,2947,309.0,75.22929947155299,2.7905403364022994,-17.245217702800225,-7.123782567601964,84.95618084690047,170.64744859122928
BRM Taylor,2026,T20I,31,30,0,1,3,0,31.0,103.33,244.0,34.86,150.62,8.0,1120,231.0,47.93405232322327,5.456942164848133,-4.658832324228203,-5.302471601631499,16.825700730558665,170.64744859122928
BS Fulmali,2026,WPL,119,81,5,9,7,8,23.8,146.91,133.0,66.5,172.73,4.0,197,154.0,-23.645059543399892,6.925280349450738,-2.941966581774435,18.330658615785005,-15.348973199237841,170.64744859122928
Babar Azam,2026,BBL,131,132,5,7,13,1,26.2,99.24,71.0,17.75,110.94,4.0,71,91.0,-72.79640444790964,-4.151839169878305,-4.9750543345854314,12.127124429671507,-9.409163027983377,170.64744859122928
Babar Azam,2026,ODI,125,194,3,3,9,1,41.67,64.43,544.0,36.27,77.16,17.0,6203,434.0,162.2470395016849,-8.608164488938353,0.9767802961315392,-7.005151268816776,115.9387509499684,170.64744859122928
Babar Azam,2026,PSL,1176,806,16,11,120,30,73.5,145.91,576.0,36.0,128.57,10.0,4376,437.0,178.61307112093056,-8.862135420791603,-18.511216978581498,-4.716736481575243,119.5149946739111,170.64744859122928
Babar Azam,2026,T20I,167,142,6,7,11,3,27.83,117.61,206.0,34.33,114.44,8.0,4378,331.0,34.444288817574865,6.226553585435503,-26.950679145901216,-1.4015462744165108,148.50098893347018,170.64744859122928
Babar Azam,2026,Test,115,136,2,1,14,1,57.5,84.56,315.0,31.5,54.03,5.0,4366,497.0,126.06573423457074,-4.807416541894321,21.845742372978336,15.549118314207,168.0550562927716,170.64744859122928
Babar Hayat,2026,T20I,362,239,8,12,23,26,45.25,151.46,332.0,18.44,116.9,20.0,2053,293.0,96.94952083370286,-10.002561091813352,-11.539066960486329,-2.959875203996425,49.75282562485193,170.64744859122928
Baseer Khan,2026,T20I,84,92,7,10,6,2,12.0,91.3,120.0,24.0,127.66,8.0,132,107.0,-28.7399572690333,-3.311042597979176,-4.469248521162011,-9.89697073469873,-17.254307678312486,170.64744859122928
Basir Ahamad,2026,T20I,14,11,1,1,1,0,14.0,127.27,123.0,61.5,136.67,3.0,123,145.0,-34.0729288056275,3.933850077086589,-8.65085328419025,27.171209305718822,-14.155899434887441,170.64744859122928
Bijeyata Kumari,2026,T20I,122,159,4,4,7,0,30.5,76.73,60.0,6.0,36.14,11.0,63,51.0,-88.65933741499158,-5.173771511924857,6.2137113311434735,-19.39849465079281,-12.251262221510943,170.64744859122928
Bilal Masud,2026,T20I,29,34,3,3,1,2,9.67,85.29,78.0,15.6,111.43,5.0,434,118.0,-55.16754610395351,0.16875227258674746,-4.448182026544814,0.2187479353644618,6.130053046242032,170.64744859122928
Bilal Tahir,2026,T20I,91,54,2,3,6,7,45.5,168.52,76.0,19.0,146.15,7.0,641,149.0,-54.413917739744264,1.860808296100045,-4.3024927174067615,-5.080985243791339,40.10290295909647,170.64744859122928
Bilal Zalmai,2026,T20I,373,226,17,18,38,25,21.94,165.04,969.0,34.61,157.05,31.0,1205,392.0,269.6722604546962,-7.965699907551614,-38.105966867233484,6.173833828829937,-8.374333122685584,170.64744859122928
Boio Ray,2026,T20I,44,54,5,5,1,1,8.8,81.48,57.0,19.0,116.33,3.0,57,82.0,-85.82945856682264,-4.702448558908405,-7.708023474440677,18.85345696361283,-9.122266328713607,170.64744859122928
C Abel,2026,T20I,6,18,3,3,0,0,2.0,33.33,7.0,3.5,30.43,3.0,65,40.0,-152.56878784878944,0.11511576879575593,8.840857576366373,17.773770210954925,-4.72391604403873,170.64744859122928
C Bah,2026,T20I,26,26,2,3,0,2,13.0,100.0,45.0,5.62,86.54,8.0,173,90.0,-81.99791738542025,-0.6086149984804092,3.4994110703309884,-9.031061336650962,7.380208707809214,170.64744859122928
C Bosch,2026,T20I,9,11,2,3,1,0,4.5,81.82,106.0,15.14,110.42,11.0,106,92.0,-35.082745885837916,-6.021934044340191,-2.9913611616978377,-19.548080373067915,-14.540721167127542,170.64744859122928
C Brennan,2026,T20I,22,23,2,2,1,1,11.0,95.65,60.0,20.0,89.55,5.0,289,108.0,-66.8672506790801,-4.198708847235038,1.6329196991892092,-0.10542182845647156,7.359213624732515,170.64744859122928
C Bwanali,2026,T20I,8,44,6,8,0,0,1.33,18.18,8.0,2.67,28.57,4.0,8,25.0,-154.9210198295964,1.0194417590811378,12.131168989211007,9.723492193965367,-13.11904034643187,170.64744859122928
C Campher,2026,T20I,108,84,4,5,9,2,27.0,128.57,61.0,15.25,100.0,4.0,910,175.0,-56.22054976821072,5.175385473077728,-2.596283458108307,12.323815622963254,45.349380959462344,170.64744859122928
C Campher,2026,Test,4,21,2,1,1,0,2.0,19.05,165.0,33.0,34.09,3.0,413,221.0,5.942687954099088,6.404085606521988,21.5567713601367,31.741438844951137,-15.187525069954923,170.64744859122928
C Chatphaisan,2026,T20I,58,67,6,7,2,2,9.67,86.57,152.0,8.94,90.48,17.0,616,205.0,5.96330714063499,6.642482502407566,1.0063776099416528,-8.309204782673929,29.218915109849156,170.64744859122928
C Chukwuonye,2026,T20I,139,174,8,10,14,1,17.38,79.89,60.0,7.5,76.92,9.0,82,56.0,-88.60741640244929,-3.065899936596211,0.9512949069238045,-15.102053676248698,-9.183395927727886,170.64744859122928
C Connolly,2026,BBL,39,48,7,8,2,2,5.57,81.25,292.0,48.67,158.7,9.0,747,329.0,113.99291394520509,-0.9582234522491603,45.37980384008583,-6.042280921872627,6.104873575491138,170.64744859122928
C Connolly,2026,ODI,187,197,4,4,18,7,46.75,94.92,87.0,29.0,77.68,4.0,94,97.0,-72.62328606987363,-1.4080513374974486,0.36778743293220445,10.14489720045022,-9.696394177486868,170.64744859122928
C Dickson,2026,T20I,74,52,4,5,3,4,18.5,142.31,59.0,14.75,67.82,5.0,164,93.0,-75.66087106728456,-3.9304002686082464,2.3090700659431556,2.327619835090565,-2.334685229691221,170.64744859122928
C Green,2026,IPL,644,442,18,14,44,34,35.78,145.7,255.0,25.5,143.26,12.0,707,207.0,46.00152109398643,-5.227992571308156,-4.010038864345219,-9.333327080578771,9.115313953353962,170.64744859122928
C Green,2026,ODI,164,261,5,6,8,6,32.8,62.84,156.0,78.0,133.33,3.0,782,280.0,29.14473663580018,14.918272131705736,-10.391697464038709,35.01262354500447,40.30322630088437,170.64744859122928
C Green,2026,T20I,117,95,7,6,7,5,16.71,123.16,258.0,36.86,168.63,8.0,518,231.0,58.80701936751425,4.72703437281122,2.281191547444297,-4.752092560566319,-0.987543746535845,170.64744859122928
C Green,2026,Test,59,91,1,1,6,1,59.0,64.84,300.0,21.43,51.19,8.0,1677,353.0,103.69434479117004,-26.509987430877626,22.48672705610545,11.231709097640124,71.27785028100111,170.64744859122928
C Greenshields,2026,T20I,47,54,1,3,4,0,47.0,87.04,74.0,37.0,127.59,3.0,74,91.0,-79.72666587650993,-0.5469167575710111,-8.64818646609155,16.068853186117,-7.215744284476653,170.64744859122928
C Hartmann,2026,T20I,51,62,2,2,5,0,25.5,82.26,23.0,7.67,109.52,3.0,208,72.0,-122.58952703297993,0.9755468319625993,-2.8247595202276288,19.501494864221563,6.416568730096536,170.64744859122928
C Hinze,2026,T20I,30,28,3,6,3,1,10.0,107.14,49.0,9.8,87.5,7.0,110,60.0,-93.04055264471423,-2.2174092758359922,1.6134614246735655,-8.22981449336209,-8.676605249586444,170.64744859122928
C Kellaway,2026,BBL,89,72,6,6,10,1,14.83,123.61,83.0,41.5,122.06,3.0,166,99.0,-74.55234379185863,0.5388570014320269,-8.866568984070126,15.671033621593335,-4.389617896462234,170.64744859122928
C Madande,2026,T20I,26,20,0,1,3,0,26.0,130.0,26.0,6.5,59.09,4.0,573,120.0,-101.25877142756309,0.5067842861248569,3.8944752619226146,6.217566095585488,39.84141753331911,170.64744859122928
C Magaia,2026,T20I,98,118,5,8,11,0,19.6,83.05,126.0,10.5,68.11,12.0,335,109.0,-25.977421277078452,-1.3255634120878415,3.643738116715671,-25.053380759523364,-12.600451802250555,170.64744859122928
C Mahamalage,2026,T20I,33,64,2,4,1,0,16.5,51.56,21.0,5.25,36.21,6.0,212,60.0,-109.88087075407879,-2.561778213430678,6.490622485239715,-5.029015235505955,0.7480732808203132,170.64744859122928
C Munro,2026,BBL,3,6,1,1,0,0,3.0,50.0,115.0,14.38,121.05,8.0,1499,174.0,-27.800085330819126,-8.60240592162842,-9.543633416914405,-5.677853568806281,55.33590422959672,170.64744859122928
C Murray,2026,ODI,14,28,1,1,2,0,14.0,50.0,29.0,9.67,82.86,6.0,108,52.0,-110.63304757657315,-1.5626475633245787,0.7815555862997556,-2.3933119027525076,-5.219329375171911,170.64744859122928
C Nunes,2026,T20I,171,114,6,8,16,7,28.5,150.0,41.0,20.5,141.38,3.0,41,68.0,-100.54685902850485,-6.550375720844686,-6.961568915905972,17.41987045272855,-6.175953872789532,170.64744859122928
C Pengkumta,2026,T20I,20,40,2,2,2,0,10.0,50.0,61.0,15.25,100.0,5.0,127,83.0,-77.68497114083169,-3.186974017420435,-1.3676586870582115,2.360921053884398,-8.177854950991176,170.64744859122928
C Potgieter,2026,T20I,126,102,6,7,8,7,21.0,123.53,102.0,20.4,129.11,5.0,102,124.0,-25.70017948460684,-7.606220492001174,-4.930115389304365,5.533938289081394,-14.357482848035627,170.64744859122928
C Pyle,2026,T20I,102,103,7,8,5,4,14.57,99.03,86.0,28.67,238.89,4.0,231,152.0,-62.398643436428195,0.023445362068335526,1.5734538110785043,20.150769410933805,22.30889457437954,170.64744859122928
C Roberts,2026,T20I,278,266,9,11,15,2,30.89,104.51,155.0,31.0,98.1,6.0,391,153.0,-1.0937637973993317,2.291762587455879,-2.6248867060236294,1.8999150647119372,-18.497769340446297,170.64744859122928
C Sutthiruang,2026,T20I,113,143,11,12,9,1,10.27,79.02,262.0,13.1,86.47,22.0,941,238.0,49.3173345404258,-7.7096641125793095,1.9995749510949656,-0.3038738069809429,24.397186252748728,170.64744859122928
C Tlali,2026,T20I,83,101,9,10,14,0,9.22,82.18,19.0,4.75,39.58,4.0,97,50.0,-129.74219609685048,0.9851680603929306,6.505640930721736,8.683477304152413,-7.01195239273366,170.64744859122928
C Tommy,2026,T20I,73,70,4,5,6,2,18.25,104.29,67.0,16.75,106.35,4.0,169,99.0,-71.63456827252747,-3.5066913208118438,-3.665665367492599,11.418258817636412,-3.96604792584942,170.64744859122928
C Trott,2026,T20I,1,2,0,1,0,0,1.0,50.0,5.0,2.5,41.67,4.0,5,19.0,-151.93908068293592,0.6203592449503433,3.8319783990846528,9.102531831554058,-13.72696691305269,170.64744859122928
C Uwase,2026,T20I,244,254,11,16,24,4,22.18,96.06,171.0,10.69,82.61,17.0,364,134.0,6.886324726073442,0.5549075277279456,1.4296805267730057,-13.786163780550666,-31.780794584862118,170.64744859122928
C Webster,2026,T20I,5,11,2,2,0,0,2.5,45.45,51.0,12.75,150.0,4.0,51,75.0,-90.97139647908207,-2.277988393617122,-4.863816317040172,11.1138955972048,-8.489940537382093,170.64744859122928
C de Lange,2026,ODI,76,127,2,3,5,0,38.0,59.84,80.0,40.0,61.54,4.0,103,114.0,-66.95843762672348,1.578847734440835,7.753803612748533,12.225204013601315,-10.773639611894657,170.64744859122928
C de Lange,2026,T20I,10,28,5,7,1,0,2.0,35.71,50.0,10.0,73.53,8.0,110,60.0,-91.13413980042054,-2.5867274488905942,1.9250637456021102,-9.831484523389566,-8.746020513926524,170.64744859122928
CA Henry,2026,ODI,136,177,4,6,6,2,34.0,76.84,221.0,31.57,133.13,8.0,758,213.0,32.51368330721339,3.928534439513468,-6.865811555992691,-6.3127789207096265,19.38330652171274,170.64744859122928
CA Henry,2026,T20I,178,131,6,10,17,5,29.67,135.88,49.0,24.5,102.08,3.0,506,135.0,-75.35784378108464,-3.3867409820421255,-1.7955262062465303,19.29739125964044,25.166362324654095,170.64744859122928
CA Henry,2026,WPL,108,69,4,5,10,6,27.0,156.52,167.0,20.88,194.19,7.0,167,170.0,7.671669565338736,-11.501360377860623,5.086431294048853,-0.14611960186150255,-2.134660030536843,170.64744859122928
CA Keita,2026,T20I,2,12,2,2,0,0,1.0,16.67,8.0,1.6,21.05,5.0,47,34.0,-142.56481746411953,2.069793242767179,10.416589274567972,3.4039718609823053,-9.614421183839704,170.64744859122928
CA Lynn,2026,BBL,68,56,5,6,9,1,13.6,121.43,294.0,49.0,168.97,7.0,4020,463.0,127.74219781319096,6.019612997308493,7.7299439086905055,-1.172212475490995,151.95575617042513,170.64744859122928
CB Roposo,2026,T20I,41,45,3,5,3,0,13.67,91.11,53.0,17.67,92.98,4.0,54,81.0,-86.05914360567047,-4.431671827178906,0.18801182202002406,12.208966663855154,-11.462340958851163,170.64744859122928
CC Machado,2026,T20I,38,72,6,6,2,0,6.33,52.78,17.0,8.5,51.52,3.0,31,37.0,-145.05381747018825,-0.5768946101291859,2.790331011615596,18.295354581588672,-9.598446063309632,170.64744859122928
CE Coulter Reilly,2026,T20I,1,4,1,2,0,0,1.0,25.0,25.0,6.25,73.53,5.0,27,42.0,-126.47667507973105,2.2159425277665874,1.092519819861515,2.663590601753539,-8.413378802058716,170.64744859122928
CE Dean,2026,ODI,47,62,0,2,2,0,47.0,75.81,166.0,16.6,70.94,11.0,509,170.0,7.668451158192883,-8.750891815573945,2.010114113072036,-10.782298744412184,9.67612651169836,170.64744859122928
CE Dean,2026,T20I,24,17,1,3,4,0,24.0,141.18,13.0,4.33,86.67,4.0,148,60.0,-127.77845332508869,1.5818026945611932,-0.8180593047455004,8.93950276327534,7.23073476361282,170.64744859122928
CE Jacob,2026,T20I,59,67,4,5,4,0,14.75,88.06,84.0,8.4,54.19,9.0,84,69.0,-73.64121145765837,-4.86781523936374,2.6390206993911827,-16.53510828988851,-8.92864842672041,170.64744859122928
CJ Boyce,2026,BBL,43,31,1,2,3,2,43.0,138.71,31.0,31.0,124.0,4.0,327,66.0,-99.49048956767909,-2.909882362118272,-12.903585943926663,6.5968084482516165,4.317692331423584,170.64744859122928
CJ Green,2026,BBL,49,22,2,4,3,4,24.5,222.73,113.0,12.56,117.71,12.0,782,141.0,-24.744522197228804,-11.615277742105235,-6.561920986535618,-13.609816217243006,26.583241844725503,170.64744859122928
CJ Green,2026,PSL,138,86,6,5,14,6,23.0,160.47,27.0,27.0,93.1,3.0,27,34.0,-129.67596349824473,-9.153703529404119,-1.3523967554272172,13.633685476773923,-10.269707847801179,170.64744859122928
CJ Jordan,2026,BBL,11,20,3,5,0,0,3.67,55.0,87.0,29.0,120.83,9.0,329,95.0,-56.18958632742207,-2.5718974052650756,-6.428912439325228,-13.002839327302263,2.195695099507277,170.64744859122928
CJ Langford,2026,T20I,9,3,0,1,0,1,9.0,300.0,80.0,26.67,109.59,5.0,110,94.0,-66.48132994169754,-3.030714140535427,-3.539306846538315,3.9995074210247825,-7.583855200512956,170.64744859122928
CJ Stamp,2026,T20I,17,22,1,2,0,0,17.0,77.27,27.0,27.0,93.1,3.0,27,34.0,-129.67596349824473,-9.153703529404119,-1.3523967554272172,13.633685476773923,-10.269707847801179,170.64744859122928
CK Jasmat,2026,T20I,17,13,3,3,1,1,5.67,130.77,199.0,22.11,113.71,12.0,350,153.0,17.667961015039722,-4.387664568293767,-6.854006149872758,-9.06760033218452,-15.165700926658882,170.64744859122928
CL Tryon,2026,ODI,139,118,5,6,11,6,27.8,117.8,421.0,35.08,103.95,16.0,1861,348.0,134.28999064966425,1.54836233873482,-6.473037558744962,-6.305904356006944,54.70856641579481,170.64744859122928
CL Tryon,2026,T20I,123,107,9,13,12,2,13.67,114.95,45.0,22.5,140.62,4.0,1143,146.0,-72.55681564509194,-3.725994987508953,-6.952935684953647,8.433848970090311,50.14624192300617,170.64744859122928
