bowler,format,recent_wkts,recent_econ,recent_avg,career_econ,career_avg,form_score,form_label
Saqib Khan,PSL,1,8.52,44.0,8.52,44.0,100.0,Good
Saqib Zulfiqar,T20I,3,5.57,13.0,6.0,19.5,128.9,On Fire
Saqlain Arshad,T20I,8,6.415,12.335,7.14,15.7,119.3,On Fire
Saqlain Mukhtar,T20I,2,9.55,52.5,9.55,52.5,100.0,Good
Sara,T20I,2,9.95,27.5,9.82,36.0,114.8,On Fire
Sara Vivek,T20I,2,7.635,89.5,7.41,89.5,98.5,Good
Saran Maliwan,T20I,1,5.52,23.0,5.52,23.0,100.0,Good
Saransh Jain,Test,3,2.84,55.67,2.84,55.67,100.0,Good
Saranya Kotha,T20I,9,4.42,6.22,4.42,6.22,100.0,Good
Sarawut Maliwan,T20I,14,9.254999999999999,26.665,6.75,18.66,71.5,Average
Sareer Shah,T20I,3,8.925,32.835,9.23,59.0,141.6,On Fire
Sarkar Ameji,T20I,1,7.5,45.0,7.5,45.0,100.0,Good
Saud Munir,T20I,8,6.03,25.145,6.17,13.26,77.5,Average
Saud Shakeel,PSL,9,7.975,19.525,7.96,19.1,98.8,Good
Saud Shakeel,Test,0,6.0,7.0,8.04,67.0,545.6,On Fire
Saurabh Kumar,T20I,1,11.71,82.0,11.71,82.0,100.0,Good
Sazib Bhuiyan,T20I,13,10.085,29.715,8.83,17.59,73.4,Average
Sedik Sahak,T20I,0,11.17,121.0,11.17,121.0,100.0,Good
Seemana KC,T20I,0,7.6,38.0,7.6,38.0,100.0,Good
Sejal Vinod,T20I,9,5.025,8.5,5.93,10.11,118.5,On Fire
Serdar Burak Emir,T20I,6,13.105,67.7,11.95,42.5,77.0,Average
Shadab Khan,BBL,7,10.719999999999999,30.43,7.97,23.14,75.2,Average
Shadab Khan,CPL,4,4.42,13.25,5.57,13.0,112.1,On Fire
Shadab Khan,ODI,3,5.31,46.0,5.27,33.45,86.0,Good
Shadab Khan,PSL,32,7.470000000000001,15.120000000000001,7.64,21.95,123.7,On Fire
Shadab Khan,T20I,16,8.545,32.665,7.5,22.06,77.7,Average
Shadnan Khan,T20I,6,7.43,17.33,7.67,19.17,106.9,Good
Shafali Verma,ODI,2,5.07,21.5,5.27,34.25,131.6,On Fire
Shafali Verma,T20I,6,8.120000000000001,18.585,6.56,17.29,86.9,Good
Shafali Verma,Test,1,2.17,13.0,2.22,10.0,89.6,Good
Shafali Verma,WPL,4,8.22,18.5,8.22,18.5,100.0,Good
Shafina Mahesh,T20I,10,6.66,29.25,6.01,21.58,82.0,Average
Shafiq Jan,T20I,2,11.0,22.0,9.67,29.0,109.9,Good
Shafiullah Zakhel,T20I,0,11.2,56.0,11.2,56.0,100.0,Good
Shagharai Sefat,T20I,1,4.25,17.0,6.44,13.1,114.3,On Fire
Shah Abrar Hussain,T20I,8,7.3,28.12,7.55,26.33,98.5,Good
Shah Faisal,ODI,3,6.1,41.0,6.1,41.0,100.0,Good
Shah Faisal,T20I,16,8.165,45.635,7.54,21.69,69.9,Average
Shahab Alam,T20I,3,9.6,20.0,8.93,29.75,120.9,On Fire
Shahbaz Ahmed,IPL,6,11.82,64.0,9.76,39.59,72.2,Average
Shaheen Shah Afridi,BBL,2,10.8,76.5,10.8,76.5,100.0,Good
Shaheen Shah Afridi,ODI,28,5.470000000000001,27.395000000000003,5.65,24.38,96.1,Good
Shaheen Shah Afridi,PSL,36,7.8149999999999995,16.770000000000003,7.94,18.76,106.7,Good
Shaheen Shah Afridi,T20I,35,8.725,20.619999999999997,7.9,20.05,93.9,Good
Shaheen Shah Afridi,Test,10,3.56,31.0,3.16,27.7,89.1,Good
Shaheryar Butt,T20I,0,6.0,1.0,15.43,18.0,1028.6,
Shahid Afridi,T20I,25,8.495,16.005000000000003,6.85,20.85,105.5,Good
Shahid Ahmadzai,ODI,4,3.78,21.75,3.55,36.2,130.2,On Fire
Shahid Ahmadzai,T20I,1,13.5,27.0,13.5,27.0,100.0,Good
Shahid Aziz,PSL,7,8.335,17.57,8.5,14.57,92.5,Good
Shahreeennawab,T20I,11,7.505,25.145,6.86,23.94,93.3,Good
Shaik Basha,T20I,0,12.33,37.0,10.2,17.0,64.3,Average
Shakeel Ahmed,ODI,33,3.8200000000000003,19.065,3.45,14.16,82.3,Average
Shakeel Ahmed,T20I,14,7.43,24.18,6.51,22.49,90.3,Good
Shakeel Zeb,T20I,5,3.655,7.8,7.09,15.6,197.0,On Fire
Shakib Al Hasan,CPL,6,8.3,31.83,7.14,20.36,75.0,Average
Shakib Al Hasan,PSL,2,8.17,24.5,7.48,27.18,101.2,Good
Shamim Hossain,ODI,2,4.0,26.0,4.29,30.0,111.3,On Fire
Shamim Hossain,T20I,3,7.62,36.0,7.36,39.67,103.4,Good
Shantanu Kaveri,T20I,0,9.77,16.5,5.36,15.8,75.3,Average
Shariq Munir,T20I,5,9.08,52.5,9.15,37.8,86.4,Good
Shariz Ahmad,T20I,0,12.0,12.0,7.93,27.75,148.7,On Fire
Shashank Singh,IPL,4,11.15,24.5,9.33,28.0,99.0,Good
Shashikant Laxman,T20I,5,4.585,14.25,5.5,13.8,108.4,Good
Shawaal Zulfiqar,T20I,0,7.5,5.0,7.5,5.0,100.0,Good
Shehzad Gul,PSL,0,10.64,78.0,10.64,78.0,100.0,Good
Sheikh Rasik,T20I,1,6.89,62.0,6.52,23.62,66.4,Average
Sher Sahak,T20I,4,7.36,16.25,6.92,13.39,88.2,Good
Sheraz Sheikh,T20I,9,7.109999999999999,15.325,7.15,18.35,110.2,On Fire
Sheraz Sirwari,T20I,11,8.254999999999999,21.535,8.29,20.73,98.3,Good
Shiraz Khan,T20I,1,9.17,55.0,6.35,20.64,53.4,Poor
Shiva Mani,T20I,1,14.33,43.0,14.33,43.0,100.0,Good
Shivam Sharma,ODI,8,9.11,27.689999999999998,5.55,32.62,89.4,Good
Shivam Sharma,T20I,17,8.25,15.620000000000001,5.43,9.59,63.6,Average
Shivang Kumar,IPL,11,9.62,34.09,9.62,34.09,100.0,Good
Shivani Sati,T20I,5,8.33,18.0,7.56,20.4,102.0,Good
Shoaib Bashir,Test,23,3.875,41.6,3.79,38.88,95.6,Good
Shoaib Khan,ODI,0,24.0,4.0,5.59,67.5,855.4,On Fire
Shoaib Malik,PSL,0,17.5,35.0,7.12,41.68,79.9,Average
Shoaib Rafiq,T20I,2,6.73,50.5,4.74,12.05,47.1,Poor
Shoriful Islam,ODI,15,3.86,14.67,5.44,25.97,159.0,On Fire
Shoriful Islam,PSL,2,7.76,59.5,7.76,59.5,100.0,Good
Shoriful Islam,T20I,21,8.695,20.29,8.2,22.34,102.2,Good
Shoriful Islam,Test,8,3.04,14.5,3.1,32.17,161.9,On Fire
Shorna Akter,ODI,6,4.775,41.5,4.62,28.08,82.2,Average
Shorna Akter,T20I,12,7.62,38.91,7.07,19.27,71.2,Average
Shreya Voya,T20I,7,3.14,6.29,3.14,6.29,100.0,Good
Shruti Yadav,T20I,3,6.975,23.25,7.33,25.67,107.7,Good
Shuaib Al Balushi,T20I,3,8.73,32.0,8.73,32.0,100.0,Good
Shubham Ranjane,ODI,15,5.285,24.72,5.32,24.87,100.6,Good
Shubham Ranjane,T20I,1,6.5,26.0,6.5,26.0,100.0,Good
Shubman Gill,Test,0,4.0,8.0,2.84,9.0,91.8,Good
Shujaat Rasool,T20I,5,6.7,17.2,6.7,17.2,100.0,Good
Sikandar Raza,ODI,3,5.029999999999999,97.25,4.96,41.92,70.9,Average
Sikandar Raza,PSL,16,8.575,28.435000000000002,8.41,27.37,97.2,Good
Sikandar Raza,T20I,32,7.615,32.705,7.04,23.09,81.5,Average
Sikandar Raza,Test,2,3.27,114.5,3.3,46.09,70.6,Average
Silda Joy,T20I,7,4.0,6.29,4.0,6.29,100.0,Good
Simarjeet Singh,IPL,2,13.87,70.5,9.92,33.33,59.4,Poor
Simon Sorensen,T20I,3,8.76,18.0,8.76,18.0,100.0,Good
Simrah Mirza,T20I,1,9.75,65.0,9.88,84.0,115.3,On Fire
Sinan Khan,T20I,5,8.71,12.2,9.21,16.12,118.9,On Fire
Siow Tzin Yee,T20I,13,4.045,13.435,4.56,10.21,94.4,Good
Sirajullah Khadim,T20I,22,6.985,19.375,6.31,15.1,84.1,Average
Snigdha Malhotra,T20I,10,3.69,4.8,3.69,4.8,100.0,Good
Snir Massil,T20I,0,24.0,4.0,24.0,4.0,100.0,Good
Sobu George,T20I,0,19.0,19.0,19.0,19.0,100.0,Good
Sofia Araya,T20I,1,10.71,25.0,10.71,25.0,100.0,Good
Sofia Mardones,T20I,0,7.43,26.0,9.38,50.0,159.3,On Fire
Sofia Velic,T20I,1,7.0,21.0,7.0,21.0,100.0,Good
Sohail Ahmed,T20I,1,11.52,96.0,8.02,38.75,55.0,Poor
Sohel Patel,T20I,2,7.2,15.0,5.87,14.83,90.2,Good
Sok Srey Maov,T20I,1,8.85,90.0,6.44,23.6,49.5,Poor
Sompal Kami,ODI,21,6.225,33.25,5.37,27.67,84.7,Average
Sompal Kami,T20I,19,7.475,20.685,7.19,20.54,97.7,Good
Sonal Sengar,T20I,1,9.75,13.0,9.75,13.0,100.0,Good
Sonam,T20I,12,6.455,29.625,5.68,17.86,74.1,Average
Soumya Sarkar,ODI,1,5.89,53.0,6.07,28.33,78.3,Average
Soyeb Pendi,T20I,17,7.055,43.875,6.26,15.53,62.1,Average
Suabika Manivannan,T20I,2,6.18,32.0,7.41,35.8,115.9,On Fire
Sufiyan Muqeem,CPL,2,9.0,18.0,9.0,18.0,100.0,Good
Sufiyan Muqeem,ODI,4,4.48,32.5,4.9,22.75,89.7,Good
Sufiyan Muqeem,PSL,25,8.39,60.105000000000004,7.88,18.52,62.4,Average
Sufiyan Muqeem,T20I,9,6.04,16.11,6.3,12.52,91.0,Good
Sufiyan Tarajia,T20I,6,6.0,13.0,6.0,13.0,100.0,Good
Sufyan Mehmood,ODI,7,4.15,19.86,4.22,21.0,103.7,Good
Sufyan Mehmood,T20I,18,8.965,40.75,8.55,28.28,82.4,Average
Suhail Sattar,T20I,4,9.65,31.75,9.65,31.75,100.0,Good
Suheda Hancer,T20I,0,5.0,20.0,5.0,20.0,100.0,Good
Sukhjinder Singh,ODI,0,7.5,30.0,7.5,30.0,100.0,Good
Sukhjinder Singh,T20I,3,5.31,23.0,5.31,23.0,100.0,Good
Sulaimon Runsewe,T20I,1,10.0,13.5,9.09,16.67,107.2,Good
Sultana Khatun,ODI,2,5.67,41.25,4.03,27.64,69.0,Average
Sultana Khatun,T20I,8,7.109999999999999,32.0,6.79,23.95,85.2,Good
Sunjidmaa Phillips,T20I,0,11.83,71.0,11.83,71.0,100.0,Good
Suresh Kumar,T20I,5,8.57,14.0,8.57,14.0,100.0,Good
Surinder Singh,T20I,4,5.19,8.0,8.41,21.38,214.6,On Fire
Surya Anand,T20I,11,6.76,17.91,5.99,22.15,106.1,Good
Suryansh Shedge,IPL,0,12.63,40.0,12.63,40.0,100.0,Good
Suryansh Shedge,T20I,0,10.77,79.0,10.77,79.0,100.0,Good
Susan George,T20I,1,4.32,18.0,4.32,18.0,100.0,Good
Suyash Sharma,IPL,18,9.025,45.445,8.88,41.03,94.3,Good
Suzan Turan,T20I,6,3.485,8.835,4.21,11.0,122.7,On Fire
Sweeta Corda,T20I,1,10.614999999999998,23.0,10.62,46.0,150.0,On Fire
Syed Ahzamul Haq,T20I,2,10.17,30.5,10.17,30.5,100.0,Good
Syed Ali Gillani,T20I,3,8.67,26.0,8.67,26.0,100.0,Good
Syed Aziz,T20I,46,6.3149999999999995,17.22,7.22,20.25,116.0,On Fire
Syed Faizan Tahir,T20I,1,8.0,8.0,8.0,8.0,100.0,Good
Syed Jawad Haider,T20I,1,9.33,28.0,9.33,28.0,100.0,Good
Syeda Aroob Shah,ODI,12,4.385,20.8,4.58,29.33,122.7,On Fire
Sylvia Usabyimana,T20I,5,5.61,20.4,5.4,16.89,89.5,Good
T Araliya,T20I,6,6.62,19.67,7.21,20.12,105.6,Good
T Brown,T20I,3,4.19,17.0,4.19,17.0,100.0,Good
T Chopra,T20I,13,4.95,8.38,5.26,10.87,118.0,On Fire
T Dissanayake,T20I,3,5.1,41.67,5.1,41.67,100.0,Good
T Dlamini,T20I,4,7.45,52.75,7.41,55.25,102.1,Good
T Elikana,T20I,1,7.96,73.0,7.96,73.0,100.0,Good
T Gwandu,ODI,5,6.04,31.0,6.51,38.6,116.1,On Fire
T Gwandu,T20I,5,9.84,36.4,8.34,23.39,74.5,Average
T Gwandu,Test,4,5.78,53.0,5.78,53.0,100.0,Good
T Hinds,CPL,8,12.16,31.75,10.37,27.81,86.4,Good
T Iosefo,T20I,17,5.0,10.29,5.13,10.3,101.3,Good
T Jamtsho,T20I,7,8.375,11.215,8.53,25.15,163.1,On Fire
T Kolcunova,T20I,4,6.66,27.75,6.77,54.75,149.5,On Fire
T Lungameni,ODI,6,4.46,20.83,4.53,23.29,106.7,Good
T Lungameni,T20I,2,7.89,35.5,7.51,32.7,93.6,Good
T Makaya,T20I,2,5.89,26.5,5.89,26.5,100.0,Good
T Makusha,ODI,8,5.925000000000001,66.0,4.82,40.0,71.0,Average
T Makusha,T20I,2,8.365,46.5,8.12,65.0,118.4,On Fire
T Malinga,T20I,5,5.3,24.4,6.53,42.83,149.4,On Fire
T Mayes,ODI,1,5.54,72.0,5.54,72.0,100.0,Good
T Mayes,Test,0,2.26,52.0,2.26,52.0,100.0,Good
T Moses,T20I,2,6.86,24.0,6.86,24.0,100.0,Good
T Mpatane,T20I,1,2.0,4.0,8.67,26.0,541.8,On Fire
T Mulepati,T20I,14,3.1,4.875,3.65,6.0,120.4,On Fire
T Murphy,BBL,4,8.78,19.75,6.74,21.14,91.9,Good
T Murphy,Test,1,4.95,85.0,3.2,26.91,48.2,Poor
T Natarajan,IPL,7,11.95,56.165,9.18,28.65,63.9,Average
T Nightingale,T20I,2,6.984999999999999,22.0,6.85,30.6,118.6,On Fire
T Oyella,T20I,6,3.17,6.33,3.17,6.33,100.0,Good
T Perera,T20I,7,8.73,18.71,8.42,20.41,102.8,Good
T Putthawong,ODI,17,4.215,15.72,3.62,14.34,88.6,Good
T Putthawong,T20I,107,4.185,7.63,4.26,8.36,105.7,Good
T Ramabitsa,T20I,6,6.57,17.33,6.53,19.0,104.5,Good
T Rossi,T20I,2,9.875,32.5,7.04,19.67,65.9,Average
T Sandaruwan,T20I,14,7.8549999999999995,20.045,7.45,18.36,93.2,Good
T Sangha,BBL,8,7.824999999999999,58.855000000000004,7.41,20.98,65.2,Average
T Sangha,ODI,2,5.305,50.75,5.88,63.25,117.7,On Fire
T Sarada,T20I,0,4.5,18.0,4.5,18.0,100.0,Good
T Shadrack,T20I,34,3.135,6.84,3.95,10.28,138.1,On Fire
T Shamsi,BBL,8,5.66,10.5,5.66,10.5,100.0,Good
T Shamsi,CPL,18,7.24,15.28,7.13,18.24,108.9,Good
T Shamsi,ODI,0,6.33,115.0,5.57,33.47,58.5,Poor
T Smith,T20I,1,6.25,7.0,4.4,11.0,113.8,On Fire
T Stubbs,IPL,0,20.0,40.0,11.5,17.25,50.3,Poor
T Taylor,T20I,7,9.64,14.0,7.17,18.05,101.7,Good
T Thorpe,T20I,5,5.53,16.6,5.53,16.6,100.0,Good
T Trajkovic,T20I,3,7.94,15.0,6.06,9.5,69.8,Average
T Tshose,T20I,9,7.0,33.75,7.02,20.44,80.4,Average
T Vasistha,WPL,0,11.5,23.0,11.5,23.0,100.0,Good
T Vijay,IPL,0,14.5,29.0,14.5,29.0,100.0,Good
T Wangchuk,T20I,9,6.0,15.56,7.35,24.0,138.4,On Fire
T Yangchen,T20I,7,6.109999999999999,17.125,5.57,18.29,99.0,Good
T Yotharat,T20I,1,3.2,16.0,5.71,14.75,135.3,On Fire
T Zangmo,T20I,10,6.045,30.9,4.85,15.5,65.2,Average
T van der Gugten,ODI,1,2.92,38.0,3.17,21.67,82.8,Average
T van der Gugten,T20I,0,10.5,21.0,7.6,19.55,82.7,Average
TA Boult,IPL,25,10.3,58.24,8.51,25.82,63.5,Average
TA Dudnath,T20I,2,5.67,26.0,6.07,17.2,86.6,Good
TA Khetsi,T20I,1,11.25,45.0,11.25,45.0,100.0,Good
TA Lavia,T20I,10,3.83,12.7,3.83,12.7,100.0,Good
TAW Patterson,T20I,0,13.5,18.0,14.0,49.0,188.0,On Fire
TC Mataora,T20I,1,7.89,71.0,7.89,71.0,100.0,Good
TD Andrews,BBL,9,8.53,33.89,7.82,33.08,94.6,Good
TD Chaoana,T20I,9,9.76,31.44,8.15,35.67,98.5,Good
TG Norris,T20I,19,4.525,12.530000000000001,4.5,9.45,87.4,Good
TG Thamae,T20I,2,9.8,64.5,8.94,32.14,70.5,Average
TH David,BBL,0,10.0,40.0,8.34,63.5,121.1,On Fire
TH David,IPL,0,18.0,18.0,18.0,18.0,100.0,Good
TH Semau,T20I,14,4.71,10.14,4.78,11.2,106.0,Good
TI Gajanayake,T20I,19,6.195,15.325,6.29,21.03,119.4,On Fire
TJ Draca,T20I,5,9.32,41.0,7.19,19.54,62.4,Average
TJG Pringle,ODI,1,4.56,41.0,6.21,87.33,174.6,On Fire
TJG Pringle,T20I,2,5.67,17.0,6.47,23.84,127.2,On Fire
TK Curran,BBL,19,7.7299999999999995,18.95,8.26,20.26,106.9,Good
TK Curran,PSL,2,8.93,78.0,9.22,32.82,72.7,Average
TKP Rajapaksha,T20I,1,9.25,37.0,8.56,34.25,92.6,Good
TL Chivanga,ODI,1,4.86,34.0,6.0,43.8,126.1,On Fire
TL Chivanga,Test,11,4.9,48.45,4.71,45.07,94.6,Good
TL Cutler,T20I,3,5.92,23.67,7.5,30.0,126.7,On Fire
TM Head,IPL,1,7.0,7.0,11.25,30.0,294.6,On Fire
TM Head,ODI,5,6.5,18.2,5.76,37.9,148.4,On Fire
TM Head,Test,2,4.29,60.25,3.7,39.75,76.1,Average
TM Macalou,T20I,3,8.76,30.67,7.74,20.18,77.1,Average
TM McGrath,ODI,8,5.37,34.1,5.18,29.33,91.2,Good
TM McGrath,T20I,4,8.295,33.625,8.0,21.5,80.2,Average
TM McGrath,Test,0,3.0,30.0,2.5,26.73,86.2,Good
TM McGrath,WPL,2,8.08,48.5,9.77,50.8,112.8,On Fire
TP Kanwar,ODI,2,3.44,15.5,4.17,37.5,181.6,On Fire
TP Kanwar,WPL,9,8.175,71.83500000000001,8.0,31.8,71.1,Average
TR Sadhu,ODI,4,5.13,29.5,4.96,43.43,122.0,On Fire
TR Sadhu,WPL,1,8.84,56.0,8.22,31.5,74.6,Average
TRR Sharfudheen,T20I,3,4.805,12.5,4.97,9.67,90.4,Good
TS Mills,CPL,2,8.81,34.5,8.81,34.5,100.0,Good
TS Mills,PSL,4,10.71,18.75,8.35,21.0,95.0,Good
TS Omary,T20I,4,4.6,5.75,4.29,12.0,151.0,On Fire
TS Rogers,BBL,8,8.64,24.12,8.37,22.7,95.5,Good
TS Sekhukhune,ODI,15,6.035,34.0,5.03,32.38,89.3,Good
TS Sekhukhune,T20I,10,10.05,22.3,7.62,19.85,82.4,Average
TT Maposa,T20I,14,11.57,46.46,9.04,32.53,74.1,Average
TT Soe,T20I,11,4.695,14.4,4.12,10.3,79.6,Average
TU Deshpande,IPL,14,11.29,46.39,10.04,30.97,77.8,Average
Taful Elkhair,T20I,0,13.22,25.5,11.33,51.0,142.9,On Fire
Taher Muhammad,T20I,0,12.645,49.5,9.5,104.5,143.1,On Fire
Taijul Islam,Test,60,3.175,22.395,3.06,29.49,114.0,On Fire
Taimoor Nasir,T20I,3,2.5,3.33,2.5,3.33,100.0,Good
Tanvir Islam,ODI,17,4.725,37.415,4.66,27.71,86.3,Good
Tanvir Islam,T20I,2,8.38,33.5,8.0,34.0,98.5,Good
Tanzim Hasan Sakib,ODI,7,6.21,25.43,5.9,28.05,102.7,Good
Tanzim Hasan Sakib,T20I,22,9.07,23.9,8.31,24.09,96.2,Good
Tanzim Hasan Sakib,Test,1,4.67,49.0,4.67,49.0,100.0,Good
Taranjeet Singh,T20I,11,7.025,45.18,6.71,18.91,68.7,Average
Taranjit Singh,T20I,12,8.16,21.9,7.4,17.14,84.5,Average
Tashi Dorji,T20I,10,6.66,21.56,6.42,18.18,90.4,Good
Tashi Phuntsho,T20I,13,5.140000000000001,12.344999999999999,5.19,10.9,94.6,Good
Taskin Ahmed,ODI,30,4.8100000000000005,21.525,5.39,29.2,123.9,On Fire
Taskin Ahmed,T20I,23,8.405000000000001,63.91,7.75,21.85,63.2,Average
Taskin Ahmed,Test,10,3.85,38.8,3.61,39.77,98.1,Good
Tasmia Rubab,ODI,9,5.13,20.33,5.13,20.33,100.0,Good
Tasmia Rubab,T20I,2,11.01,61.5,11.08,84.0,118.6,On Fire
Tenjin Rabgey,T20I,0,8.0,8.0,5.2,26.0,195.0,On Fire
Thea Larsen,T20I,4,5.91,16.25,5.91,16.25,100.0,Good
Thilina Silva,T20I,5,5.43,15.2,5.43,15.2,100.0,Good
Thomas Balkin,BBL,6,8.325,19.835,8.4,19.83,100.4,Good
Thuya Aung,T20I,10,6.19,16.7,6.02,17.1,99.8,Good
Tian Sen Qun,T20I,1,14.5,29.0,6.75,21.6,60.5,Average
Tilak Varma,ODI,0,9.67,29.0,6.8,68.0,152.4,On Fire
Tilak Varma,T20I,3,6.9350000000000005,14.0,6.1,12.8,89.7,Good
Towhid Hridoy,T20I,0,15.0,5.0,15.0,5.0,100.0,Good
Tripti Gore,T20I,0,12.0,36.0,12.0,36.0,100.0,Good
Tshering Choden,T20I,5,5.805,19.1,5.81,30.2,129.1,On Fire
Tuba Hassan,T20I,10,7.835,35.75,6.3,23.62,73.2,Average
U Bayarjavkhlan,T20I,5,6.735,34.665,6.88,24.38,86.2,Good
U Dorji,T20I,0,11.5,23.0,11.5,23.0,100.0,Good
U Peace,T20I,14,4.215,16.04,4.23,14.09,94.1,Good
U Shantu,T20I,33,6.695,14.44,6.82,14.3,100.4,Good
U Tuychiev,T20I,1,11.54,25.0,11.54,25.0,100.0,Good
Ubaid Shah,PSL,20,9.625,27.625,9.7,28.95,102.8,Good
Ubaid Shah,Test,2,4.39,39.5,4.39,39.5,100.0,Good
Ugyen Dorji,T20I,1,8.0,56.0,8.0,56.0,100.0,Good
Umaima Sohail,ODI,2,6.27,69.5,5.2,35.85,67.3,Average
Umair Qasim,T20I,10,8.33,23.25,7.87,26.05,103.3,Good
Umair Safi,T20I,1,4.75,38.0,4.75,38.0,100.0,Good
Umair Tariq,T20I,49,8.805,17.79,8.31,15.27,90.1,Good
Umm-e-Hani,ODI,4,5.03,41.5,4.67,33.57,86.9,Good
Umm-e-Hani,T20I,4,8.35,35.5,6.38,27.18,76.5,Average
Usama Mir,BBL,8,6.86,18.88,7.32,21.5,110.3,On Fire
Usama Mir,CPL,7,7.995,31.1,8.22,33.7,105.6,Good
Usama Mir,PSL,8,8.345,47.125,8.27,23.9,74.9,Average
Usman Khalid,T20I,6,6.21,25.0,5.94,19.69,87.2,Good
Usman Khan,T20I,30,8.61,20.91,7.2,13.73,74.6,Average
Usman Najeeb,T20I,4,8.01,52.75,7.61,18.76,65.3,Average
Usman Tariq,CPL,29,6.93,14.975,7.03,14.59,99.4,Good
Usman Tariq,PSL,19,7.75,24.73,7.6,28.76,107.2,Good
Usman Tariq,T20I,18,6.29,10.205,6.66,11.17,107.7,Good
Uswa Syed,T20I,9,5.63,12.0,5.01,10.79,89.5,Good
Utkarsh Jain,T20I,5,5.74,21.8,5.91,16.54,89.4,Good
V Atanasova,T20I,2,10.6,68.0,10.6,68.0,100.0,Good
V Ateak,T20I,4,4.81,18.25,6.12,18.73,114.9,On Fire
V Balakrishnan,T20I,0,3.25,13.0,5.29,15.0,139.1,On Fire
V Buruka,ODI,3,3.88,32.33,4.24,33.83,107.0,Good
V Dhaniram,T20I,7,4.14,13.0,4.14,13.0,100.0,Good
V Hamunyela,T20I,12,5.465,21.485,4.84,16.69,83.1,Average
V Jatinder Kumar,T20I,23,6.255000000000001,19.325,6.19,16.7,92.7,Good
V Kai,T20I,0,6.11,56.0,6.11,56.0,100.0,Good
V Mahajan,T20I,7,4.87,20.86,4.87,20.86,100.0,Good
V Mansale,T20I,13,6.05,17.08,5.71,15.73,93.2,Good
V Marghashayam,T20I,6,10.09,25.0,10.04,24.14,98.0,Good
V Masekesa,Test,11,4.84,42.0,4.84,42.0,100.0,Good
V Nagpaul,T20I,5,6.12,20.8,6.12,20.8,100.0,Good
V Nigam,IPL,14,10.65,43.085,9.6,33.5,83.9,Average
V Nikolova,T20I,0,9.48,49.0,9.48,49.0,100.0,Good
V Phiri,T20I,4,7.46,23.0,5.78,12.76,66.5,Average
V Poglitsch,T20I,0,12.0,16.0,12.0,16.0,100.0,Good
V Puthur,IPL,6,9.08,18.17,9.08,18.17,100.0,Good
V Ravindran,T20I,1,8.51,28.0,6.2,15.5,64.1,Average
V Saini,T20I,21,7.45,20.05,7.49,22.91,107.4,Good
V Shaw,T20I,1,6.0,18.0,5.72,13.67,85.6,Good
V Vijh,T20I,8,8.030000000000001,36.665,8.04,23.22,81.7,Average
V Vira,T20I,32,4.33,9.63,4.31,9.61,99.7,Good
V Viyaskanth,T20I,0,7.0,28.0,7.0,28.0,100.0,Good
V Zimonjic,T20I,9,8.39,30.65,7.66,22.06,81.6,Average
VB Viyala,T20I,10,6.615,23.799999999999997,6.49,23.8,99.1,Good
VD Adewoye,T20I,8,10.84,36.93,8.33,22.95,69.5,Average
VF Bomnyuy,T20I,1,5.44,49.0,5.44,49.0,100.0,Good
VG Arora,IPL,31,10.19,27.564999999999998,9.63,27.57,97.3,Good
VJ Joshitha,WPL,0,10.38,83.0,10.38,83.0,100.0,Good
VJ Kingma,ODI,4,5.07,42.5,5.1,26.56,81.5,Average
VJ Kingma,T20I,0,4.0,2.0,7.49,27.41,778.9,On Fire
VM Nyauchi,Test,3,4.28,73.0,3.26,47.88,70.9,Average
VM Vaghela,T20I,4,3.0,3.0,4.0,5.0,150.0,On Fire
VM Waqavakatoga,T20I,0,8.73,64.0,8.73,64.0,100.0,Good
VO Lawes,CPL,8,10.04,30.12,10.04,30.12,100.0,Good
VO Lawes,ODI,9,5.26,25.33,5.26,25.33,100.0,Good
VP Thamotharam,T20I,6,7.89,41.67,7.65,25.47,79.0,Average
VT Thiyanesh,T20I,5,6.39,13.0,6.39,13.0,100.0,Good
Vaishnave Mahesh,ODI,1,4.72,125.0,4.72,125.0,100.0,Good
Vaishnave Mahesh,T20I,36,4.04,7.994999999999999,4.75,10.63,125.3,On Fire
Vaishnavi Sharma,ODI,0,8.5,34.0,8.5,34.0,100.0,Good
Vaishnavi Sharma,T20I,7,6.21,17.0,6.21,17.0,100.0,Good
Vaishnavi Sharma,WPL,1,7.0,56.0,7.0,56.0,100.0,Good
Vamshi Reddy,T20I,2,9.3,46.5,9.3,46.5,100.0,Good
Vani Dhanuka,T20I,8,4.71,7.75,4.71,7.75,100.0,Good
Vijaykumar Vyshak,IPL,14,10.565,39.125,10.41,29.23,86.6,Good
Vikramjit Singh,T20I,2,11.89,52.5,9.68,27.17,66.6,Average
Viktoria Frey,T20I,9,5.17,10.33,6.09,16.92,140.8,On Fire
Vinay Ravi,T20I,34,7.015,17.814999999999998,6.72,16.36,93.8,Good
Vinu Kumar,T20I,4,6.915,12.25,5.42,16.36,106.0,Good
Viola Komeda,T20I,13,6.0,7.77,6.0,7.77,100.0,Good
Virandeep Singh,T20I,56,4.6850000000000005,11.280000000000001,5.41,12.42,112.8,On Fire
Vishal Sharma,T20I,1,12.67,38.0,12.67,38.0,100.0,Good
Vishil Patel,T20I,8,7.25,24.665,7.16,18.5,86.9,Good
Vivek Dixit,T20I,4,9.62,29.25,9.62,29.25,100.0,Good
