bowler,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
Saqlain Sajib,1,21,40.0,0,5,1,0,3.5,11.43,40.0,23.81,21.0
B Williams,1,6,13.0,0,2,0,0,1.0,13.0,13.0,33.33,6.0
ST de Silva,1,6,10.0,0,2,0,0,1.0,10.0,10.0,33.33,6.0
SV Bahutule,1,19,24.0,0,6,0,1,3.2,7.58,24.0,31.58,19.0
SZ Mulani,2,30,57.0,0,7,3,0,5.0,11.4,57.0,23.33,30.0
Saad Nasim,4,48,67.0,0,16,1,0,8.0,8.38,67.0,33.33,48.0
Sameer Minhas,1,7,9.0,0,4,0,1,1.2,7.71,9.0,57.14,7.0
Sami Faridi,1,36,27.0,0,22,1,0,6.0,4.5,27.0,61.11,36.0
Samiullah Khan,2,121,115.0,0,61,2,1,20.2,5.7,115.0,50.41,121.0
SL Clephane,1,12,30.0,0,2,5,0,2.0,15.0,30.0,16.67,12.0
SM Ariyasinghage,1,7,16.0,0,1,1,1,1.2,13.71,16.0,14.29,7.0
BJ Patel,1,18,21.0,0,7,0,0,3.0,7.0,21.0,38.89,18.0
BJ Rohrer,1,6,12.0,0,1,1,0,1.0,12.0,12.0,16.67,6.0
BOP Fernando,3,30,35.0,0,7,0,0,5.0,7.0,35.0,23.33,30.0
BP Kruger,1,21,23.0,0,10,0,0,3.5,6.57,23.0,47.62,21.0
SM Solia,1,13,16.0,0,5,0,1,2.2,7.38,16.0,38.46,13.0
SM Warnapura,1,54,40.0,0,30,0,0,9.0,4.44,40.0,55.56,54.0
Auqib Nabi,5,81,149.0,0,26,3,3,13.5,11.04,149.0,32.1,81.0
Sazzad Hosen,1,12,22.0,0,2,0,0,2.0,11.0,22.0,16.67,12.0
Sedik Sahak,3,65,121.0,0,16,7,1,10.8,11.17,121.0,24.62,65.0
Seemana KC,2,30,38.0,0,9,5,0,5.0,7.6,38.0,30.0,30.0
Sefu Athumani,1,1,6.0,0,0,0,0,0.2,36.0,6.0,0.0,1.0
Shafiullah Zakhel,2,30,56.0,0,7,0,0,5.0,11.2,56.0,23.33,30.0
Bibina Baby,1,19,34.0,0,9,10,1,3.2,10.74,34.0,47.37,19.0
SK Yadav,1,48,39.0,0,32,0,0,8.0,4.88,39.0,66.67,48.0
MD Rocha,1,12,10.0,0,5,3,0,2.0,5.0,10.0,41.67,12.0
MDJ Walker,1,30,25.0,0,12,0,0,5.0,5.0,25.0,40.0,30.0
MDT Kamini,1,30,31.0,0,9,1,0,5.0,6.2,31.0,30.0,30.0
MDUS Jayasundera,1,43,45.0,0,15,0,1,7.2,6.28,45.0,34.88,43.0
JA Foo,1,6,16.0,0,0,0,0,1.0,16.0,16.0,0.0,6.0
Aswad Khan,1,6,14.0,0,2,2,0,1.0,14.0,14.0,33.33,6.0
Athar Mahmood,3,48,49.0,0,20,0,0,8.0,6.12,49.0,41.67,48.0
Atharva Taide,1,1,4.0,0,0,0,0,0.2,24.0,4.0,0.0,1.0
BJ Diamanti,2,24,44.0,0,3,0,0,4.0,11.0,44.0,12.5,24.0
SRMJJ Arachchilage,3,31,33.0,0,17,4,1,5.2,6.39,33.0,54.84,31.0
JF Bangura,1,7,12.0,0,3,0,1,1.2,10.29,12.0,42.86,7.0
JF Chester,1,7,18.0,0,2,0,1,1.2,15.43,18.0,28.57,7.0
JF Jimenez,2,29,26.0,0,14,6,11,4.8,5.38,26.0,48.28,29.0
JF Smith,1,30,29.0,0,9,1,0,5.0,5.8,29.0,30.0,30.0
JG Kaur,1,19,17.0,0,11,3,1,3.2,5.37,17.0,57.89,19.0
MB Parmar,1,18,33.0,0,4,1,0,3.0,11.0,33.0,22.22,18.0
JKC Ahir,3,19,34.0,0,2,1,0,3.2,10.74,34.0,10.53,19.0
MA Agarwal,1,6,10.0,0,2,0,0,1.0,10.0,10.0,33.33,6.0
MA Butcher,3,108,85.0,0,73,5,0,18.0,4.72,85.0,67.59,108.0
MA Carberry,1,6,12.0,0,1,0,0,1.0,12.0,12.0,16.67,6.0
Ashar Abbas,1,12,24.0,0,4,2,0,2.0,12.0,24.0,33.33,12.0
Ashwani Kumari,1,6,18.0,0,0,1,0,1.0,18.0,18.0,0.0,6.0
C Anayo,1,12,8.0,0,6,1,0,2.0,4.0,8.0,50.0,12.0
C Archibald,2,26,37.0,0,9,1,1,4.3,8.54,37.0,34.62,26.0
Bhumeshswar Jagroo,2,16,17.0,0,5,0,4,2.7,6.38,17.0,31.25,16.0
Shaheryar Butt,2,7,18.0,0,2,0,0,1.2,15.43,18.0,28.57,7.0
Shahid Arshad,1,6,17.0,0,1,0,0,1.0,17.0,17.0,16.67,6.0
Arsalan Qadir,1,6,12.0,0,1,0,0,1.0,12.0,12.0,16.67,6.0
Arshad Khan (2),1,12,24.0,0,5,1,0,2.0,12.0,24.0,41.67,12.0
JJ Griffin,1,6,13.0,0,2,0,0,1.0,13.0,13.0,33.33,6.0
JJ Wright,2,22,28.0,0,9,1,0,3.7,7.64,28.0,40.91,22.0
JK Masara,1,6,5.0,0,1,0,0,1.0,5.0,5.0,16.67,6.0
Badal Singh,2,60,70.0,0,29,2,0,10.0,7.0,70.0,48.33,60.0
MP Enright,1,12,18.0,0,4,0,0,2.0,9.0,18.0,33.33,12.0
J Giyanani,2,42,66.0,0,13,3,0,7.0,9.43,66.0,30.95,42.0
J Grzinic,1,1,4.0,0,0,0,0,0.2,24.0,4.0,0.0,1.0
MR Day,1,12,25.0,0,2,2,0,2.0,12.5,25.0,16.67,12.0
MR Meshram,6,120,78.0,0,69,2,0,20.0,3.9,78.0,57.5,120.0
Bashir Ahmad,1,12,36.0,0,2,0,0,2.0,18.0,36.0,16.67,12.0
Bazid Khan,1,12,11.0,0,3,1,0,2.0,5.5,11.0,25.0,12.0
SN Khan,1,2,6.0,0,0,0,0,0.3,18.0,6.0,0.0,2.0
SPY Baron,1,7,11.0,0,0,4,1,1.2,9.43,11.0,0.0,7.0
BAA Zammitt,1,6,5.0,0,1,0,1,1.0,5.0,5.0,16.67,6.0
BB Chari,2,18,12.0,0,12,0,0,3.0,4.0,12.0,66.67,18.0
SK Burke,1,25,13.0,0,18,0,1,4.2,3.12,13.0,72.0,25.0
SK Rana,1,7,5.0,0,3,0,1,1.2,4.29,5.0,42.86,7.0
BYA Mendis,1,18,11.0,0,10,3,0,3.0,3.67,11.0,55.56,18.0
Babar Hayat,2,12,14.0,0,7,0,0,2.0,7.0,14.0,58.33,12.0
Shehzad Gul,2,44,78.0,0,13,1,2,7.3,10.64,78.0,29.55,44.0
Anmoldeep Singh,3,24,47.0,0,5,4,4,4.0,11.75,47.0,20.83,24.0
SB Keerthana,3,30,43.0,0,7,0,0,5.0,8.6,43.0,23.33,30.0
SB Pokharkar,2,25,35.0,0,11,0,1,4.2,8.4,35.0,44.0,25.0
SC Cook,1,12,16.0,0,6,0,0,2.0,8.0,16.0,50.0,12.0
J Essex,2,29,39.0,0,10,1,1,4.8,8.07,39.0,34.48,29.0
J Fraser-McGurk,1,6,10.0,0,1,0,0,1.0,10.0,10.0,16.67,6.0
J Gallimore,1,6,21.0,0,0,0,0,1.0,21.0,21.0,0.0,6.0
JM Dibble,1,12,21.0,0,5,1,0,2.0,10.5,21.0,41.67,12.0
JM Herrick,2,45,60.0,0,22,2,0,7.5,8.0,60.0,48.89,45.0
JM How,2,12,4.0,0,10,0,0,2.0,2.0,4.0,83.33,12.0
JM Joao,3,24,41.0,0,8,4,0,4.0,10.25,41.0,33.33,24.0
JM Polarouthu,1,13,30.0,0,4,2,1,2.2,13.85,30.0,30.77,13.0
M Terblanche,1,12,0.0,0,12,0,0,2.0,0.0,0.0,100.0,12.0
M Uwase,1,6,11.0,0,1,0,0,1.0,11.0,11.0,16.67,6.0
Shawaal Zulfiqar,1,4,5.0,0,2,0,0,0.7,7.5,5.0,50.0,4.0
Ma Luz Barcelona,1,6,10.0,0,3,5,0,1.0,10.0,10.0,50.0,6.0
Maaha Naseer,1,18,30.0,0,4,0,0,3.0,10.0,30.0,22.22,18.0
J Charles,1,6,12.0,0,2,1,1,1.0,12.0,12.0,33.33,6.0
Shakerullah Safi,2,18,25.0,0,7,0,0,3.0,8.33,25.0,38.89,18.0
Shamsur Rahman,2,12,18.0,0,3,0,0,2.0,9.0,18.0,25.0,12.0
Shan Siddiqui,2,25,31.0,0,9,3,1,4.2,7.44,31.0,36.0,25.0
Shathira Jakir,1,18,22.0,0,9,1,0,3.0,7.33,22.0,50.0,18.0
JL du Plooy,1,6,2.0,0,4,0,0,1.0,2.0,2.0,66.67,6.0
C Brits,1,6,5.0,0,5,3,0,1.0,5.0,5.0,83.33,6.0
SDM Herath,1,14,10.0,0,8,4,2,2.3,4.29,10.0,57.14,14.0
SF Burger,2,66,67.0,0,26,2,0,11.0,6.09,67.0,39.39,66.0
MS Sinclair,1,18,1.0,0,17,0,0,3.0,0.33,1.0,94.44,18.0
MS Wade,4,31,28.0,0,16,1,1,5.2,5.42,28.0,51.61,31.0
MT Herbert,1,18,15.0,0,13,0,0,3.0,5.0,15.0,72.22,18.0
MV Fare,1,7,12.0,0,2,5,1,1.2,10.29,12.0,28.57,7.0
MW Archer,1,12,15.0,0,2,0,0,2.0,7.5,15.0,16.67,12.0
Sobu George,1,6,19.0,0,1,0,0,1.0,19.0,19.0,16.67,6.0
Sohaibullah,1,18,26.0,0,5,1,0,3.0,8.67,26.0,27.78,18.0
C Olphert,2,31,65.0,0,8,6,1,5.2,12.58,65.0,25.81,31.0
C Shivakumar,3,42,72.0,0,13,6,0,7.0,10.29,72.0,30.95,42.0
C Sudarsanan,1,13,25.0,0,4,3,1,2.2,11.54,25.0,30.77,13.0
C Trott,1,24,18.0,0,11,1,0,4.0,4.5,18.0,45.83,24.0
S Wankhade,2,24,51.0,0,9,7,0,4.0,12.75,51.0,37.5,24.0
S Weleilakeba,2,18,33.0,0,4,2,0,3.0,11.0,33.0,22.22,18.0
Apsari Begam,1,6,1.0,0,6,1,0,1.0,1.0,1.0,100.0,6.0
Areeba Mughal,1,12,9.0,0,6,0,0,2.0,4.5,9.0,50.0,12.0
Arif Nasir Uddin,2,24,41.0,0,8,2,0,4.0,10.25,41.0,33.33,24.0
Shenjian Zheng,1,7,32.0,0,1,0,1,1.2,27.43,32.0,14.29,7.0
Shubman Gill,3,25,26.0,0,10,0,0,4.2,6.24,26.0,40.0,25.0
Skhawat Ali,1,48,68.0,0,11,1,0,8.0,8.5,68.0,22.92,48.0
Smriti Anand,2,19,21.0,0,7,0,1,3.2,6.63,21.0,36.84,19.0
Sneha Shankar,1,4,7.0,0,1,0,0,0.7,10.5,7.0,25.0,4.0
SD Heazlett,1,6,15.0,0,1,0,0,1.0,15.0,15.0,16.67,6.0
Bilal Shah,1,12,18.0,0,2,0,0,2.0,9.0,18.0,16.67,12.0
Boio Ray,2,12,12.0,0,8,0,0,2.0,6.0,12.0,66.67,12.0
Borna Pejic,1,6,13.0,0,2,3,0,1.0,13.0,13.0,33.33,6.0
Anowarul Islam,2,18,25.0,0,7,3,0,3.0,8.33,25.0,38.89,18.0
Ansar Iqbal,2,12,16.0,0,5,1,0,2.0,8.0,16.0,41.67,12.0
Anu Kadayat,2,12,23.0,0,4,1,0,2.0,11.5,23.0,33.33,12.0
Anwar Hossain Monir,1,91,102.0,0,51,1,1,15.2,6.73,102.0,56.04,91.0
Mahmad Data,2,11,21.0,0,2,0,0,1.8,11.45,21.0,18.18,11.0
Mahmud Jasat,1,6,14.0,0,0,2,0,1.0,14.0,14.0,0.0,6.0
Mahmudul Hasan Joy,3,15,19.0,0,9,0,0,2.5,7.6,19.0,60.0,15.0
Maira Saleem,1,21,18.0,0,13,5,3,3.5,5.14,18.0,61.9,21.0
Manal Malik,1,6,7.0,0,1,0,0,1.0,7.0,7.0,16.67,6.0
Manan Ali,4,30,42.0,0,9,1,0,5.0,8.4,42.0,30.0,30.0
Mandeep Singh,2,12,26.0,0,1,0,0,2.0,13.0,26.0,8.33,12.0
SC Kerrigan,1,49,53.0,0,23,0,1,8.2,6.49,53.0,46.94,49.0
S Toffoletto,1,1,2.0,0,0,1,0,0.2,12.0,2.0,0.0,1.0
Maria Penna,1,13,16.0,0,4,5,1,2.2,7.38,16.0,30.77,13.0
Marica Taira,1,6,7.0,0,2,2,0,1.0,7.0,7.0,33.33,6.0
Marshall Ayub,2,60,53.0,0,26,0,0,10.0,5.3,53.0,43.33,60.0
Marsya Qistina Binti,1,7,8.0,0,3,0,1,1.2,6.86,8.0,42.86,7.0
Martina Quinn,1,8,9.0,0,6,7,2,1.3,6.75,9.0,75.0,8.0
Mashael Waqas,1,6,15.0,0,1,0,0,1.0,15.0,15.0,16.67,6.0
Masood Jayezeh,1,6,17.0,0,0,0,0,1.0,17.0,17.0,0.0,6.0
Amma Kashif,3,30,31.0,0,18,7,0,5.0,6.2,31.0,60.0,30.0
Ammad Uddin,1,6,10.0,0,2,0,0,1.0,10.0,10.0,33.33,6.0
Aneeta Santhosh,1,12,15.0,0,3,0,0,2.0,7.5,15.0,25.0,12.0
Song Yangyang,2,18,29.0,0,6,2,0,3.0,9.67,29.0,33.33,18.0
CA Pujara,2,12,3.0,0,9,0,0,2.0,1.5,3.0,75.0,12.0
CAK Walton,1,6,7.0,0,1,1,0,1.0,7.0,7.0,16.67,6.0
CB Lambert,1,60,66.0,0,27,2,0,10.0,6.6,66.0,45.0,60.0
S Tobgay,1,24,50.0,0,6,0,0,4.0,12.5,50.0,25.0,24.0
SA van Breda,2,18,23.0,0,8,0,0,3.0,7.67,23.0,44.44,18.0
Sohail Akhtar,1,1,0.0,0,1,0,0,0.2,0.0,0.0,100.0,1.0
JN Snape,1,6,12.0,0,0,0,0,1.0,12.0,12.0,0.0,6.0
JNK Shannon,1,6,11.0,0,1,0,0,1.0,11.0,11.0,16.67,6.0
JPR Lamsam,1,12,27.0,0,2,0,0,2.0,13.5,27.0,16.67,12.0
JR Cope,1,18,19.0,0,8,3,0,3.0,6.33,19.0,44.44,18.0
M Polimeri,1,6,8.0,0,0,0,0,1.0,8.0,8.0,0.0,6.0
M Sedgwick,1,6,21.0,0,1,0,0,1.0,21.0,21.0,16.67,6.0
S Yenamandra,1,13,14.0,0,5,3,1,2.2,6.46,14.0,38.46,13.0
C Ganapathy,1,6,13.0,0,1,0,0,1.0,13.0,13.0,16.67,6.0
C Gunasekara,1,6,8.0,0,4,1,0,1.0,8.0,8.0,66.67,6.0
C Isaac,1,24,22.0,0,13,4,0,4.0,5.5,22.0,54.17,24.0
C Kellaway,4,24,36.0,0,4,3,0,4.0,9.0,36.0,16.67,24.0
C Miles,1,13,18.0,0,6,2,1,2.2,8.31,18.0,46.15,13.0
C Milner,1,28,40.0,0,8,2,4,4.7,8.57,40.0,28.57,28.0
C Moyo,3,50,53.0,0,20,2,0,8.3,6.36,53.0,40.0,50.0
Mirab Sajjad,1,6,9.0,0,3,2,0,1.0,9.0,9.0,50.0,6.0
Misbah-ul-Haq,1,24,30.0,0,7,0,0,4.0,7.5,30.0,29.17,24.0
Moe Ei Phyu,2,11,24.0,0,1,0,4,1.8,13.09,24.0,9.09,11.0
Mohamed Arief,2,12,19.0,0,4,0,0,2.0,9.5,19.0,33.33,12.0
Mohamed Miuvaan,2,24,32.0,0,10,1,0,4.0,8.0,32.0,41.67,24.0
Mohamed Rishwan,1,12,22.0,0,3,2,0,2.0,11.0,22.0,25.0,12.0
Mohamed Roshan,1,16,38.0,0,7,2,0,2.7,14.25,38.0,43.75,16.0
Mohammad Ahnaff,1,6,15.0,0,2,0,0,1.0,15.0,15.0,33.33,6.0
S Shermatov,1,6,31.0,0,0,0,0,1.0,31.0,31.0,0.0,6.0
S Singh,1,6,8.0,0,2,0,0,1.0,8.0,8.0,33.33,6.0
Isaiah O'Brien,1,6,8.0,0,5,2,0,1.0,8.0,8.0,83.33,6.0
Ishan Kishan,1,1,4.0,0,0,0,0,0.2,24.0,4.0,0.0,1.0
Ismail Ali,1,6,9.0,0,2,0,0,1.0,9.0,9.0,33.33,6.0
Israr Khan,2,24,37.0,0,7,1,0,4.0,9.25,37.0,29.17,24.0
Izhar Hussain,1,13,16.0,0,4,1,0,2.2,7.38,16.0,30.77,13.0
J Anderson,2,30,20.0,0,16,0,0,5.0,4.0,20.0,53.33,30.0
Syed Faridoun,1,24,37.0,0,8,1,0,4.0,9.25,37.0,33.33,24.0
T Calingin,1,7,15.0,0,2,3,1,1.2,12.86,15.0,28.57,7.0
Ali Muaaz,1,1,1.0,0,0,0,0,0.2,6.0,1.0,0.0,1.0
Ali Naqi,3,37,45.0,0,12,4,1,6.2,7.3,45.0,32.43,37.0
Ali Usman,1,78,35.0,0,56,0,0,13.0,2.69,35.0,71.79,78.0
JT Manase,2,18,23.0,0,8,1,0,3.0,7.67,23.0,44.44,18.0
S Sandeepani,1,6,11.0,0,1,0,0,1.0,11.0,11.0,16.67,6.0
S Sheridan,2,20,29.0,0,8,8,2,3.3,8.7,29.0,40.0,20.0
Irfan Sarfraz,2,18,24.0,0,8,0,0,3.0,8.0,24.0,44.44,18.0
S Vig,2,24,18.0,0,13,0,0,4.0,4.5,18.0,54.17,24.0
Sumayya Abdul,4,67,107.0,0,11,6,1,11.2,9.58,107.0,16.42,67.0
Sumit Kumar,2,20,38.0,0,4,2,0,3.3,11.4,38.0,20.0,20.0
Sumon Khan,1,12,20.0,0,3,0,0,2.0,10.0,20.0,25.0,12.0
Sunjidmaa Phillips,2,36,71.0,0,8,7,1,6.0,11.83,71.0,22.22,36.0
Sunny Gupta,1,18,47.0,0,0,1,0,3.0,15.67,47.0,0.0,18.0
Suryansh Shedge,4,63,119.0,0,13,2,3,10.5,11.33,119.0,20.63,63.0
M Ngoche,2,18,21.0,0,7,0,0,3.0,7.0,21.0,38.89,18.0
Amalin Sorfina,8,66,76.0,0,23,4,0,11.0,6.91,76.0,34.85,66.0
Aman Ali,1,12,22.0,0,4,2,0,2.0,11.0,22.0,33.33,12.0
Aman Hakim Khan,1,6,13.0,0,1,0,0,1.0,13.0,13.0,16.67,6.0
T Chopel,1,12,29.0,0,4,1,0,2.0,14.5,29.0,33.33,12.0
T Cross,1,12,9.0,0,5,1,0,2.0,4.5,9.0,41.67,12.0
T Hewa,2,18,21.0,0,13,7,0,3.0,7.0,21.0,72.22,18.0
S Kubheka,4,36,76.0,0,10,5,0,6.0,12.67,76.0,27.78,36.0
M Manhas,3,42,42.0,0,15,0,0,7.0,6.0,42.0,35.71,42.0
M Manivannan,1,18,31.0,0,7,1,0,3.0,10.33,31.0,38.89,18.0
M Methtananda,1,12,23.0,0,2,0,0,2.0,11.5,23.0,16.67,12.0
M Modise,2,12,17.0,0,2,3,0,2.0,8.5,17.0,16.67,12.0
M Modric,1,8,13.0,0,0,1,0,1.3,9.75,13.0,0.0,8.0
M Montgomery,1,18,21.0,0,4,0,0,3.0,7.0,21.0,22.22,18.0
M Mpongwana,1,19,25.0,0,7,0,1,3.2,7.89,25.0,36.84,19.0
M Mumford,1,9,11.0,0,6,8,3,1.5,7.33,11.0,66.67,9.0
S Raveendrakumar,1,14,18.0,0,4,1,2,2.3,7.71,18.0,28.57,14.0
CJ Borgas,1,6,20.0,0,1,0,0,1.0,20.0,20.0,16.67,6.0
CJ Delany,3,30,58.0,0,12,5,0,5.0,11.6,58.0,40.0,30.0
S Rokuad,1,25,32.0,0,9,1,1,4.2,7.68,32.0,36.0,25.0
JU Goolie,3,24,42.0,0,9,0,0,4.0,10.5,42.0,37.5,24.0
JW Wells,2,12,16.0,0,2,0,0,2.0,8.0,16.0,16.67,12.0
JWN Moses,2,48,46.0,0,22,1,0,8.0,5.75,46.0,45.83,48.0
M Mangru,1,18,8.0,0,10,0,0,3.0,2.67,8.0,55.56,18.0
C Umutonni,1,6,4.0,0,3,0,0,1.0,4.0,4.0,50.0,6.0
C Wyngaard,1,6,8.0,0,4,0,0,1.0,8.0,8.0,66.67,6.0
C Zhuwao,2,19,21.0,0,12,0,0,3.2,6.63,21.0,63.16,19.0
CA Liyanage,1,6,14.0,0,0,0,0,1.0,14.0,14.0,0.0,6.0
CJM Sabburg,1,6,5.0,0,1,0,0,1.0,5.0,5.0,16.67,6.0
CM Scott,1,6,5.0,0,3,2,0,1.0,5.0,5.0,50.0,6.0
S Pattenden,4,36,47.0,0,13,12,6,6.0,7.83,47.0,36.11,36.0
S Ramakrishnan,2,24,46.0,0,6,4,0,4.0,11.5,46.0,25.0,24.0
Akbar-ur-Rehman,3,24,29.0,0,9,0,0,4.0,7.25,29.0,37.5,24.0
S Ivetic,1,6,4.0,0,4,1,0,1.0,4.0,4.0,66.67,6.0
S Kaneria,2,45,32.0,0,30,6,2,7.5,4.27,32.0,66.67,45.0
S Khatri,2,34,58.0,0,11,8,4,5.7,10.24,58.0,32.35,34.0
S Kollery,1,12,15.0,0,4,0,0,2.0,7.5,15.0,33.33,12.0
IS Mananelage,1,6,8.0,0,1,2,0,1.0,8.0,8.0,16.67,6.0
Ian Roberts,1,12,7.0,0,5,0,0,2.0,3.5,7.0,41.67,12.0
Mohammad Sharif,2,299,195.0,0,203,3,1,49.8,3.91,195.0,67.89,299.0
T Kazanci,4,45,69.0,0,8,7,1,7.5,9.2,69.0,17.78,45.0
Akash Babu,1,6,11.0,0,2,0,0,1.0,11.0,11.0,33.33,6.0
M Kaitaranta,1,12,10.0,0,9,6,0,2.0,5.0,10.0,75.0,12.0
M Kasselman,1,6,11.0,0,1,0,0,1.0,11.0,11.0,16.67,6.0
M Kaur,1,12,16.0,0,3,0,0,2.0,8.0,16.0,25.0,12.0
M Kristensen,2,18,24.0,0,5,0,0,3.0,8.0,24.0,27.78,18.0
M Kyriacou,1,15,30.0,0,5,0,0,2.5,12.0,30.0,33.33,15.0
JR Lucky,1,2,9.0,0,0,0,1,0.3,27.0,9.0,0.0,2.0
Imrul Kayes,4,24,12.0,0,16,0,0,4.0,3.0,12.0,66.67,24.0
Mohammad Ayaz,1,12,25.0,0,7,1,0,2.0,12.5,25.0,58.33,12.0
Mohammad Azab,1,14,23.0,0,3,0,2,2.3,9.86,23.0,21.43,14.0
Mohammad Irfan (5),2,32,68.0,0,3,1,0,5.3,12.75,68.0,9.38,32.0
Mohammad Mithun,1,12,12.0,0,6,1,0,2.0,6.0,12.0,50.0,12.0
IGTR Kumara,1,12,13.0,0,5,0,0,2.0,6.5,13.0,41.67,12.0
T Kalosin,1,12,16.0,0,2,2,0,2.0,8.0,16.0,16.67,12.0
T Katunga,1,6,11.0,0,3,1,0,1.0,11.0,11.0,50.0,6.0
S Linden,1,14,23.0,0,4,1,2,2.3,9.86,23.0,28.57,14.0
S McGiffin,2,12,23.0,0,2,1,0,2.0,11.5,23.0,16.67,12.0
S Midhun,1,12,27.0,0,4,1,0,2.0,13.5,27.0,33.33,12.0
S Mongar,1,7,11.0,0,2,2,1,1.2,9.43,11.0,28.57,7.0
Idan Varsulkar,1,3,7.0,0,0,0,0,0.5,14.0,7.0,0.0,3.0
Imal Zuwak,1,6,5.0,0,4,0,0,1.0,5.0,5.0,66.67,6.0
Imam-ul-Haq,1,12,9.0,0,5,0,0,2.0,4.5,9.0,41.67,12.0
Imran Khan (4),1,12,13.0,0,3,1,0,2.0,6.5,13.0,25.0,12.0
I Wijesundera,1,211,127.0,0,151,1,1,35.2,3.61,127.0,71.56,211.0
Mokbul Ahammed,2,24,24.0,0,10,0,0,4.0,6.0,24.0,41.67,24.0
Monu Kumar,1,13,20.0,0,4,3,1,2.2,9.23,20.0,30.77,13.0
Moshiur Rahman,1,4,14.0,0,0,0,0,0.7,21.0,14.0,0.0,4.0
Mounica Chowdary,3,37,44.0,0,14,8,1,6.2,7.14,44.0,37.84,37.0
Mrittunjoy Chowdhury,2,55,78.0,0,25,3,1,9.2,8.51,78.0,45.45,55.0
Mubeen Tariq,1,12,32.0,0,3,2,0,2.0,16.0,32.0,25.0,12.0
Muhammad Afis,1,6,18.0,0,2,0,0,1.0,18.0,18.0,33.33,6.0
T Ulutuna,1,6,6.0,0,3,0,0,1.0,6.0,6.0,50.0,6.0
T Vasistha,2,12,23.0,0,3,0,0,2.0,11.5,23.0,25.0,12.0
T Vijay,1,12,29.0,0,2,0,0,2.0,14.5,29.0,16.67,12.0
T Wang Ling,2,24,39.0,0,8,4,0,4.0,9.75,39.0,33.33,24.0
T Webster,1,6,9.0,0,0,0,0,1.0,9.0,9.0,0.0,6.0
T Westley,1,24,12.0,0,18,0,0,4.0,3.0,12.0,75.0,24.0
S Hunter,3,42,40.0,0,19,0,0,7.0,5.71,40.0,45.24,42.0
Chamalka Fernando,1,18,37.0,0,1,0,0,3.0,12.33,37.0,5.56,18.0
Alfredo Puentes,1,2,6.0,0,0,0,0,0.3,18.0,6.0,0.0,2.0
T Marumani,1,6,8.0,0,3,0,0,1.0,8.0,8.0,50.0,6.0
T Parima,2,14,28.0,0,5,2,0,2.3,12.0,28.0,35.71,14.0
T Piakura,1,3,9.0,0,1,3,0,0.5,18.0,9.0,33.33,3.0
T Rajiv,1,6,16.0,0,0,0,0,1.0,16.0,16.0,0.0,6.0
T Sarada,1,24,18.0,0,11,2,0,4.0,4.5,18.0,45.83,24.0
T Taibu,3,48,60.0,0,16,1,0,8.0,7.5,60.0,33.33,48.0
T Turan,1,5,4.0,0,2,0,0,0.8,4.8,4.0,40.0,5.0
Mohammad Taha,1,24,32.0,0,4,1,0,4.0,8.0,32.0,16.67,24.0
Mohammed Al Balushi,2,12,31.0,0,2,0,0,2.0,15.5,31.0,16.67,12.0
Mohit Rathee,1,12,29.0,0,3,0,0,2.0,14.5,29.0,25.0,12.0
I Rodriguez,1,7,2.0,0,6,1,1,1.2,1.71,2.0,85.71,7.0
S Kruger,1,24,25.0,0,7,0,0,4.0,6.25,25.0,29.17,24.0
CM Willoughby,1,120,46.0,0,102,2,0,20.0,2.3,46.0,85.0,120.0
CNIM Joyce,1,18,31.0,0,5,1,0,3.0,10.33,31.0,27.78,18.0
CP Jack,1,24,21.0,0,10,0,0,4.0,5.25,21.0,41.67,24.0
Muhammed Manga,1,9,19.0,0,4,2,1,1.5,12.67,19.0,44.44,9.0
Muktar Ali,1,12,17.0,0,3,0,0,2.0,8.5,17.0,25.0,12.0
Murat Ipek,1,7,3.0,0,5,1,1,1.2,2.57,3.0,71.43,7.0
D Gaikwad,1,12,32.0,0,2,1,1,2.0,16.0,32.0,16.67,12.0
D Ganga,1,24,26.0,0,12,0,0,4.0,6.5,26.0,50.0,24.0
S Elayaperumal,1,6,11.0,0,1,0,0,1.0,11.0,11.0,16.67,6.0
S Forbes,2,15,17.0,0,3,0,3,2.5,6.8,17.0,20.0,15.0
S Foster,5,36,61.0,0,11,0,0,6.0,10.17,61.0,30.56,36.0
D Fallins,2,30,44.0,0,8,1,0,5.0,8.8,44.0,26.67,30.0
I Kaia,4,40,31.0,0,19,0,0,6.7,4.65,31.0,47.5,40.0
I Katzarski,2,12,25.0,0,2,2,0,2.0,12.5,25.0,16.67,12.0
I Koroma,1,12,11.0,0,3,2,0,2.0,5.5,11.0,25.0,12.0
I Malhotra,1,6,23.0,0,0,0,0,1.0,23.0,23.0,0.0,6.0
I Maraj,1,27,22.0,0,15,0,0,4.5,4.89,22.0,55.56,27.0
Muhammad Younis,1,6,13.0,0,2,1,0,1.0,13.0,13.0,33.33,6.0
Muhammad Zaghlool,1,12,20.0,0,3,0,0,2.0,10.0,20.0,25.0,12.0
Jalaj S Saxena,1,18,27.0,0,5,0,0,3.0,9.0,27.0,27.78,18.0
Jamaluddin Ahmed,1,24,28.0,0,15,0,0,4.0,7.0,28.0,62.5,24.0
Javed Hina,1,6,5.0,0,3,0,0,1.0,5.0,5.0,50.0,6.0
