bowler,opponent,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
Ehsan Khan,Malaysia,T20I,19,365,440.0,29,160,7.23,15.17,43.84
Ehsan Khan,Maldives,T20I,1,24,20.0,3,14,5.0,6.67,58.33
Ehsan Khan,Mongolia,T20I,1,18,5.0,4,14,1.67,1.25,77.78
Ehsan Khan,Myanmar,T20I,1,24,10.0,1,16,2.5,10.0,66.67
Ehsan Khan,Namibia,T20I,2,31,54.0,0,6,10.45,54.0,19.35
Ehsan Khan,Nepal,T20I,8,174,197.0,12,73,6.79,16.42,41.95
Ehsan Khan,Netherlands,T20I,3,65,69.0,5,27,6.37,13.8,41.54
Ehsan Khan,Nigeria,T20I,3,64,34.0,8,39,3.19,4.25,60.94
Ehsan Khan,Oman,T20I,5,108,91.0,7,59,5.06,13.0,54.63
Ehsan Khan,Pakistan,ODI,1,48,34.0,2,26,4.25,17.0,54.17
Ehsan Khan,Pakistan,T20I,2,48,56.0,3,20,7.0,18.67,41.67
Ehsan Khan,Papua New Guinea,ODI,5,295,192.0,7,188,3.91,27.43,63.73
Ehsan Khan,Papua New Guinea,T20I,3,66,61.0,5,31,5.55,12.2,46.97
Ehsan Khan,Qatar,T20I,7,168,180.0,13,74,6.43,13.85,44.05
Ehsan Khan,Samoa,T20I,2,48,43.0,1,22,5.38,43.0,45.83
Ehsan Khan,Saudi Arabia,T20I,1,24,31.0,3,5,7.75,10.33,20.83
Ehsan Khan,Scotland,ODI,4,180,143.0,7,103,4.77,20.43,57.22
Ehsan Khan,Scotland,T20I,1,24,26.0,2,9,6.5,13.0,37.5
Ehsan Khan,Singapore,T20I,7,144,153.0,12,67,6.38,12.75,46.53
Ehsan Khan,Sri Lanka,T20I,1,24,25.0,1,13,6.25,25.0,54.17
Ehsan Khan,Thailand,T20I,1,24,9.0,2,17,2.25,4.5,70.83
Ehsan Khan,Uganda,T20I,2,49,33.0,2,28,4.04,16.5,57.14
Ehsan Khan,United Arab Emirates,ODI,1,60,30.0,3,51,3.0,10.0,85.0
Ehsan Khan,United Arab Emirates,T20I,5,116,114.0,8,67,5.9,14.25,57.76
Ehsan Khan,Zimbabwe,ODI,1,60,51.0,2,27,5.1,25.5,45.0
Ehsan Nawaz,Bangladesh,T20I,1,6,10.0,0,2,10.0,10.0,33.33
Ehsan Nawaz,India,ODI,1,49,50.0,1,27,6.12,50.0,55.1
Ehsan Nawaz,Ireland,T20I,1,7,13.0,0,2,11.14,13.0,28.57
Ehsan Nawaz,Netherlands,T20I,1,12,22.0,2,5,11.0,11.0,41.67
Ehsan Nawaz,Oman,T20I,1,6,11.0,0,2,11.0,11.0,33.33
Ehsan Nawaz,Pakistan,ODI,1,25,27.0,0,11,6.48,27.0,44.0
Ehsan Nawaz,Papua New Guinea,ODI,2,103,106.0,3,51,6.17,35.33,49.51
Ehsan Nawaz,Qatar,T20I,1,18,24.0,2,10,8.0,12.0,55.56
Ehsan Nawaz,Scotland,ODI,2,79,51.0,2,57,3.87,25.5,72.15
Ehsan Nawaz,Scotland,T20I,1,16,23.0,1,8,8.62,23.0,50.0
Ehsan Nawaz,United Arab Emirates,ODI,2,75,47.0,1,53,3.76,47.0,70.67
Ehsan Nawaz,Zimbabwe,ODI,1,55,47.0,4,29,5.13,11.75,52.73
Ehsanul Haque,West Indies,ODI,1,60,34.0,2,32,3.4,17.0,53.33
Elan Talker,Austria,T20I,1,12,23.0,1,6,11.5,23.0,50.0
Elan Talker,Hungary,T20I,2,36,46.0,2,17,7.67,23.0,47.22
Elan Talker,Luxembourg,T20I,1,18,27.0,0,5,9.0,27.0,27.78
Elan Talker,Portugal,T20I,1,24,18.0,2,16,4.5,9.0,66.67
Elan Talker,Romania,T20I,1,18,24.0,0,7,8.0,24.0,38.89
Elan Talker,Spain,T20I,1,12,14.0,1,7,7.0,14.0,58.33
Elias Hasan,Czech Republic,T20I,1,25,23.0,0,12,5.52,23.0,48.0
Elias Hasan,Malta,T20I,2,36,77.0,2,13,12.83,38.5,36.11
Elias Hasan,Norway,T20I,1,6,14.0,0,1,14.0,14.0,16.67
Elias Hasan,Switzerland,T20I,2,25,43.0,0,5,10.32,43.0,20.0
Elias Sunny,Ireland,T20I,1,24,13.0,5,15,3.25,2.6,62.5
Elias Sunny,Netherlands,T20I,2,36,40.0,2,16,6.67,20.0,44.44
Elias Sunny,New Zealand,T20I,1,18,36.0,0,4,12.0,36.0,22.22
Elias Sunny,Pakistan,ODI,2,96,82.0,3,50,5.12,27.33,52.08
Elias Sunny,Pakistan,Test,2,449,225.0,5,322,3.01,45.0,71.71
Elias Sunny,Sri Lanka,Test,1,240,165.0,0,121,4.12,165.0,50.42
Elias Sunny,West Indies,ODI,2,108,79.0,2,69,4.39,39.5,63.89
Elias Sunny,West Indies,Test,1,174,128.0,7,118,4.41,18.29,67.82
Elias Tilman,Indonesia,T20I,4,42,71.0,0,13,10.14,71.0,30.95
Elias Tilman,Myanmar,T20I,4,66,103.0,4,19,9.36,25.75,28.79
Elizabeth Annor,Rwanda,T20I,1,13,27.0,0,2,12.46,27.0,15.38
Ellen Asante,Rwanda,T20I,1,12,18.0,0,5,9.0,18.0,41.67
Elyza Wall,China,T20I,1,6,10.0,0,2,10.0,10.0,33.33
Elyza Wall,Oman,T20I,1,18,14.0,1,8,4.67,14.0,44.44
Elyza Wall,Saudi Arabia,T20I,1,24,20.0,2,15,5.0,10.0,62.5
Elyza Wall,United Arab Emirates,T20I,1,24,42.0,1,6,10.5,42.0,25.0
Emaan Ejaz,Bahrain,T20I,1,28,63.0,1,7,13.5,63.0,25.0
Emaan Ejaz,Oman,T20I,1,19,41.0,1,3,12.95,41.0,15.79
Emaan Ejaz,Qatar,T20I,1,15,34.0,0,2,13.6,34.0,13.33
Emilia Toro,Argentina,T20I,1,19,29.0,0,1,9.16,29.0,5.26
Emily Merrien,Jersey,T20I,2,38,34.0,3,20,5.37,11.33,52.63
Emily Merrien,Norway,T20I,1,27,29.0,3,14,6.44,9.67,51.85
Emily Sirs,Cook Islands,T20I,2,12,5.0,0,7,2.5,5.0,58.33
Emily Sirs,Philippines,T20I,1,12,8.0,0,8,4.0,8.0,66.67
Emma Patel,Germany,T20I,1,8,13.0,0,4,9.75,13.0,50.0
Emma Patel,Italy,T20I,2,18,33.0,0,8,11.0,33.0,44.44
Emma Patel,Jersey,T20I,1,19,12.0,2,13,3.79,6.0,68.42
Emma Patel,Netherlands,T20I,1,6,12.0,1,2,12.0,12.0,33.33
Emma Patel,Scotland,T20I,2,32,54.0,2,12,10.12,27.0,37.5
Emma Patel,Sweden,T20I,1,18,16.0,0,9,5.33,16.0,50.0
Emmanuella Nyaaba,Rwanda,T20I,1,24,25.0,1,7,6.25,25.0,29.17
Emran Shahbakhsh,Kuwait,T20I,1,5,14.0,0,1,16.8,14.0,20.0
Enamul Haque jnr,Australia,Test,1,316,163.0,3,238,3.09,54.33,75.32
Enamul Haque jnr,England,Test,2,405,201.0,4,313,2.98,50.25,77.28
Enamul Haque jnr,India,Test,1,101,65.0,0,65,3.86,65.0,64.36
Enamul Haque jnr,New Zealand,Test,2,398,199.0,2,283,3.0,99.5,71.11
Enamul Haque jnr,Sri Lanka,Test,5,1051,571.0,9,711,3.26,63.44,67.65
Enamul Haque jnr,West Indies,Test,1,248,110.0,6,184,2.66,18.33,74.19
Enamul Haque jnr,Zimbabwe,ODI,9,519,369.0,15,279,4.27,24.6,53.76
Enamul Haque jnr,Zimbabwe,Test,1,360,178.0,3,257,2.97,59.33,71.39
Esam Rahman,Cook Islands,T20I,1,6,5.0,0,2,5.0,5.0,33.33
Esam Rahman,Fiji,T20I,1,18,10.0,0,10,3.33,10.0,55.56
Esam Rahman,Indonesia,T20I,1,6,3.0,1,3,3.0,3.0,50.0
Esam Rahman,Kuwait,T20I,1,15,19.0,0,6,7.6,19.0,40.0
Esam Rahman,Nepal,T20I,1,6,9.0,0,2,9.0,9.0,33.33
Esam Rahman,Oman,T20I,1,6,9.0,0,3,9.0,9.0,50.0
Esam Rahman,Samoa,T20I,2,18,50.0,0,3,16.67,50.0,16.67
Esam Rahman,United Arab Emirates,T20I,1,12,20.0,0,4,10.0,20.0,33.33
Esperanza Rubio,Argentina,T20I,2,57,110.0,2,14,11.58,55.0,24.56
Ethan D'Souza,Nigeria,T20I,1,17,9.0,4,10,3.18,2.25,58.82
Ethan D'Souza,Oman,T20I,1,19,31.0,1,6,9.79,31.0,31.58
Ethan D'Souza,Pakistan,T20I,1,6,5.0,0,2,5.0,5.0,33.33
Ethan D'Souza,Uganda,T20I,1,6,8.0,0,1,8.0,8.0,16.67
Eva Somsel Yangzom,Kuwait,T20I,1,6,10.0,0,1,10.0,10.0,16.67
Eva Somsel Yangzom,Malaysia,T20I,1,6,10.0,0,2,10.0,10.0,33.33
Ezgi Nur Kilic,Austria,T20I,1,24,19.0,1,16,4.75,19.0,66.67
Ezgi Nur Kilic,Bulgaria,T20I,1,12,9.0,3,9,4.5,3.0,75.0
Ezgi Nur Kilic,France,T20I,1,24,35.0,3,13,8.75,11.67,54.17
Ezgi Nur Kilic,Greece,T20I,2,49,39.0,4,26,4.78,9.75,53.06
Ezgi Nur Kilic,Italy,T20I,1,18,24.0,0,8,8.0,24.0,44.44
Ezgi Nur Kilic,Jersey,T20I,1,6,8.0,0,4,8.0,8.0,66.67
Ezgi Nur Kilic,Norway,T20I,1,18,9.0,1,14,3.0,9.0,77.78
Ezgi Nur Kilic,Romania,T20I,1,25,16.0,3,16,3.84,5.33,64.0
Ezgi Nur Kilic,Serbia,T20I,1,13,24.0,0,7,11.08,24.0,53.85
Ezgi Nur Kilic,Sweden,T20I,1,19,18.0,0,11,5.68,18.0,57.89
F Akankwasa,Hong Kong,T20I,1,6,9.0,0,1,9.0,9.0,16.67
F Akankwasa,Kenya,T20I,4,84,87.0,3,42,6.21,29.0,50.0
F Akankwasa,Malawi,T20I,1,12,10.0,2,7,5.0,5.0,58.33
F Akankwasa,Namibia,T20I,1,24,22.0,1,9,5.5,22.0,37.5
F Akankwasa,Netherlands,T20I,1,12,16.0,0,3,8.0,16.0,25.0
F Akankwasa,Nigeria,T20I,5,85,80.0,5,36,5.65,16.0,42.35
F Akankwasa,Papua New Guinea,T20I,1,12,24.0,0,3,12.0,24.0,25.0
F Akankwasa,Rwanda,T20I,1,13,16.0,1,6,7.38,16.0,46.15
F Akankwasa,Seychelles,T20I,1,24,17.0,1,14,4.25,17.0,58.33
F Akankwasa,Tanzania,T20I,2,46,44.0,7,21,5.74,6.29,45.65
F Bangur,Botswana,T20I,1,12,17.0,0,6,8.5,17.0,50.0
F Bangur,Lesotho,T20I,1,12,11.0,1,7,5.5,11.0,58.33
F Bangur,Malawi,T20I,1,12,11.0,0,6,5.5,11.0,50.0
F Bangur,Namibia,T20I,2,32,38.0,1,11,7.12,38.0,34.38
F Bangur,Uganda,T20I,1,19,29.0,0,3,9.16,29.0,15.79
F Banunaek,Bahrain,T20I,8,139,195.0,9,52,8.42,21.67,37.41
F Banunaek,Bhutan,T20I,2,43,40.0,3,21,5.58,13.33,48.84
F Banunaek,Cambodia,T20I,21,358,452.0,17,160,7.58,26.59,44.69
F Banunaek,Cook Islands,T20I,1,18,25.0,1,6,8.33,25.0,33.33
F Banunaek,Japan,T20I,7,121,148.0,5,39,7.34,29.6,32.23
F Banunaek,Malaysia,T20I,5,109,120.0,5,51,6.61,24.0,46.79
F Banunaek,Maldives,T20I,1,18,16.0,1,9,5.33,16.0,50.0
F Banunaek,Myanmar,T20I,8,120,103.0,7,72,5.15,14.71,60.0
F Banunaek,Papua New Guinea,T20I,1,25,27.0,0,9,6.48,27.0,36.0
F Banunaek,Philippines,T20I,14,293,362.0,19,131,7.41,19.05,44.71
F Banunaek,Samoa,T20I,1,18,23.0,0,8,7.67,23.0,44.44
F Banunaek,Saudi Arabia,T20I,1,24,37.0,0,8,9.25,37.0,33.33
F Banunaek,Singapore,T20I,2,44,58.0,1,16,7.91,58.0,36.36
F Banunaek,South Korea,T20I,8,174,116.0,16,98,4.0,7.25,56.32
F Banunaek,Sweden,T20I,7,112,176.0,5,40,9.43,35.2,35.71
F Banunaek,Thailand,T20I,8,144,153.0,11,61,6.38,13.91,42.36
F Banunaek,Timor-Leste,T20I,3,24,13.0,0,19,3.25,13.0,79.17
F Banunaek,Uzbekistan,T20I,2,42,43.0,0,24,6.14,43.0,57.14
F Banunaek,Vanuatu,T20I,1,18,16.0,1,9,5.33,16.0,50.0
F Behardien,Australia,ODI,6,162,132.0,2,72,4.89,66.0,44.44
F Behardien,Bangladesh,ODI,1,12,11.0,0,4,5.5,11.0,33.33
F Behardien,England,ODI,3,79,93.0,1,24,7.06,93.0,30.38
F Behardien,India,ODI,5,120,123.0,1,43,6.15,123.0,35.83
F Behardien,Ireland,ODI,1,12,13.0,0,3,6.5,13.0,25.0
F Behardien,New Zealand,ODI,4,48,47.0,0,19,5.88,47.0,39.58
F Behardien,New Zealand,T20I,1,6,4.0,1,2,4.0,4.0,33.33
F Behardien,Pakistan,ODI,2,24,19.0,1,11,4.75,19.0,45.83
F Behardien,Sri Lanka,ODI,5,78,87.0,3,32,6.69,29.0,41.03
F Behardien,Sri Lanka,T20I,1,18,15.0,2,8,5.0,7.5,44.44
F Behardien,United Arab Emirates,ODI,1,24,11.0,0,16,2.75,11.0,66.67
F Behardien,West Indies,ODI,5,112,108.0,4,46,5.79,27.0,41.07
F Behardien,West Indies,T20I,1,6,8.0,0,1,8.0,8.0,16.67
F Behardien,Zimbabwe,ODI,1,30,40.0,0,11,8.0,40.0,36.67
F Chenda,Brazil,T20I,1,6,13.0,0,2,13.0,13.0,33.33
F Chipare,Bangladesh,ODI,1,26,8.0,0,23,1.85,8.0,88.46
F Chipare,Ireland,ODI,2,66,67.0,1,36,6.09,67.0,54.55
F Chipare,Ireland,T20I,5,84,129.0,2,29,9.21,64.5,34.52
F Chipare,Namibia,T20I,5,67,75.0,4,35,6.72,18.75,52.24
F Chipare,Netherlands,T20I,1,24,27.0,3,8,6.75,9.0,33.33
F Chipare,Nigeria,T20I,1,23,15.0,2,13,3.91,7.5,56.52
F Chipare,Pakistan,ODI,1,31,31.0,0,17,6.0,31.0,54.84
F Chipare,Papua New Guinea,ODI,1,40,15.0,4,30,2.25,3.75,75.0
F Chipare,Papua New Guinea,T20I,3,73,92.0,3,28,7.56,30.67,38.36
F Chipare,Sierra Leone,T20I,1,18,14.0,1,12,4.67,14.0,66.67
F Chipare,South Africa,T20I,1,27,20.0,4,12,4.44,5.0,44.44
F Chipare,Thailand,ODI,1,20,17.0,0,14,5.1,17.0,70.0
F Chipare,Uganda,T20I,4,72,71.0,1,35,5.92,71.0,48.61
F Chipare,United Arab Emirates,ODI,1,54,49.0,1,29,5.44,49.0,53.7
F Chipare,United Arab Emirates,T20I,4,68,100.0,3,28,8.82,33.33,41.18
F Choudary,Austria,T20I,1,12,17.0,1,5,8.5,17.0,41.67
F Choudary,Germany,T20I,1,6,14.0,0,1,14.0,14.0,16.67
F Clarke,Spain,T20I,4,78,95.0,4,31,7.31,23.75,39.74
F Copley,Guernsey,T20I,2,48,30.0,3,28,3.75,10.0,58.33
F Copley,Sweden,T20I,1,9,1.0,2,8,0.67,0.5,88.89
F Copley,Turkey,T20I,1,24,13.0,2,14,3.25,6.5,58.33
F Damiao Couana,Botswana,T20I,2,49,78.0,1,19,9.55,78.0,38.78
F Damiao Couana,Cameroon,T20I,1,24,19.0,5,16,4.75,3.8,66.67
F Damiao Couana,Eswatini,T20I,1,24,18.0,0,15,4.5,18.0,62.5
F Damiao Couana,Gambia,T20I,2,26,23.0,0,14,5.31,23.0,53.85
F Damiao Couana,Ghana,T20I,2,48,50.0,2,27,6.25,25.0,56.25
F Damiao Couana,Kenya,T20I,1,24,40.0,2,13,10.0,20.0,54.17
F Damiao Couana,Nigeria,T20I,1,12,14.0,0,4,7.0,14.0,33.33
F Damiao Couana,Rwanda,T20I,1,24,6.0,2,21,1.5,3.0,87.5
F Damiao Couana,Seychelles,T20I,1,24,16.0,0,17,4.0,16.0,70.83
F Damiao Couana,Sierra Leone,T20I,1,19,15.0,2,11,4.74,7.5,57.89
F Damiao Couana,Tanzania,T20I,2,25,64.0,1,7,15.36,64.0,28.0
F Damiao Couana,Uganda,T20I,1,19,23.0,1,8,7.26,23.0,42.11
F Damiao Couana,Zimbabwe,T20I,1,6,16.0,0,2,16.0,16.0,33.33
F Effiong,Brazil,T20I,1,12,15.0,0,5,7.5,15.0,41.67
F Effiong,Ghana,T20I,1,12,2.0,2,11,1.0,1.0,91.67
F Eseigbe,Botswana,T20I,2,36,17.0,3,24,2.83,5.67,66.67
F Eseigbe,Brazil,T20I,4,72,63.0,5,30,5.25,12.6,41.67
F Eseigbe,Cameroon,T20I,1,6,3.0,1,3,3.0,3.0,50.0
F Eseigbe,Germany,T20I,1,24,25.0,0,11,6.25,25.0,45.83
F Eseigbe,Malawi,T20I,3,39,19.0,6,27,2.92,3.17,69.23
F Eseigbe,Namibia,T20I,2,48,53.0,0,21,6.62,53.0,43.75
F Eseigbe,Rwanda,T20I,6,145,126.0,7,70,5.21,18.0,48.28
F Eseigbe,Tanzania,T20I,1,18,11.0,1,9,3.67,11.0,50.0
F Eseigbe,Uganda,T20I,1,19,13.0,0,13,4.11,13.0,68.42
F Guirrugo,Nigeria,T20I,1,25,9.0,1,20,2.16,9.0,80.0
F Guirrugo,Rwanda,T20I,1,25,20.0,2,11,4.8,10.0,44.0
F Guirrugo,Zimbabwe,T20I,1,24,39.0,0,7,9.75,39.0,29.17
F Hand,Australia,T20I,1,6,15.0,0,2,15.0,15.0,33.33
F Hand,Bangladesh,T20I,2,20,34.0,1,8,10.2,34.0,40.0
F Hand,England,T20I,1,12,17.0,1,6,8.5,17.0,50.0
F Hand,England,Test,1,114,113.0,1,58,5.95,113.0,50.88
F Hand,Netherlands,T20I,1,24,18.0,3,11,4.5,6.0,45.83
F Hand,New Zealand,T20I,1,12,22.0,0,2,11.0,22.0,16.67
F Hand,South Africa,ODI,1,48,44.0,1,27,5.5,44.0,56.25
F Hand,South Africa,T20I,2,31,73.0,0,11,14.13,73.0,35.48
F Hand,Zimbabwe,T20I,3,37,53.0,0,12,8.59,53.0,32.43
F Irakoze,Uganda,T20I,1,6,9.0,0,2,9.0,9.0,33.33
F Khaliq,Austria,T20I,1,12,11.0,0,8,5.5,11.0,66.67
F Khaliq,France,T20I,4,66,80.0,5,34,7.27,16.0,51.52
F Khaliq,Hungary,T20I,2,42,54.0,3,18,7.71,18.0,42.86
F Khaliq,Malta,T20I,3,66,52.0,5,39,4.73,10.4,59.09
F Khaliq,Romania,T20I,2,36,64.0,3,10,10.67,21.33,27.78
F Martin,Greece,T20I,2,25,22.0,2,12,5.28,11.0,48.0
F Martin,Malta,T20I,1,7,13.0,0,2,11.14,13.0,28.57
F Mutua,Botswana,T20I,1,26,28.0,1,8,6.46,28.0,30.77
F Mutua,Cameroon,T20I,1,7,2.0,0,5,1.71,2.0,71.43
F Mutua,Gambia,T20I,1,12,4.0,0,9,2.0,4.0,75.0
F Mutua,Ghana,T20I,1,7,9.0,1,1,7.71,9.0,14.29
F Mutua,Malawi,T20I,2,31,23.0,1,16,4.45,23.0,51.61
F Mutua,Mozambique,T20I,1,6,4.0,0,5,4.0,4.0,83.33
F Mutua,Nigeria,T20I,5,92,123.0,11,36,8.02,11.18,39.13
F Mutua,Rwanda,T20I,2,13,9.0,3,7,4.15,3.0,53.85
F Mutua,Seychelles,T20I,2,18,18.0,2,11,6.0,9.0,61.11
F Mutua,Sierra Leone,T20I,1,24,21.0,1,10,5.25,21.0,41.67
F Mutua,Uganda,T20I,1,19,30.0,1,4,9.47,30.0,21.05
F Mutua,Zimbabwe,T20I,3,43,74.0,2,13,10.33,37.0,30.23
F Najjumba,Kenya,T20I,1,24,13.0,1,14,3.25,13.0,58.33
F Najjumba,Namibia,T20I,1,24,23.0,1,8,5.75,23.0,33.33
F Najjumba,Sierra Leone,T20I,1,18,13.0,0,9,4.33,13.0,50.0
F Nsubuga,Botswana,T20I,6,138,87.0,11,88,3.78,7.91,63.77
F Nsubuga,Ghana,T20I,2,42,21.0,2,30,3.0,10.5,71.43
F Nsubuga,Hong Kong,T20I,2,48,25.0,2,28,3.12,12.5,58.33
F Nsubuga,Jersey,T20I,1,24,20.0,2,13,5.0,10.0,54.17
F Nsubuga,Kenya,T20I,10,162,120.0,10,100,4.44,12.0,61.73
F Nsubuga,Lesotho,T20I,1,24,8.0,1,19,2.0,8.0,79.17
F Nsubuga,Malawi,T20I,2,48,20.0,0,37,2.5,20.0,77.08
F Nsubuga,Namibia,T20I,7,108,161.0,1,45,8.94,161.0,41.67
F Nsubuga,Netherlands,T20I,1,18,15.0,1,9,5.0,15.0,50.0
F Nsubuga,Nigeria,T20I,8,174,149.0,7,96,5.14,21.29,55.17
F Nsubuga,Papua New Guinea,T20I,2,48,20.0,4,36,2.5,5.0,75.0
F Nsubuga,Rwanda,T20I,8,174,84.0,14,120,2.9,6.0,68.97
F Nsubuga,Seychelles,T20I,1,24,17.0,1,16,4.25,17.0,66.67
F Nsubuga,Swaziland,T20I,1,24,9.0,3,19,2.25,3.0,79.17
F Nsubuga,Tanzania,T20I,8,174,161.0,10,106,5.55,16.1,60.92
F Nsubuga,United Arab Emirates,T20I,2,42,53.0,2,18,7.57,26.5,42.86
F Nsubuga,West Indies,T20I,1,19,29.0,0,4,9.16,29.0,21.05
F Odhiambo,Botswana,T20I,5,62,50.0,4,41,4.84,12.5,66.13
F Odhiambo,Cameroon,T20I,1,6,8.0,0,2,8.0,8.0,33.33
F Odhiambo,Malawi,T20I,2,48,22.0,4,35,2.75,5.5,72.92
F Odhiambo,Malaysia,T20I,1,8,9.0,1,2,6.75,9.0,25.0
F Odhiambo,Nigeria,T20I,1,12,14.0,0,5,7.0,14.0,41.67
F Odhiambo,Qatar,T20I,1,24,10.0,2,18,2.5,5.0,75.0
F Odhiambo,Rwanda,T20I,8,114,93.0,4,61,4.89,23.25,53.51
F Odhiambo,Scotland,T20I,1,6,15.0,1,1,15.0,15.0,16.67
F Odhiambo,Tanzania,T20I,2,30,38.0,1,11,7.6,38.0,36.67
F Odhiambo,Uganda,T20I,3,45,41.0,4,22,5.47,10.25,48.89
F Odhiambo,Zimbabwe,T20I,1,18,13.0,0,10,4.33,13.0,55.56
F Overdijk,Australia,T20I,1,6,12.0,0,0,12.0,12.0,0.0
F Overdijk,Bangladesh,T20I,3,42,47.0,2,16,6.71,23.5,38.1
F Overdijk,France,T20I,1,24,3.0,7,24,0.75,0.43,100.0
F Overdijk,Germany,T20I,1,18,13.0,2,9,4.33,6.5,50.0
F Overdijk,Hong Kong,T20I,4,78,55.0,7,46,4.23,7.86,58.97
F Overdijk,India,T20I,1,6,10.0,0,0,10.0,10.0,0.0
F Overdijk,Ireland,ODI,2,84,81.0,5,41,5.79,16.2,48.81
F Overdijk,Ireland,T20I,9,136,222.0,3,49,9.79,74.0,36.03
F Overdijk,Italy,T20I,2,30,13.0,4,23,2.6,3.25,76.67
F Overdijk,Namibia,T20I,3,62,44.0,9,41,4.26,4.89,66.13
F Overdijk,Nepal,T20I,2,31,45.0,1,15,8.71,45.0,48.39
F Overdijk,Papua New Guinea,ODI,2,24,20.0,0,17,5.0,20.0,70.83
F Overdijk,Papua New Guinea,T20I,1,18,26.0,0,6,8.67,26.0,33.33
F Overdijk,Scotland,ODI,1,18,23.0,0,8,7.67,23.0,44.44
F Overdijk,Scotland,T20I,5,60,67.0,3,22,6.7,22.33,36.67
F Overdijk,South Africa,T20I,1,12,26.0,0,1,13.0,26.0,8.33
F Overdijk,Tanzania,T20I,1,22,7.0,2,16,1.91,3.5,72.73
F Overdijk,Thailand,ODI,6,165,128.0,6,104,4.65,21.33,63.03
F Overdijk,Thailand,T20I,6,49,65.0,3,17,7.96,21.67,34.69
F Overdijk,Uganda,T20I,1,24,35.0,2,13,8.75,17.5,54.17
F Overdijk,United Arab Emirates,T20I,1,16,20.0,2,7,7.5,10.0,43.75
F Overdijk,United States of America,T20I,1,18,19.0,0,7,6.33,19.0,38.89
F Overdijk,Vanuatu,T20I,1,6,2.0,0,4,2.0,2.0,66.67
F Overdijk,Zimbabwe,T20I,2,36,37.0,2,17,6.17,18.5,47.22
F Pessima,Botswana,T20I,1,24,15.0,0,13,3.75,15.0,54.17
F Pessima,Cameroon,T20I,3,65,38.0,5,43,3.51,7.6,66.15
F Pessima,Eswatini,T20I,2,28,4.0,3,25,0.86,1.33,89.29
F Pessima,Mozambique,T20I,2,30,12.0,2,23,2.4,6.0,76.67
F Pessima,Nigeria,T20I,1,18,25.0,2,8,8.33,12.5,44.44
F Pessima,Rwanda,T20I,1,18,19.0,2,6,6.33,9.5,33.33
F Pessima,Uganda,T20I,1,18,20.0,0,8,6.67,20.0,44.44
F Samanyika,Eswatini,T20I,1,6,2.0,2,5,2.0,1.0,83.33
F Samanyika,Kenya,T20I,3,39,50.0,0,12,7.69,50.0,30.77
F Samanyika,Malawi,T20I,1,24,22.0,1,12,5.5,22.0,50.0
F Samanyika,Namibia,T20I,3,29,47.0,0,9,9.72,47.0,31.03
F Samanyika,Nigeria,T20I,2,30,34.0,0,17,6.8,34.0,56.67
F Samanyika,Rwanda,T20I,1,23,18.0,2,14,4.7,9.0,60.87
F Samanyika,Sierra Leone,T20I,1,24,21.0,1,15,5.25,21.0,62.5
F Samanyika,Tanzania,T20I,3,38,34.0,3,21,5.37,11.33,55.26
F Samanyika,Zimbabwe,T20I,1,18,23.0,0,5,7.67,23.0,27.78
F Sisifo,Fiji,T20I,1,12,22.0,0,2,11.0,22.0,16.67
F Sisifo,Vanuatu,T20I,2,26,32.0,2,13,7.38,16.0,50.0
F Song,Kuwait,T20I,1,18,9.0,1,11,3.0,9.0,61.11
F Song,Malaysia,T20I,1,12,8.0,1,6,4.0,8.0,50.0
F Song,South Korea,T20I,1,17,7.0,4,12,2.47,1.75,70.59
F Song,United Arab Emirates,T20I,1,6,8.0,0,2,8.0,8.0,33.33
F Stoman,Austria,T20I,1,6,16.0,0,2,16.0,16.0,33.33
F Stoman,Belgium,T20I,3,66,58.0,5,33,5.27,11.6,50.0
F Stoman,Gibraltar,T20I,5,121,128.0,8,63,6.35,16.0,52.07
F Stoman,Hungary,T20I,1,24,28.0,0,8,7.0,28.0,33.33
F Stoman,Israel,T20I,1,6,13.0,0,0,13.0,13.0,0.0
F Stoman,Malta,T20I,5,115,115.0,8,63,6.0,14.38,54.78
F Stoman,Romania,T20I,1,18,28.0,0,8,9.33,28.0,44.44
F Suluoto,Cook Islands,T20I,1,6,16.0,0,1,16.0,16.0,16.67
F Tanguy,Germany,T20I,3,72,49.0,4,36,4.08,12.25,50.0
F Tanguy,Gibraltar,T20I,2,38,23.0,3,21,3.63,7.67,55.26
F Tanguy,Isle of Man,T20I,2,44,33.0,2,25,4.5,16.5,56.82
F Tanguy,Italy,T20I,2,48,59.0,3,18,7.38,19.67,37.5
F Tanguy,Netherlands,T20I,1,11,16.0,0,3,8.73,16.0,27.27
F Tanguy,Spain,T20I,1,24,16.0,1,13,4.0,16.0,54.17
F Tanguy,Sweden,T20I,1,24,26.0,0,8,6.5,26.0,33.33
F Tunnicliffe,Ireland,ODI,1,12,8.0,1,5,4.0,8.0,41.67
F Zirahangaje,Sierra Leone,T20I,1,18,26.0,1,8,8.67,26.0,44.44
F Zirahangaje,Zambia,T20I,1,18,28.0,0,7,9.33,28.0,38.89
F de Wet,England,Test,2,436,186.0,7,341,2.56,26.57,78.21
F du Plessis,Australia,Test,2,60,60.0,0,26,6.0,60.0,43.33
F du Plessis,Deccan Chargers,IPL,1,6,16.0,0,0,16.0,16.0,0.0
