bowler,opponent,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
Nashra Sandhu,Scotland,ODI,1,42,31.0,1,24,4.43,31.0,57.14
Nashra Sandhu,South Africa,ODI,19,1033,769.0,32,593,4.47,24.03,57.41
Nashra Sandhu,South Africa,T20I,15,322,327.0,12,119,6.09,27.25,36.96
Nashra Sandhu,Sri Lanka,ODI,3,154,82.0,6,102,3.19,13.67,66.23
Nashra Sandhu,Sri Lanka,T20I,7,162,135.0,8,71,5.0,16.88,43.83
Nashra Sandhu,Thailand,ODI,1,49,19.0,3,35,2.33,6.33,71.43
Nashra Sandhu,Thailand,T20I,2,48,27.0,2,26,3.38,13.5,54.17
Nashra Sandhu,United Arab Emirates,T20I,2,48,37.0,3,28,4.62,12.33,58.33
Nashra Sandhu,West Indies,ODI,14,718,553.0,19,417,4.62,29.11,58.08
Nashra Sandhu,West Indies,T20I,11,254,282.0,10,104,6.66,28.2,40.94
Nashra Sandhu,Zimbabwe,ODI,1,42,33.0,2,25,4.71,16.5,59.52
Nashra Sandhu,Zimbabwe,T20I,2,42,39.0,5,24,5.57,7.8,57.14
Nasir Aziz,Hong Kong,ODI,1,60,47.0,1,27,4.7,47.0,45.0
Nasir Aziz,Netherlands,T20I,1,24,21.0,0,12,5.25,21.0,50.0
Nasir Aziz,West Indies,ODI,1,36,47.0,0,17,7.83,47.0,47.22
Nasir Aziz,Zimbabwe,ODI,1,60,53.0,1,30,5.3,53.0,50.0
Nasir Hossain,Australia,Test,2,63,29.0,1,50,2.76,29.0,79.37
Nasir Hossain,England,ODI,2,102,82.0,2,50,4.82,41.0,49.02
Nasir Hossain,India,ODI,7,232,166.0,2,121,4.29,83.0,52.16
Nasir Hossain,India,T20I,1,18,22.0,0,5,7.33,22.0,27.78
Nasir Hossain,Nepal,T20I,1,18,22.0,0,8,7.33,22.0,44.44
Nasir Hossain,Netherlands,T20I,1,12,24.0,1,3,12.0,24.0,25.0
Nasir Hossain,New Zealand,ODI,4,150,118.0,4,79,4.72,29.5,52.67
Nasir Hossain,New Zealand,T20I,1,6,16.0,0,1,16.0,16.0,16.67
Nasir Hossain,New Zealand,Test,2,102,46.0,3,77,2.71,15.33,75.49
Nasir Hossain,Pakistan,ODI,7,156,141.0,3,69,5.42,47.0,44.23
Nasir Hossain,Pakistan,T20I,2,24,30.0,1,5,7.5,30.0,20.83
Nasir Hossain,Pakistan,Test,2,66,29.0,0,42,2.64,29.0,63.64
Nasir Hossain,Scotland,ODI,1,30,32.0,2,10,6.4,16.0,33.33
Nasir Hossain,South Africa,ODI,5,216,162.0,4,104,4.5,40.5,48.15
Nasir Hossain,South Africa,T20I,2,48,63.0,3,20,7.88,21.0,41.67
Nasir Hossain,Sri Lanka,ODI,3,66,51.0,1,39,4.64,51.0,59.09
Nasir Hossain,Sri Lanka,T20I,1,12,11.0,0,4,5.5,11.0,33.33
Nasir Hossain,Sri Lanka,Test,4,177,120.0,2,108,4.07,60.0,61.02
Nasir Hossain,West Indies,ODI,5,58,55.0,2,27,5.69,27.5,46.55
Nasir Hossain,West Indies,Test,6,486,215.0,3,350,2.65,71.67,72.02
Nasir Hossain,Zimbabwe,ODI,8,231,173.0,5,120,4.49,34.6,51.95
Nasir Hossain,Zimbabwe,T20I,2,41,74.0,3,14,10.83,24.67,34.15
Nasir Hossain,Zimbabwe,Test,1,30,3.0,0,27,0.6,3.0,90.0
Nasrulla Rana,Bahrain,T20I,6,87,136.0,8,31,9.38,17.0,35.63
Nasrulla Rana,Canada,T20I,1,24,25.0,4,10,6.25,6.25,41.67
Nasrulla Rana,China,T20I,1,12,0.0,1,12,0.0,0.0,100.0
Nasrulla Rana,Ireland,T20I,2,24,53.0,0,5,13.25,53.0,20.83
Nasrulla Rana,Japan,T20I,2,37,68.0,1,10,11.03,68.0,27.03
Nasrulla Rana,Kuwait,T20I,2,37,62.0,0,14,10.05,62.0,37.84
Nasrulla Rana,Malaysia,T20I,11,165,232.0,5,64,8.44,46.4,38.79
Nasrulla Rana,Maldives,T20I,1,18,16.0,0,8,5.33,16.0,44.44
Nasrulla Rana,Myanmar,T20I,1,6,2.0,1,4,2.0,2.0,66.67
Nasrulla Rana,Namibia,T20I,2,50,37.0,5,31,4.44,7.4,62.0
Nasrulla Rana,Nepal,T20I,4,48,53.0,3,26,6.62,17.67,54.17
Nasrulla Rana,Nigeria,T20I,3,43,46.0,2,20,6.42,23.0,46.51
Nasrulla Rana,Oman,T20I,4,45,59.0,4,20,7.87,14.75,44.44
Nasrulla Rana,Pakistan,T20I,1,8,6.0,0,5,4.5,6.0,62.5
Nasrulla Rana,Papua New Guinea,T20I,2,36,36.0,6,19,6.0,6.0,52.78
Nasrulla Rana,Qatar,T20I,5,120,151.0,7,46,7.55,21.57,38.33
Nasrulla Rana,Samoa,T20I,2,18,30.0,1,9,10.0,30.0,50.0
Nasrulla Rana,Saudi Arabia,T20I,1,6,9.0,0,1,9.0,9.0,16.67
Nasrulla Rana,Singapore,T20I,2,35,49.0,3,12,8.4,16.33,34.29
Nasrulla Rana,United Arab Emirates,T20I,2,50,85.0,3,13,10.2,28.33,26.0
Nasum Ahmed,Australia,ODI,1,60,85.0,0,21,8.5,85.0,35.0
Nasum Ahmed,Australia,T20I,7,150,129.0,11,72,5.16,11.73,48.0
Nasum Ahmed,England,T20I,3,48,70.0,2,13,8.75,35.0,27.08
Nasum Ahmed,India,ODI,3,177,164.0,0,92,5.56,164.0,51.98
Nasum Ahmed,India,T20I,1,24,34.0,0,8,8.5,34.0,33.33
Nasum Ahmed,Ireland,ODI,2,66,54.0,3,37,4.91,18.0,56.06
Nasum Ahmed,Ireland,T20I,5,78,135.0,0,25,10.38,135.0,32.05
Nasum Ahmed,Netherlands,T20I,1,24,21.0,3,14,5.25,7.0,58.33
Nasum Ahmed,New Zealand,ODI,3,168,115.0,4,96,4.11,28.75,57.14
Nasum Ahmed,New Zealand,T20I,8,144,151.0,10,70,6.29,15.1,48.61
Nasum Ahmed,Pakistan,T20I,4,96,78.0,4,49,4.88,19.5,51.04
Nasum Ahmed,South Africa,ODI,1,30,27.0,0,11,5.4,27.0,36.67
Nasum Ahmed,South Africa,T20I,1,12,22.0,1,5,11.0,22.0,41.67
Nasum Ahmed,Sri Lanka,ODI,1,60,31.0,0,36,3.1,31.0,60.0
Nasum Ahmed,Sri Lanka,T20I,2,41,65.0,2,14,9.51,32.5,34.15
Nasum Ahmed,United Arab Emirates,T20I,2,48,67.0,2,16,8.38,33.5,33.33
Nasum Ahmed,West Indies,ODI,6,304,179.0,12,208,3.53,14.92,68.42
Nasum Ahmed,West Indies,T20I,4,90,123.0,5,38,8.2,24.6,42.22
Nasum Ahmed,Zimbabwe,T20I,3,54,115.0,1,10,12.78,115.0,18.52
Natalia Pervaiz,Australia,T20I,2,19,28.0,1,4,8.84,28.0,21.05
Natalia Pervaiz,Ireland,T20I,1,6,15.0,0,0,15.0,15.0,0.0
Natalia Pervaiz,New Zealand,T20I,2,24,30.0,2,11,7.5,15.0,45.83
Natalia Pervaiz,South Africa,ODI,1,6,13.0,0,0,13.0,13.0,0.0
Natalia Pervaiz,Sri Lanka,ODI,1,18,16.0,0,11,5.33,16.0,61.11
Natalia Pervaiz,Sri Lanka,T20I,1,6,11.0,0,1,11.0,11.0,16.67
Natalia Pervaiz,Thailand,T20I,1,12,15.0,0,7,7.5,15.0,58.33
Natalia Pervaiz,Zimbabwe,ODI,1,18,19.0,0,9,6.33,19.0,50.0
Natalia Pervaiz,Zimbabwe,T20I,2,24,12.0,3,15,3.0,4.0,62.5
Natalie Clarke,Belgium,T20I,3,44,46.0,0,25,6.27,46.0,56.82
Natalie Clarke,Denmark,T20I,1,19,16.0,1,11,5.05,16.0,57.89
Natalie Clarke,Germany,T20I,3,19,27.0,0,6,8.53,27.0,31.58
Nathan Ingleston,Bahamas,T20I,1,24,13.0,2,14,3.25,6.5,58.33
Nathan Ingleston,Bermuda,T20I,1,6,20.0,0,2,20.0,20.0,33.33
Nathan Ingleston,Brazil,T20I,1,6,1.0,1,5,1.0,1.0,83.33
Natim Hassam,Belgium,T20I,2,30,32.0,2,15,6.4,16.0,50.0
Natim Hassam,France,T20I,2,30,24.0,1,13,4.8,24.0,43.33
Natim Hassam,Malta,T20I,1,18,26.0,0,8,8.67,26.0,44.44
Natim Hassam,Sweden,T20I,1,6,15.0,1,2,15.0,15.0,33.33
Nauman Ali,Australia,Test,3,731,380.0,10,517,3.12,38.0,70.73
Nauman Ali,Bangladesh,Test,3,638,315.0,6,444,2.96,52.5,69.59
Nauman Ali,England,Test,3,760,441.0,24,496,3.48,18.38,65.26
Nauman Ali,Islamabad United,PSL,1,12,14.0,2,6,7.0,7.0,50.0
Nauman Ali,New Zealand,Test,1,380,185.0,3,282,2.92,61.67,74.21
Nauman Ali,Peshawar Zalmi,PSL,1,6,14.0,0,0,14.0,14.0,0.0
Nauman Ali,Quetta Gladiators,PSL,2,49,59.0,0,20,7.22,59.0,40.82
Nauman Ali,South Africa,Test,4,1073,495.0,23,802,2.77,21.52,74.74
Nauman Ali,Sri Lanka,Test,3,598,318.0,12,432,3.19,26.5,72.24
Nauman Ali,West Indies,Test,3,485,255.0,19,337,3.15,13.42,69.48
Nauman Ali,Zimbabwe,Test,2,282,145.0,9,220,3.09,16.11,78.01
Navdeep Saini,Chennai Super Kings,IPL,1,12,25.0,0,4,12.5,25.0,33.33
Navdeep Saini,Lucknow Super Giants,IPL,1,18,37.0,0,6,12.33,37.0,33.33
Navdeep Saini,Mumbai Indians,IPL,1,19,36.0,2,8,11.37,18.0,42.11
Navdeep Saini,Punjab Kings,IPL,1,24,40.0,3,9,10.0,13.33,37.5
Navdeep Saini,Royal Challengers Bangalore,IPL,1,18,36.0,1,2,12.0,36.0,11.11
Navdeep Saini,Sri Lanka,ODI,1,31,27.0,0,18,5.23,27.0,58.06
Naved-ul-Hasan,Australia,ODI,10,547,494.0,12,293,5.42,41.17,53.56
Naved-ul-Hasan,Australia,T20I,1,24,27.0,2,7,6.75,13.5,29.17
Naved-ul-Hasan,England,ODI,8,364,363.0,11,198,5.98,33.0,54.4
Naved-ul-Hasan,England,T20I,1,25,26.0,1,9,6.24,26.0,36.0
Naved-ul-Hasan,England,Test,1,201,93.0,5,143,2.78,18.6,71.14
Naved-ul-Hasan,India,ODI,12,632,577.0,28,362,5.48,20.61,57.28
Naved-ul-Hasan,Kenya,ODI,2,74,51.0,3,53,4.14,17.0,71.62
Naved-ul-Hasan,New Zealand,ODI,2,100,101.0,1,49,6.06,101.0,49.0
Naved-ul-Hasan,South Africa,ODI,4,128,192.0,2,54,9.0,96.0,42.19
Naved-ul-Hasan,Sri Lanka,ODI,9,391,341.0,16,217,5.23,21.31,55.5
Naved-ul-Hasan,Sri Lanka,T20I,1,20,19.0,3,10,5.7,6.33,50.0
Naved-ul-Hasan,West Indies,ODI,11,583,384.0,24,397,3.95,16.0,68.1
Naved-ul-Hasan,Zimbabwe,ODI,2,97,97.0,3,40,6.0,32.33,41.24
Naveed Ahmed,Austria,T20I,3,61,58.0,5,29,5.7,11.6,47.54
Naveed Ahmed,Bulgaria,T20I,1,24,29.0,3,7,7.25,9.67,29.17
Naveed Ahmed,Cyprus,T20I,1,24,8.0,3,17,2.0,2.67,70.83
Naveed Ahmed,Denmark,T20I,1,18,30.0,0,2,10.0,30.0,11.11
Naveed Ahmed,Estonia,T20I,2,30,34.0,0,12,6.8,34.0,40.0
Naveed Ahmed,France,T20I,1,18,26.0,0,4,8.67,26.0,22.22
Naveed Ahmed,Greece,T20I,1,24,13.0,1,14,3.25,13.0,58.33
Naveed Ahmed,Hungary,T20I,5,90,111.0,3,41,7.4,37.0,45.56
Naveed Ahmed,Luxembourg,T20I,4,90,95.0,4,37,6.33,23.75,41.11
Naveed Ahmed,Malta,T20I,1,18,20.0,1,10,6.67,20.0,55.56
Naveed Ahmed,Romania,T20I,4,66,118.0,4,16,10.73,29.5,24.24
Naveed Ahmed,Spain,T20I,1,18,30.0,0,6,10.0,30.0,33.33
Naveed Ahmed,Switzerland,T20I,1,12,26.0,1,4,13.0,26.0,33.33
Naveed Fakhr,Bahrain,T20I,1,24,31.0,1,10,7.75,31.0,41.67
Naveed Shahid,Croatia,T20I,1,18,6.0,1,12,2.0,6.0,66.67
Naveed Shahid,Sweden,T20I,4,66,95.0,2,25,8.64,47.5,37.88
Naveen-ul-Haq,Delhi Capitals,IPL,2,42,75.0,3,11,10.71,25.0,26.19
Naveen-ul-Haq,Gujarat Titans,IPL,2,49,56.0,2,19,6.86,28.0,38.78
Naveen-ul-Haq,Islamabad United,PSL,2,49,78.0,2,12,9.55,39.0,24.49
Naveen-ul-Haq,Karachi Kings,PSL,2,48,65.0,3,23,8.12,21.67,47.92
Naveen-ul-Haq,Kolkata Knight Riders,IPL,2,48,95.0,3,15,11.88,31.67,31.25
Naveen-ul-Haq,Lahore Qalandars,PSL,2,48,86.0,4,15,10.75,21.5,31.25
Naveen-ul-Haq,Multan Sultans,PSL,3,72,117.0,3,22,9.75,39.0,30.56
Naveen-ul-Haq,Mumbai Indians,IPL,4,98,140.0,8,37,8.57,17.5,37.76
Naveen-ul-Haq,Punjab Kings,IPL,2,49,73.0,3,16,8.94,24.33,32.65
Naveen-ul-Haq,Quetta Gladiators,PSL,1,12,25.0,1,6,12.5,25.0,50.0
Naveen-ul-Haq,Rajasthan Royals,IPL,2,48,60.0,2,19,7.5,30.0,39.58
Naveen-ul-Haq,Royal Challengers Bangalore,IPL,1,24,30.0,3,8,7.5,10.0,33.33
Naveen-ul-Haq,Royal Challengers Bengaluru,IPL,1,22,25.0,2,14,6.82,12.5,63.64
Naveen-ul-Haq,Sunrisers Hyderabad,IPL,1,12,37.0,0,1,18.5,37.0,8.33
Naveena Shetty,Bhutan,T20I,1,6,5.0,0,1,5.0,5.0,16.67
Naveena Shetty,Malaysia,T20I,1,6,7.0,0,0,7.0,7.0,0.0
Navid Abdollahpour,Kuwait,T20I,1,18,24.0,1,11,8.0,24.0,61.11
Navid Balouch,Kuwait,T20I,1,12,23.0,0,2,11.5,23.0,16.67
Nawaf Ahmed,Bahrain,T20I,2,23,47.0,0,8,12.26,47.0,34.78
Nawaf Ahmed,Hong Kong,T20I,1,12,30.0,0,1,15.0,30.0,8.33
Nawaf Ahmed,Malaysia,T20I,1,12,16.0,0,2,8.0,16.0,16.67
Nawaf Ahmed,Maldives,T20I,1,18,14.0,2,8,4.67,7.0,44.44
Nawaf Ahmed,Mongolia,T20I,1,15,10.0,2,9,4.0,5.0,60.0
Nawaf Ahmed,Qatar,T20I,1,13,11.0,0,7,5.08,11.0,53.85
Nawed Al Balushi,Bahrain,T20I,1,24,35.0,1,6,8.75,35.0,25.0
Nawed Al Balushi,Hong Kong,T20I,1,18,49.0,1,2,16.33,49.0,11.11
Nawed Al Balushi,Singapore,T20I,1,18,22.0,4,6,7.33,5.5,33.33
Nayab Razwan,Austria,T20I,1,18,10.0,3,12,3.33,3.33,66.67
Nayab Razwan,Bulgaria,T20I,1,2,2.0,2,2,6.0,1.0,100.0
Nayab Razwan,Czech Republic,T20I,2,30,33.0,0,14,6.6,33.0,46.67
Nayab Razwan,Luxembourg,T20I,2,48,49.0,2,24,6.12,24.5,50.0
Nayab Razwan,Romania,T20I,1,6,8.0,0,1,8.0,8.0,16.67
Nayeem Hasan,New Zealand,Test,2,288,149.0,5,205,3.1,29.8,71.18
Nayeem Hasan,South Africa,Test,1,120,69.0,0,83,3.45,69.0,69.17
Nayeem Hasan,Sri Lanka,Test,3,764,421.0,15,520,3.31,28.07,68.06
Nayeem Hasan,West Indies,Test,4,770,400.0,12,562,3.12,33.33,72.99
Nayeem Hasan,Zimbabwe,Test,2,534,228.0,12,416,2.56,19.0,77.9
Nazakat Ali,Germany,T20I,1,6,10.0,0,2,10.0,10.0,33.33
Nazakat Ali,Guernsey,T20I,1,12,6.0,1,10,3.0,6.0,83.33
Nazmul Hossain,Australia,ODI,3,139,149.0,2,70,6.43,74.5,50.36
Nazmul Hossain,England,ODI,2,85,104.0,0,45,7.34,104.0,52.94
Nazmul Hossain,India,ODI,1,54,39.0,2,38,4.33,19.5,70.37
Nazmul Hossain,Netherlands,T20I,1,12,23.0,0,1,11.5,23.0,8.33
Nazmul Hossain,New Zealand,ODI,3,146,164.0,5,79,6.74,32.8,54.11
Nazmul Hossain,New Zealand,T20I,1,12,18.0,0,5,9.0,18.0,41.67
Nazmul Hossain,Pakistan,ODI,1,48,36.0,1,32,4.5,36.0,66.67
Nazmul Hossain,Pakistan,Test,1,174,80.0,3,136,2.76,26.67,78.16
Nazmul Hossain,Sri Lanka,ODI,2,91,91.0,4,45,6.0,22.75,49.45
Nazmul Hossain,West Indies,ODI,3,120,87.0,2,79,4.35,43.5,65.83
Nazmul Hossain,West Indies,T20I,1,12,15.0,1,5,7.5,15.0,41.67
Nazmul Hossain,Zimbabwe,ODI,10,428,297.0,14,267,4.16,21.21,62.38
Nazmul Hossain Shanto,England,ODI,1,10,9.0,0,4,5.4,9.0,40.0
Nazmul Hossain Shanto,England,T20I,1,6,9.0,0,0,9.0,9.0,0.0
Nazmul Hossain Shanto,India,Test,1,30,19.0,0,12,3.8,19.0,40.0
Nazmul Hossain Shanto,Ireland,ODI,1,18,10.0,1,9,3.33,10.0,50.0
Nazmul Hossain Shanto,New Zealand,ODI,2,36,42.0,0,12,7.0,42.0,33.33
Nazmul Hossain Shanto,New Zealand,T20I,1,6,14.0,0,0,14.0,14.0,0.0
Nazmul Hossain Shanto,New Zealand,Test,3,40,38.0,0,18,5.7,38.0,45.0
Nazmul Hossain Shanto,Pakistan,ODI,1,6,5.0,0,4,5.0,5.0,66.67
Nazmul Hossain Shanto,Pakistan,T20I,1,6,3.0,0,5,3.0,3.0,83.33
Nazmul Hossain Shanto,South Africa,Test,2,24,12.0,0,15,3.0,12.0,62.5
Nazmul Hossain Shanto,Sri Lanka,ODI,1,25,32.0,1,11,7.68,32.0,44.0
Nazmul Hossain Shanto,Sri Lanka,Test,2,12,7.0,0,8,3.5,7.0,66.67
Nazmul Hossain Shanto,West Indies,ODI,1,6,4.0,0,2,4.0,4.0,33.33
Nazmul Hossain Shanto,West Indies,Test,1,12,10.0,0,10,5.0,10.0,83.33
Nazmul Huda,Indonesia,T20I,2,7,12.0,1,4,10.29,12.0,57.14
Nazmul Huda,Myanmar,T20I,2,37,53.0,2,12,8.59,26.5,32.43
Nazmul Islam,India,ODI,1,60,56.0,1,27,5.6,56.0,45.0
Nazmul Islam,India,T20I,3,60,74.0,1,22,7.4,74.0,36.67
Nazmul Islam,Sri Lanka,T20I,3,60,73.0,2,21,7.3,36.5,35.0
Nazmul Islam,West Indies,T20I,3,39,54.0,3,16,8.31,18.0,41.03
Nazmul Islam,Zimbabwe,ODI,3,156,139.0,5,83,5.35,27.8,53.21
Nazmul Islam,Zimbabwe,Test,1,174,76.0,4,131,2.62,19.0,75.29
Nazril Rahman,Hong Kong,T20I,1,6,11.0,0,2,11.0,11.0,33.33
Nazril Rahman,Thailand,T20I,3,24,46.0,0,6,11.5,46.0,25.0
Nazril Rahman,Vanuatu,T20I,4,66,106.0,3,18,9.64,35.33,27.27
Nazwan Ismail,Bhutan,T20I,3,38,59.0,3,9,9.32,19.67,23.68
Nazwan Ismail,Japan,T20I,1,18,32.0,2,5,10.67,16.0,27.78
Nazwan Ismail,Saudi Arabia,T20I,1,24,49.0,2,4,12.25,24.5,16.67
Nazwan Ismail,Singapore,T20I,1,24,49.0,0,9,12.25,49.0,37.5
Neeraj Mishra,Austria,T20I,2,30,40.0,0,15,8.0,40.0,50.0
Neeraj Mishra,Luxembourg,T20I,1,12,31.0,0,2,15.5,31.0,16.67
Neeraj Mishra,Norway,T20I,2,36,67.0,0,10,11.17,67.0,27.78
Neeraj Mishra,Romania,T20I,2,36,51.0,2,15,8.5,25.5,41.67
Nestor Dhamba,Namibia,ODI,1,30,19.0,1,17,3.8,19.0,56.67
Nestor Dhamba,Nepal,ODI,2,48,45.0,4,25,5.62,11.25,52.08
Nestor Dhamba,Nepal,T20I,1,18,12.0,0,6,4.0,12.0,33.33
Nestor Dhamba,Papua New Guinea,ODI,2,84,60.0,2,41,4.29,30.0,48.81
Nestor Dhamba,United Arab Emirates,ODI,2,96,36.0,3,63,2.25,12.0,65.62
Nestor Dhamba,United States of America,ODI,1,48,48.0,1,22,6.0,48.0,45.83
Ngawang Thinley,Indonesia,T20I,1,18,28.0,1,5,9.33,28.0,27.78
Ngawang Thinley,Malaysia,T20I,2,27,52.0,2,9,11.56,26.0,33.33
Ngawang Thinley,Maldives,T20I,3,60,56.0,4,31,5.6,14.0,51.67
Ngawang Thinley,Thailand,T20I,2,24,28.0,5,12,7.0,5.6,50.0
Niaz Ali,Pakistan,T20I,1,23,31.0,0,6,8.09,31.0,26.09
Niaz Ali,Papua New Guinea,T20I,1,12,14.0,0,7,7.0,14.0,58.33
Nida Dar,Australia,ODI,9,270,292.0,3,119,6.49,97.33,44.07
Nida Dar,Australia,T20I,12,195,241.0,6,69,7.42,40.17,35.38
Nida Dar,Bangladesh,ODI,6,288,149.0,7,193,3.1,21.29,67.01
Nida Dar,Bangladesh,T20I,10,221,172.0,14,109,4.67,12.29,49.32
Nida Dar,Barbados,T20I,1,24,25.0,0,9,6.25,25.0,37.5
Nida Dar,England,ODI,10,444,442.0,9,202,5.97,49.11,45.5
Nida Dar,England,T20I,16,319,415.0,27,90,7.81,15.37,28.21
Nida Dar,India,ODI,1,60,45.0,2,35,4.5,22.5,58.33
Nida Dar,India,T20I,11,212,206.0,10,93,5.83,20.6,43.87
Nida Dar,Ireland,ODI,4,183,103.0,6,118,3.38,17.17,64.48
Nida Dar,Ireland,T20I,10,203,191.0,13,80,5.65,14.69,39.41
Nida Dar,Malaysia,T20I,2,34,11.0,5,26,1.94,2.2,76.47
Nida Dar,New Zealand,ODI,4,194,205.0,3,70,6.34,68.33,36.08
Nida Dar,New Zealand,T20I,7,156,172.0,5,52,6.62,34.4,33.33
Nida Dar,South Africa,ODI,11,520,366.0,10,302,4.22,36.6,58.08
Nida Dar,South Africa,T20I,20,422,404.0,13,201,5.74,31.08,47.63
Nida Dar,Sri Lanka,ODI,7,337,206.0,8,219,3.67,25.75,64.99
Nida Dar,Sri Lanka,T20I,14,263,217.0,20,123,4.95,10.85,46.77
Nida Dar,Thailand,T20I,3,72,54.0,4,41,4.5,13.5,56.94
Nida Dar,United Arab Emirates,T20I,1,12,15.0,1,4,7.5,15.0,33.33
Nida Dar,West Indies,ODI,11,545,376.0,14,329,4.14,26.86,60.37
Nida Dar,West Indies,T20I,15,339,333.0,16,164,5.89,20.81,48.38
Nida Dar,Zimbabwe,ODI,1,24,17.0,0,15,4.25,17.0,62.5
Nik Nur Atiela,Bhutan,T20I,1,18,18.0,0,6,6.0,18.0,33.33
Nik Nur Atiela,Hong Kong,T20I,3,36,31.0,5,18,5.17,6.2,50.0
Nik Nur Atiela,Kenya,T20I,1,6,7.0,0,3,7.0,7.0,50.0
Nik Nur Atiela,Kuwait,T20I,3,36,30.0,4,19,5.0,7.5,52.78
Nik Nur Atiela,Nepal,T20I,7,123,95.0,7,61,4.63,13.57,49.59
Nik Nur Atiela,Oman,T20I,1,24,14.0,1,13,3.5,14.0,54.17
Nik Nur Atiela,Qatar,T20I,1,16,12.0,1,6,4.5,12.0,37.5
Nik Nur Atiela,Scotland,T20I,1,18,25.0,2,6,8.33,12.5,33.33
Nik Nur Atiela,Singapore,T20I,4,42,22.0,6,31,3.14,3.67,73.81
Nik Nur Atiela,Sri Lanka,T20I,1,12,21.0,1,4,10.5,21.0,33.33
Nik Nur Atiela,United Arab Emirates,T20I,2,36,43.0,1,12,7.17,43.0,33.33
Nikhil,Indonesia,T20I,1,18,26.0,1,7,8.67,26.0,38.89
Nikhil Chaudhary,Bangladesh,T20I,3,42,48.0,2,21,6.86,24.0,50.0
Nilansh Keswani,Bahrain,T20I,1,24,23.0,1,11,5.75,23.0,45.83
Nilansh Keswani,Bhutan,T20I,1,24,20.0,1,13,5.0,20.0,54.17
Nilansh Keswani,Hong Kong,T20I,3,72,67.0,4,35,5.58,16.75,48.61
Nilansh Keswani,Kuwait,T20I,2,30,28.0,2,14,5.6,14.0,46.67
Nilansh Keswani,Nepal,ODI,1,24,20.0,0,12,5.0,20.0,50.0
Nilansh Keswani,Nepal,T20I,4,95,132.0,3,31,8.34,44.0,32.63
Nilansh Keswani,Oman,ODI,1,30,37.0,1,11,7.4,37.0,36.67
Nilansh Keswani,Saudi Arabia,T20I,1,12,15.0,0,4,7.5,15.0,33.33
Nilusha Waruwangodage,Greece,T20I,1,26,18.0,2,17,4.15,9.0,65.38
Nimish Lathief,Bahrain,T20I,1,18,31.0,1,3,10.33,31.0,16.67
Nimish Lathief,Cambodia,T20I,1,18,25.0,1,7,8.33,25.0,38.89
Nimish Lathief,Hong Kong,T20I,3,51,91.0,1,10,10.71,91.0,19.61
Nimish Lathief,Malaysia,T20I,2,34,33.0,2,12,5.82,16.5,35.29
Nimish Lathief,Mongolia,T20I,1,12,5.0,1,9,2.5,5.0,75.0
Nimish Lathief,Nepal,T20I,1,18,30.0,0,3,10.0,30.0,16.67
Nimish Lathief,Oman,T20I,1,24,25.0,1,10,6.25,25.0,41.67
Nimish Lathief,Qatar,T20I,2,24,45.0,2,7,11.25,22.5,29.17
Nimish Lathief,Tanzania,T20I,1,18,4.0,1,15,1.33,4.0,83.33
Nimish Lathief,United Arab Emirates,T20I,2,12,20.0,0,4,10.0,20.0,33.33
Nisha Ali,Bangladesh,T20I,1,5,7.0,1,2,8.4,7.0,40.0
Nisha Ali,Netherlands,T20I,2,42,37.0,1,19,5.29,37.0,45.24
Nisha Ali,Papua New Guinea,T20I,1,23,20.0,2,12,5.22,10.0,52.17
Nisha Ali,Thailand,T20I,1,12,6.0,0,6,3.0,6.0,50.0
Nishita Akter Nishi,Australia,ODI,1,24,24.0,0,12,6.0,24.0,50.0
Nishita Akter Nishi,India,ODI,1,12,18.0,0,6,9.0,18.0,50.0
Nishita Akter Nishi,New Zealand,ODI,1,61,47.0,1,33,4.62,47.0,54.1
Nishita Akter Nishi,Pakistan,ODI,3,138,83.0,4,85,3.61,20.75,61.59
Nishita Akter Nishi,Sri Lanka,ODI,1,60,35.0,1,41,3.5,35.0,68.33
Nitesh Hooda,Eswatini,T20I,1,6,4.0,2,5,4.0,2.0,83.33
Nitesh Hooda,Malawi,T20I,1,24,16.0,3,14,4.0,5.33,58.33
Nitesh Hooda,Seychelles,T20I,1,24,14.0,1,16,3.5,14.0,66.67
Nitesh Hooda,St Helena,T20I,1,6,10.0,0,3,10.0,10.0,50.0
Nithish Kumar Reddy,Australia,ODI,2,31,40.0,0,11,7.74,40.0,35.48
Nithish Kumar Reddy,Australia,Test,5,267,190.0,5,171,4.27,38.0,64.04
Nithish Kumar Reddy,Bangladesh,T20I,3,54,71.0,3,17,7.89,23.67,31.48
Nithish Kumar Reddy,Chennai Super Kings,IPL,3,43,74.0,2,12,10.33,37.0,27.91
Nithish Kumar Reddy,Delhi Capitals,IPL,2,37,74.0,2,8,12.0,37.0,21.62
Nithish Kumar Reddy,England,Test,2,168,111.0,3,112,3.96,37.0,66.67
Nithish Kumar Reddy,Gujarat Titans,IPL,1,18,27.0,0,9,9.0,27.0,50.0
Nithish Kumar Reddy,Kolkata Knight Riders,IPL,3,24,36.0,2,7,9.0,18.0,29.17
Nithish Kumar Reddy,Lucknow Super Giants,IPL,2,18,42.0,3,5,14.0,14.0,27.78
Nithish Kumar Reddy,Mumbai Indians,IPL,3,42,82.0,1,14,11.71,82.0,33.33
Nithish Kumar Reddy,New Zealand,ODI,2,60,66.0,0,15,6.6,66.0,25.0
